Alphabetic List of Variables and Attributes,,,,,,
#,Variable,Type,Len,Format,Informat,Label
69,BA002_063,Char,74,$74.00 ,$74.00 ,"BA002_063 : Estimate Margin of Error; MARITAL STATUS - Now married, except separated"
70,BA002_064,Char,57,$57.00 ,$57.00 ,"BA002_064 : Percent; MARITAL STATUS - Now married, except separated"
71,BA002_065,Char,73,$73.00 ,$73.00 ,"BA002_065 : Percent Margin of Error; MARITAL STATUS - Now married, except separated"
72,BA002_066,Char,36,$36.00 ,$36.00 ,BA002_066 : Estimate; MARITAL STATUS - Separated
73,BA002_067,Char,52,$52.00 ,$52.00 ,BA002_067 : Estimate Margin of Error; MARITAL STATUS - Separated
74,BA002_068,Char,35,$35.00 ,$35.00 ,BA002_068 : Percent; MARITAL STATUS - Separated
75,BA002_069,Char,51,$51.00 ,$51.00 ,BA002_069 : Percent Margin of Error; MARITAL STATUS - Separated
76,BA002_070,Char,34,$34.00 ,$34.00 ,BA002_070 : Estimate; MARITAL STATUS - Widowed
77,BA002_071,Char,50,$50.00 ,$50.00 ,BA002_071 : Estimate Margin of Error; MARITAL STATUS - Widowed
78,BA002_072,Char,33,$33.00 ,$33.00 ,BA002_072 : Percent; MARITAL STATUS - Widowed
79,BA002_073,Char,49,$49.00 ,$49.00 ,BA002_073 : Percent Margin of Error; MARITAL STATUS - Widowed
80,BA002_074,Char,35,$35.00 ,$35.00 ,BA002_074 : Estimate; MARITAL STATUS - Divorced
81,BA002_075,Char,51,$51.00 ,$51.00 ,BA002_075 : Estimate Margin of Error; MARITAL STATUS - Divorced
82,BA002_076,Char,34,$34.00 ,$34.00 ,BA002_076 : Percent; MARITAL STATUS - Divorced
83,BA002_077,Char,50,$50.00 ,$50.00 ,BA002_077 : Percent Margin of Error; MARITAL STATUS - Divorced
84,BA002_078,Char,63,$63.00 ,$63.00 ,BA002_078 : Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
85,BA002_079,Char,79,$79.00 ,$79.00 ,BA002_079 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
87,BA002_080,Char,78,$78.00 ,$78.00 ,BA002_080 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
88,BA002_081,Char,54,$54.00 ,$54.00 ,BA002_081 : Estimate; EDUCATIONAL ATTAINMENT - Less than 9th grade
89,BA002_082,Char,70,$70.00 ,$70.00 ,BA002_082 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Less than 9th grade
90,BA002_083,Char,53,$53.00 ,$53.00 ,BA002_083 : Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade
91,BA002_084,Char,69,$69.00 ,$69.00 ,BA002_084 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Less than 9th grade
92,BA002_085,Char,66,$66.00 ,$66.00 ,"BA002_085 : Estimate; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma"
93,BA002_086,Char,82,$82.00 ,$82.00 ,"BA002_086 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma"
94,BA002_087,Char,65,$65.00 ,$65.00 ,"BA002_087 : Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma"
95,BA002_088,Char,81,$81.00 ,$81.00 ,"BA002_088 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma"
96,BA002_089,Char,78,$78.00 ,$78.00 ,BA002_089 : Estimate; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
97,BA002_090,Char,94,$94.00 ,$94.00 ,BA002_090 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
98,BA002_091,Char,77,$77.00 ,$77.00 ,BA002_091 : Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
99,BA002_092,Char,93,$93.00 ,$93.00 ,BA002_092 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
100,BA002_093,Char,60,$60.00 ,$60.00 ,"BA002_093 : Estimate; EDUCATIONAL ATTAINMENT - Some college, no degree"
101,BA002_094,Char,76,$76.00 ,$76.00 ,"BA002_094 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Some college, no degree"
102,BA002_095,Char,59,$59.00 ,$59.00 ,"BA002_095 : Percent; EDUCATIONAL ATTAINMENT - Some college, no degree"
103,BA002_096,Char,75,$75.00 ,$75.00 ,"BA002_096 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Some college, no degree"
104,BA002_097,Char,53,$53.00 ,$53.00 ,BA002_097 : Estimate; EDUCATIONAL ATTAINMENT - Associate's degree
105,BA002_098,Char,69,$69.00 ,$69.00 ,BA002_098 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Associate's degree
106,BA002_099,Char,52,$52.00 ,$52.00 ,BA002_099 : Percent; EDUCATIONAL ATTAINMENT - Associate's degree
107,BA002_100,Char,68,$68.00 ,$68.00 ,BA002_100 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Associate's degree
108,BA002_101,Char,52,$52.00 ,$52.00 ,BA002_101 : Estimate; EDUCATIONAL ATTAINMENT - Bachelor's degree
109,BA002_102,Char,68,$68.00 ,$68.00 ,BA002_102 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
110,BA002_103,Char,51,$51.00 ,$51.00 ,BA002_103 : Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree
111,BA002_104,Char,67,$67.00 ,$67.00 ,BA002_104 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
112,BA002_105,Char,66,$66.00 ,$66.00 ,BA002_105 : Estimate; EDUCATIONAL ATTAINMENT - Graduate or professional degree
113,BA002_106,Char,82,$82.00 ,$82.00 ,BA002_106 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
114,BA002_107,Char,65,$65.00 ,$65.00 ,BA002_107 : Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree
115,BA002_108,Char,81,$81.00 ,$81.00 ,BA002_108 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
116,BA002_109,Char,73,$73.00 ,$73.00 ,BA002_109 : Estimate; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher
117,BA002_110,Char,89,$89.00 ,$89.00 ,BA002_110 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher
118,BA002_111,Char,72,$72.00 ,$72.00 ,BA002_111 : Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher
119,BA002_112,Char,88,$88.00 ,$88.00 ,BA002_112 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher
120,BA002_113,Char,70,$70.00 ,$70.00 ,BA002_113 : Estimate; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher
121,BA002_114,Char,86,$86.00 ,$86.00 ,BA002_114 : Estimate Margin of Error; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher
122,BA002_115,Char,69,$69.00 ,$69.00 ,BA002_115 : Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher
123,BA002_116,Char,85,$85.00 ,$85.00 ,BA002_116 : Percent Margin of Error; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher
124,BA002_117,Char,64,$64.00 ,$64.00 ,BA002_117 : Estimate; VETERAN STATUS - Civilian population 18 years and over
125,BA002_118,Char,80,$80.00 ,$80.00 ,BA002_118 : Estimate Margin of Error; VETERAN STATUS - Civilian population 18 years and over
127,BA002_119,Char,79,$79.00 ,$79.00 ,BA002_119 : Percent Margin of Error; VETERAN STATUS - Civilian population 18 years and over
128,BA002_120,Char,44,$44.00 ,$44.00 ,BA002_120 : Estimate; VETERAN STATUS - Civilian veterans
129,BA002_121,Char,60,$60.00 ,$60.00 ,BA002_121 : Estimate Margin of Error; VETERAN STATUS - Civilian veterans
130,BA002_122,Char,43,$43.00 ,$43.00 ,BA002_122 : Percent; VETERAN STATUS - Civilian veterans
131,BA002_123,Char,59,$59.00 ,$59.00 ,BA002_123 : Percent Margin of Error; VETERAN STATUS - Civilian veterans
2,County,Char,18,,,County
1,Municipal,Char,21,,,Municipal
4,Region,Char,60,,,Region
3,State,Char,3,,,State
