SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
40,25,0,0,0,0,0,A,Massachusetts,Massachusetts,6547629,6547813,6565524,6611923,6658008,6706786,6749911,6784240,6811779
162,25,0,840,0,0,0,A,Agawam Town city,Massachusetts,28438,28438,28448,28584,28621,28664,28697,28742,28718
162,25,0,1260,0,0,0,A,Amesbury Town city,Massachusetts,16283,16283,16324,16448,16571,16788,17284,17378,17430
162,25,0,2690,0,0,0,A,Attleboro city,Massachusetts,43593,43593,43613,43691,43842,43941,44106,44285,44434
162,25,0,3690,0,0,0,A,Barnstable Town city,Massachusetts,45193,45189,45151,44850,44743,44612,44535,44362,44254
162,25,0,5595,0,0,0,A,Beverly city,Massachusetts,39502,39502,39725,40058,40324,40749,41059,41340,41365
162,25,0,7000,0,0,0,A,Boston city,Massachusetts,617594,617668,620701,630195,641911,651090,659180,665984,673184
162,25,0,7740,0,0,0,A,Braintree Town city,Massachusetts,35744,35726,35817,36095,36463,36942,37346,37334,37297
162,25,0,9000,0,0,0,A,Brockton city,Massachusetts,93810,93763,93812,94074,93987,94324,94732,95327,95630
162,25,0,11000,0,0,0,A,Cambridge city,Massachusetts,105162,105201,105019,105770,106044,107640,109532,109856,110651
162,25,0,13205,0,0,0,A,Chelsea city,Massachusetts,35177,35177,35310,36131,36711,37355,38205,39278,39699
162,25,0,13660,0,0,0,A,Chicopee city,Massachusetts,55298,55298,55308,55644,55910,56046,56480,56154,55991
162,25,0,19370,0,0,0,A,Easthampton Town city,Massachusetts,16053,16053,16049,16069,16100,16063,16046,16006,16059
162,25,0,21990,0,0,0,A,Everett city,Massachusetts,41667,41667,41774,42296,42853,43447,44656,45918,46340
162,25,0,23000,0,0,0,A,Fall River city,Massachusetts,88857,88857,88866,88778,88779,88835,88875,89026,88930
162,25,0,23875,0,0,0,A,Fitchburg city,Massachusetts,40318,40318,40423,40375,40417,40437,40467,40464,40414
162,25,0,25172,0,0,0,A,Franklin Town city,Massachusetts,31635,31633,31857,32238,32438,32753,32965,33091,33150
162,25,0,25485,0,0,0,A,Gardner city,Massachusetts,20228,20228,20164,20197,20317,20347,20255,20417,20430
162,25,0,26150,0,0,0,A,Gloucester city,Massachusetts,28789,28789,28865,29018,29208,29420,29583,29740,29798
162,25,0,27100,0,0,0,A,Greenfield Town city,Massachusetts,17456,17456,17422,17589,17583,17427,17533,17385,17456
162,25,0,29405,0,0,0,A,Haverhill city,Massachusetts,60879,60879,60981,61429,61737,62080,62340,62611,62873
162,25,0,30840,0,0,0,A,Holyoke city,Massachusetts,39880,39880,39904,40084,40124,40064,40618,40292,40280
162,25,0,34550,0,0,0,A,Lawrence city,Massachusetts,76377,76380,76605,77396,78133,78674,79502,80159,80209
162,25,0,35075,0,0,0,A,Leominster city,Massachusetts,40759,40759,40776,40887,40905,41068,41405,41468,41663
162,25,0,37000,0,0,0,A,Lowell city,Massachusetts,106519,106519,106733,107586,108562,109578,110053,110656,110558
162,25,0,37490,0,0,0,A,Lynn city,Massachusetts,90329,90329,90513,90595,91228,91696,92069,92673,92697
162,25,0,37875,0,0,0,A,Malden city,Massachusetts,59450,59463,59589,59946,60355,60723,60819,60967,60840
162,25,0,38715,0,0,0,A,Marlborough city,Massachusetts,38499,38499,38569,38893,39255,39451,39581,39703,39697
162,25,0,39835,0,0,0,A,Medford city,Massachusetts,56173,56164,56258,56596,56982,57139,57116,57333,57213
162,25,0,40115,0,0,0,A,Melrose city,Massachusetts,26983,26987,27042,27258,27456,27756,27902,27906,27928
162,25,0,40710,0,0,0,A,Methuen Town city,Massachusetts,47255,47252,47362,47693,48002,48545,49168,49595,49917
162,25,0,45000,0,0,0,A,New Bedford city,Massachusetts,95072,95066,95042,94841,94909,95096,95029,94975,95032
162,25,0,45245,0,0,0,A,Newburyport city,Massachusetts,17416,17416,17450,17549,17628,17777,17881,17938,17987
162,25,0,45560,0,0,0,A,Newton city,Massachusetts,85146,85119,85405,85897,87186,87786,88510,88978,89045
162,25,0,46225,0,0,0,A,North Adams city,Massachusetts,13708,13708,13782,13643,13608,13463,13361,13185,13064
162,25,0,46330,0,0,0,A,Northampton city,Massachusetts,28549,28549,28634,28700,28696,28547,28520,28368,28483
162,25,0,52144,0,0,0,A,Palmer Town city,Massachusetts,12140,12134,12133,12149,12149,12148,12160,12149,12108
162,25,0,52490,0,0,0,A,Peabody city,Massachusetts,51251,51251,51375,51570,51809,52085,52256,52423,52491
162,25,0,53960,0,0,0,A,Pittsfield city,Massachusetts,44737,44737,44691,44374,44301,44041,43678,43238,42846
162,25,0,55745,0,0,0,A,Quincy city,Massachusetts,92271,92266,92455,92524,92866,93305,93384,93462,93688
162,25,0,56585,0,0,0,A,Revere city,Massachusetts,51755,51737,51829,52529,52970,53265,53142,53307,53157
162,25,0,59105,0,0,0,A,Salem city,Massachusetts,41340,41340,41844,41974,42251,42637,42882,43118,43132
162,25,0,62535,0,0,0,A,Somerville city,Massachusetts,75754,75725,75903,76791,77805,78956,79312,80184,81322
162,25,0,63345,0,0,0,A,Southbridge Town city,Massachusetts,16719,16719,16733,16750,16783,16813,16832,16857,16831
162,25,0,67000,0,0,0,A,Springfield city,Massachusetts,153060,153195,153596,153754,153786,153757,154033,154277,154074
162,25,0,69170,0,0,0,A,Taunton city,Massachusetts,55874,55874,55897,55925,56037,56121,56634,56817,56843
162,25,0,72600,0,0,0,A,Waltham city,Massachusetts,60632,60628,60876,61335,62003,62366,63043,63022,63002
162,25,0,73440,0,0,0,A,Watertown Town city,Massachusetts,31915,31914,31993,32226,32893,33093,34073,34212,35025
162,25,0,76030,0,0,0,A,Westfield city,Massachusetts,41094,41094,41117,41386,41224,41488,41565,41641,41552
162,25,0,77890,0,0,0,A,West Springfield Town city,Massachusetts,28391,28391,28352,28521,28590,28552,28590,28613,28529
162,25,0,78972,0,0,0,A,Weymouth Town city,Massachusetts,53743,53762,53824,54183,55026,55480,55680,55852,55972
162,25,0,81005,0,0,0,A,Winthrop Town city,Massachusetts,17497,17497,17521,17747,17877,17960,18010,18119,18190
162,25,0,81035,0,0,0,A,Woburn city,Massachusetts,38120,38134,38301,38641,38866,39126,39228,39421,39452
162,25,0,82000,0,0,0,A,Worcester city,Massachusetts,181045,180983,181810,182321,182373,183006,184005,184491,184508
50,25,1,0,0,0,0,A,Barnstable County,Massachusetts,215888,215868,215908,215372,214915,214844,214858,214621,214276
157,25,1,3690,0,0,0,A,Barnstable Town city,Massachusetts,45193,45189,45151,44850,44743,44612,44535,44362,44254
157,25,1,99990,0,0,0,F,Balance of Barnstable County,Massachusetts,170695,170679,170757,170522,170172,170232,170323,170259,170022
61,25,1,0,3690,0,0,F,Barnstable Town city,Massachusetts,45193,45189,45151,44850,44743,44612,44535,44362,44254
71,25,1,3690,3690,0,1,A,Barnstable Town city,Massachusetts,45193,45189,45151,44850,44743,44612,44535,44362,44254
61,25,1,0,7175,0,1,A,Bourne town,Massachusetts,19754,19736,19751,19779,19741,19728,19744,19865,19837
61,25,1,0,7980,0,1,A,Brewster town,Massachusetts,9820,9828,9860,9834,9815,9813,9959,9913,9883
61,25,1,0,12995,0,1,A,Chatham town,Massachusetts,6125,6125,6127,6117,6124,6134,6145,6146,6149
61,25,1,0,16775,0,1,A,Dennis town,Massachusetts,14207,14221,14218,14165,14110,14075,14056,14024,14001
61,25,1,0,19295,0,1,A,Eastham town,Massachusetts,4956,4956,4957,4942,4929,4928,4929,4918,4904
61,25,1,0,23105,0,1,A,Falmouth town,Massachusetts,31531,31531,31545,31598,31566,31579,31538,31547,31473
61,25,1,0,29020,0,1,A,Harwich town,Massachusetts,12243,12221,12232,12209,12174,12173,12184,12165,12153
61,25,1,0,39100,0,1,A,Mashpee town,Massachusetts,14006,14006,14005,13983,13957,13996,14063,14146,14223
61,25,1,0,51440,0,1,A,Orleans town,Massachusetts,5890,5890,5894,5876,5861,5860,5863,5849,5841
61,25,1,0,55500,0,1,A,Provincetown town,Massachusetts,2942,2942,2948,2943,2947,2955,2961,2979,2985
61,25,1,0,59735,0,1,A,Sandwich town,Massachusetts,20675,20673,20667,20619,20579,20575,20534,20455,20391
61,25,1,0,70605,0,1,A,Truro town,Massachusetts,2003,2003,2004,2003,2001,2012,2011,2008,2014
61,25,1,0,74385,0,1,A,Wellfleet town,Massachusetts,2750,2750,2751,2744,2745,2747,2755,2751,2754
61,25,1,0,82525,0,1,A,Yarmouth town,Massachusetts,23793,23797,23798,23710,23623,23657,23581,23493,23414
50,25,3,0,0,0,0,N,Berkshire County,Massachusetts,131219,131272,131280,130515,130201,129409,128633,127671,126903
157,25,3,46225,0,0,0,A,North Adams city,Massachusetts,13708,13708,13782,13643,13608,13463,13361,13185,13064
157,25,3,53960,0,0,0,A,Pittsfield city,Massachusetts,44737,44737,44691,44374,44301,44041,43678,43238,42846
157,25,3,99990,0,0,0,F,Balance of Berkshire County,Massachusetts,72774,72827,72807,72498,72292,71905,71594,71248,70993
61,25,3,0,555,0,1,A,Adams town,Massachusetts,8485,8485,8475,8416,8396,8339,8264,8187,8110
61,25,3,0,975,0,1,A,Alford town,Massachusetts,494,494,494,496,496,495,496,495,491
61,25,3,0,4545,0,1,A,Becket town,Massachusetts,1779,1779,1775,1776,1779,1774,1769,1761,1748
61,25,3,0,13345,0,1,A,Cheshire town,Massachusetts,3235,3235,3232,3223,3220,3208,3195,3183,3170
61,25,3,0,14010,0,1,A,Clarksburg town,Massachusetts,1702,1702,1701,1691,1691,1682,1671,1659,1648
61,25,3,0,16180,0,1,A,Dalton town,Massachusetts,6756,6756,6756,6746,6750,6723,6693,6658,6624
61,25,3,0,21360,0,1,A,Egremont town,Massachusetts,1225,1225,1225,1227,1228,1224,1216,1210,1207
61,25,3,0,24120,0,1,A,Florida town,Massachusetts,752,752,751,750,750,744,737,730,725
61,25,3,0,26815,0,1,A,Great Barrington town,Massachusetts,7104,7104,7095,7026,7030,6991,6917,6888,6854
61,25,3,0,28180,0,1,A,Hancock town,Massachusetts,717,717,719,719,717,712,710,705,704
61,25,3,0,30315,0,1,A,Hinsdale town,Massachusetts,2032,2032,2030,2018,2013,1997,1978,1959,1942
61,25,3,0,34340,0,1,A,Lanesborough town,Massachusetts,3091,3091,3087,3068,3060,3037,3012,2991,2970
61,25,3,0,34655,0,1,A,Lee town,Massachusetts,5943,5943,5946,5926,5936,5903,5853,5820,5777
61,25,3,0,34970,0,1,A,Lenox town,Massachusetts,5025,5078,5074,5056,5054,5039,4996,4987,4965
61,25,3,0,42460,0,1,A,Monterey town,Massachusetts,961,961,960,957,957,954,953,947,941
61,25,3,0,43300,0,1,A,Mount Washington town,Massachusetts,167,167,167,166,166,165,164,163,162
61,25,3,0,44385,0,1,A,New Ashford town,Massachusetts,228,228,228,227,227,226,224,225,225
61,25,3,0,45420,0,1,A,New Marlborough town,Massachusetts,1509,1509,1508,1503,1503,1498,1491,1478,1473
61,25,3,0,46225,0,0,F,North Adams city,Massachusetts,13708,13708,13782,13643,13608,13463,13361,13185,13064
71,25,3,46225,46225,0,1,A,North Adams city,Massachusetts,13708,13708,13782,13643,13608,13463,13361,13185,13064
61,25,3,0,51580,0,1,A,Otis town,Massachusetts,1612,1612,1610,1604,1603,1595,1584,1576,1564
61,25,3,0,53050,0,1,A,Peru town,Massachusetts,847,847,848,853,853,846,845,847,839
61,25,3,0,53960,0,0,F,Pittsfield city,Massachusetts,44737,44737,44691,44374,44301,44041,43678,43238,42846
71,25,3,53960,53960,0,1,A,Pittsfield city,Massachusetts,44737,44737,44691,44374,44301,44041,43678,43238,42846
61,25,3,0,56795,0,1,A,Richmond town,Massachusetts,1475,1475,1474,1465,1461,1450,1439,1429,1419
61,25,3,0,59665,0,1,A,Sandisfield town,Massachusetts,915,915,920,920,927,924,917,911,905
61,25,3,0,60225,0,1,A,Savoy town,Massachusetts,692,692,691,691,690,689,684,681,680
61,25,3,0,61065,0,1,A,Sheffield town,Massachusetts,3257,3257,3254,3241,3236,3222,3206,3191,3172
61,25,3,0,67595,0,1,A,Stockbridge town,Massachusetts,1947,1947,1946,1941,1966,1962,1949,1935,1923
61,25,3,0,71095,0,1,A,Tyringham town,Massachusetts,327,327,327,326,327,327,327,325,323
61,25,3,0,73335,0,1,A,Washington town,Massachusetts,538,538,538,533,535,537,535,533,533
61,25,3,0,77990,0,1,A,West Stockbridge town,Massachusetts,1306,1306,1305,1298,1296,1290,1281,1274,1270
61,25,3,0,79985,0,1,A,Williamstown town,Massachusetts,7754,7754,7773,7740,7531,7460,7602,7622,7758
61,25,3,0,80685,0,1,A,Windsor town,Massachusetts,899,899,898,895,894,892,886,878,871
50,25,5,0,0,0,0,A,Bristol County,Massachusetts,548285,548260,549200,549400,551341,552637,555071,556967,558324
157,25,5,2690,0,0,0,A,Attleboro city,Massachusetts,43593,43593,43613,43691,43842,43941,44106,44285,44434
157,25,5,23000,0,0,0,A,Fall River city,Massachusetts,88857,88857,88866,88778,88779,88835,88875,89026,88930
157,25,5,45000,0,0,0,A,New Bedford city,Massachusetts,95072,95066,95042,94841,94909,95096,95029,94975,95032
157,25,5,69170,0,0,0,A,Taunton city,Massachusetts,55874,55874,55897,55925,56037,56121,56634,56817,56843
157,25,5,99990,0,0,0,F,Balance of Bristol County,Massachusetts,264889,264870,265782,266165,267774,268644,270427,271864,273085
