"","Municipal","County","State","Region","Five_Year_Range","Civilian_Pop","Vet_Pop","Percent_Vet","Margin_Error_Percent"
"1107",NA,"Dukes County","MA","Dukes County","2009-2013",13556,966,7.1,1.4
"1108",NA,"Essex County","MA","Essex County","2009-2013",579535,43065,7.4,0.2
"1109",NA,"Franklin County","MA","Franklin County","2009-2013",57613,5542,9.6,0.5
"1110",NA,"Hampden County","MA","Hampden County","2009-2013",356372,32603,9.1,0.3
"1111",NA,"Hampshire County","MA","Hampshire County","2009-2013",133071,10038,7.5,0.4
"1112",NA,"Middlesex County","MA","Middlesex County","2009-2013",1200369,74275,6.2,0.1
"1113",NA,"Nantucket County","MA","Nantucket County","2009-2013",8079,510,6.3,1.5
"1114",NA,"Norfolk County","MA","Norfolk County","2009-2013",525762,38108,7.2,0.2
"1115",NA,"Plymouth County","MA","Plymouth County","2009-2013",379385,35024,9.2,0.3
"1116",NA,"Suffolk County","MA","Suffolk County","2009-2013",606995,23808,3.9,0.2
"1117",NA,"Worcester County","MA","Worcester County","2009-2013",617972,53990,8.7,0.2
"1118","Barnstable","Barnstable County","MA","Barnstable","2009-2013",36894,3996,10.8,0.9
"1119","Bourne","Barnstable County","MA","Bourne","2009-2013",15631,1959,12.5,1.4
"1120","Brewster","Barnstable County","MA","Brewster","2009-2013",7979,856,10.7,2
"1121","Chatham","Barnstable County","MA","Chatham","2009-2013",5279,747,14.2,2.3
"1122","Dennis","Barnstable County","MA","Dennis","2009-2013",11936,1519,12.7,1.6
"1123","Eastham","Barnstable County","MA","Eastham","2009-2013",4415,575,13,3.1
"1124","Falmouth","Barnstable County","MA","Falmouth","2009-2013",26085,3342,12.8,1.4
"1125","Harwich","Barnstable County","MA","Harwich","2009-2013",10273,1249,12.2,1.7
"1126","Mashpee","Barnstable County","MA","Mashpee","2009-2013",11449,1523,13.3,1.6
"1127","Orleans","Barnstable County","MA","Orleans","2009-2013",5375,712,13.2,2.9
"1128","Provincetown","Barnstable County","MA","Provincetown","2009-2013",2802,243,8.7,3
"1129","Sandwich","Barnstable County","MA","Sandwich","2009-2013",15572,1678,10.8,1.6
"1130","Truro","Barnstable County","MA","Truro","2009-2013",1548,107,6.9,2.9
"1131","Wellfleet","Barnstable County","MA","Wellfleet","2009-2013",2801,352,12.6,5
"1132","Yarmouth","Barnstable County","MA","Yarmouth","2009-2013",20371,2502,12.3,1.3
"1133","Adams","Berkshire County","MA","Adams","2009-2013",6583,684,10.4,2.1
"1134","Alford","Berkshire County","MA","Alford","2009-2013",407,61,15,4.7
"1135","Becket","Berkshire County","MA","Becket","2009-2013",1573,150,9.5,2.7
"1136","Cheshire","Berkshire County","MA","Cheshire","2009-2013",2519,303,12,3.3
"1137","Clarksburg","Berkshire County","MA","Clarksburg","2009-2013",1329,180,13.5,2.7
"1138","Dalton","Berkshire County","MA","Dalton","2009-2013",5398,622,11.5,2.9
"1139","Egremont","Berkshire County","MA","Egremont","2009-2013",986,88,8.9,3.2
"1140","Florida","Berkshire County","MA","Florida","2009-2013",594,53,8.9,3.3
"1141","Great Barrington","Berkshire County","MA","Great Barrington","2009-2013",5850,375,6.4,2.2
"1142","Hancock","Berkshire County","MA","Hancock","2009-2013",528,57,10.8,3.4
"1143","Hinsdale","Berkshire County","MA","Hinsdale","2009-2013",1811,261,14.4,4
"1144","Lanesborough","Berkshire County","MA","Lanesborough","2009-2013",2353,261,11.1,4.6
"1145","Lee","Berkshire County","MA","Lee","2009-2013",4917,606,12.3,3.7
"1146","Lenox","Berkshire County","MA","Lenox","2009-2013",3892,422,10.8,3.1
"1147","Monterey","Berkshire County","MA","Monterey","2009-2013",565,110,19.5,12
"1148","Mount Washington","Berkshire County","MA","Mount Washington","2009-2013",116,7,6,4.2
"1149","New Ashford","Berkshire County","MA","New Ashford","2009-2013",190,14,7.4,3.9
"1150","New Marlborough","Berkshire County","MA","New Marlborough","2009-2013",1258,147,11.7,3.7
"1151","North Adams","Berkshire County","MA","North Adams","2009-2013",11443,1072,9.4,1.5
"1152","Otis","Berkshire County","MA","Otis","2009-2013",1196,167,14,3.8
"1153","Peru","Berkshire County","MA","Peru","2009-2013",691,34,4.9,1.6
"1154","Pittsfield","Berkshire County","MA","Pittsfield","2009-2013",35493,3084,8.7,0.9
"1155","Richmond","Berkshire County","MA","Richmond","2009-2013",1258,131,10.4,2.1
"1156","Sandisfield","Berkshire County","MA","Sandisfield","2009-2013",750,96,12.8,4.8
"1157","Savoy","Berkshire County","MA","Savoy","2009-2013",540,80,14.8,4.5
"1158","Sheffield","Berkshire County","MA","Sheffield","2009-2013",2631,315,12,3.6
"1159","Stockbridge","Berkshire County","MA","Stockbridge","2009-2013",1665,180,10.8,3.6
"1160","Tyringham","Berkshire County","MA","Tyringham","2009-2013",370,39,10.5,5.1
"1161","Washington","Berkshire County","MA","Washington","2009-2013",426,65,15.3,4.6
"1162","West Stockbridge","Berkshire County","MA","West Stockbridge","2009-2013",1141,78,6.8,3.3
"1163","Williamstown","Berkshire County","MA","Williamstown","2009-2013",6492,554,8.5,1.7
"1164","Windsor","Berkshire County","MA","Windsor","2009-2013",744,93,12.5,4
"1165","Acushnet","Bristol County","MA","Acushnet","2009-2013",8387,712,8.5,1.8
"1166","Attleboro","Bristol County","MA","Attleboro","2009-2013",33663,2827,8.4,1
"1167","Berkley","Bristol County","MA","Berkley","2009-2013",4780,500,10.5,1.9
"1168","Dartmouth","Bristol County","MA","Dartmouth","2009-2013",28845,2019,7,1.1
"1169","Dighton","Bristol County","MA","Dighton","2009-2013",5345,616,11.5,2.8
"1170","Easton","Bristol County","MA","Easton","2009-2013",18158,1270,7,1
"1171","Fairhaven","Bristol County","MA","Fairhaven","2009-2013",13267,1276,9.6,1.5
"1172","Fall River","Bristol County","MA","Fall River","2009-2013",69948,4770,6.8,0.6
"1173","Freetown","Bristol County","MA","Freetown","2009-2013",6834,693,10.1,1.5
"1174","Mansfield","Bristol County","MA","Mansfield","2009-2013",16683,1111,6.7,1.2
"1175","New Bedford","Bristol County","MA","New Bedford","2009-2013",72916,4757,6.5,0.5
"1176","North Attleborough","Bristol County","MA","North Attleborough","2009-2013",20941,1853,8.8,1.3
"1177","Norton","Bristol County","MA","Norton","2009-2013",15181,1083,7.1,1.3
"1178","Raynham","Bristol County","MA","Raynham","2009-2013",10057,899,8.9,1.8
"1179","Rehoboth","Bristol County","MA","Rehoboth","2009-2013",9084,793,8.7,1.6
"1180","Seekonk","Bristol County","MA","Seekonk","2009-2013",10892,923,8.5,1.5
"1181","Somerset","Bristol County","MA","Somerset","2009-2013",14724,1378,9.4,1.5
"1182","Swansea","Bristol County","MA","Swansea","2009-2013",12898,1251,9.7,1.6
"1183","Taunton","Bristol County","MA","Taunton","2009-2013",44110,3412,7.7,0.9
"1184","Westport","Bristol County","MA","Westport","2009-2013",12397,1266,10.2,1.3
"1185","Aquinnah","Dukes County","MA","Aquinnah","2009-2013",311,6,1.9,1.9
"1186","Chilmark","Dukes County","MA","Chilmark","2009-2013",711,63,8.9,3.3
"1187","Edgartown","Dukes County","MA","Edgartown","2009-2013",3623,157,4.3,2.1
"1188","Gosnold","Dukes County","MA","Gosnold","2009-2013",135,7,5.2,4
"1189","Oak Bluffs","Dukes County","MA","Oak Bluffs","2009-2013",3588,284,7.9,2.3
"1190","Tisbury","Dukes County","MA","Tisbury","2009-2013",3127,305,9.8,3.9
"1191","West Tisbury","Dukes County","MA","West Tisbury","2009-2013",2061,144,7,2.9
"1192","Amesbury","Essex County","MA","Amesbury","2009-2013",12979,1027,7.9,1.5
"1193","Andover","Essex County","MA","Andover","2009-2013",24794,1362,5.5,0.9
"1194","Beverly","Essex County","MA","Beverly","2009-2013",32475,2640,8.1,0.7
"1195","Boxford","Essex County","MA","Boxford","2009-2013",6052,641,10.6,2.3
"1196","Danvers","Essex County","MA","Danvers","2009-2013",20998,2040,9.7,1.2
"1197","Essex","Essex County","MA","Essex","2009-2013",2815,198,7,2.6
"1198","Georgetown","Essex County","MA","Georgetown","2009-2013",6097,540,8.9,1.5
"1199","Gloucester","Essex County","MA","Gloucester","2009-2013",23594,2204,9.3,1
"1200","Groveland","Essex County","MA","Groveland","2009-2013",5139,543,10.6,2.5
"1201","Hamilton","Essex County","MA","Hamilton","2009-2013",5852,454,7.8,1.7
"1202","Haverhill","Essex County","MA","Haverhill","2009-2013",47137,3935,8.3,0.8
"1203","Ipswich","Essex County","MA","Ipswich","2009-2013",10674,1087,10.2,1.7
"1204","Lawrence","Essex County","MA","Lawrence","2009-2013",55189,1830,3.3,0.5
"1205","Lynn","Essex County","MA","Lynn","2009-2013",67678,3977,5.9,0.6
"1206","Lynnfield","Essex County","MA","Lynnfield","2009-2013",8955,563,6.3,1.5
"1207","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2009-2013",3983,278,7,1.9
"1208","Marblehead","Essex County","MA","Marblehead","2009-2013",14782,1122,7.6,0.9
"1209","Merrimac","Essex County","MA","Merrimac","2009-2013",4967,386,7.8,2.5
"1210","Methuen","Essex County","MA","Methuen","2009-2013",36279,2688,7.4,0.9
"1211","Middleton","Essex County","MA","Middleton","2009-2013",7314,593,8.1,2.2
"1212","Nahant","Essex County","MA","Nahant","2009-2013",2916,216,7.4,2.2
"1213","Newbury","Essex County","MA","Newbury","2009-2013",5211,403,7.7,2.1
"1214","Newburyport","Essex County","MA","Newburyport","2009-2013",14003,1154,8.2,1.4
"1215","North Andover","Essex County","MA","North Andover","2009-2013",21709,1572,7.2,1
"1216","Peabody","Essex County","MA","Peabody","2009-2013",41839,3747,9,0.9
"1217","Rockport","Essex County","MA","Rockport","2009-2013",5855,607,10.4,2.2
"1218","Rowley","Essex County","MA","Rowley","2009-2013",4431,433,9.8,2.5
"1219","Salem","Essex County","MA","Salem","2009-2013",34209,2507,7.3,1
"1220","Salisbury","Essex County","MA","Salisbury","2009-2013",7009,776,11.1,2.2
"1221","Saugus","Essex County","MA","Saugus","2009-2013",22096,1948,8.8,1.2
"1222","Swampscott","Essex County","MA","Swampscott","2009-2013",10758,815,7.6,1.6
"1223","Topsfield","Essex County","MA","Topsfield","2009-2013",4627,271,5.9,2
"1224","Wenham","Essex County","MA","Wenham","2009-2013",4005,244,6.1,2
"1225","West Newbury","Essex County","MA","West Newbury","2009-2013",3114,264,8.5,2.7
"1226","Ashfield","Franklin County","MA","Ashfield","2009-2013",1383,109,7.9,2.4
"1227","Bernardston","Franklin County","MA","Bernardston","2009-2013",1774,234,13.2,3.4
"1228","Buckland","Franklin County","MA","Buckland","2009-2013",1711,187,10.9,3.4
"1229","Charlemont","Franklin County","MA","Charlemont","2009-2013",1030,161,15.6,3.5
"1230","Colrain","Franklin County","MA","Colrain","2009-2013",1454,156,10.7,2
"1231","Conway","Franklin County","MA","Conway","2009-2013",1388,113,8.1,2.1
"1232","Deerfield","Franklin County","MA","Deerfield","2009-2013",4008,257,6.4,2.4
"1233","Erving","Franklin County","MA","Erving","2009-2013",1336,144,10.8,2.9
"1234","Gill","Franklin County","MA","Gill","2009-2013",1312,108,8.2,2.2
"1235","Greenfield","Franklin County","MA","Greenfield","2009-2013",14176,1186,8.4,1.2
"1236","Hawley","Franklin County","MA","Hawley","2009-2013",330,53,16.1,4.8
"1237","Heath","Franklin County","MA","Heath","2009-2013",510,66,12.9,4.5
"1238","Leverett","Franklin County","MA","Leverett","2009-2013",1448,112,7.7,1.6
"1239","Leyden","Franklin County","MA","Leyden","2009-2013",578,66,11.4,3.6
"1240","Monroe","Franklin County","MA","Monroe","2009-2013",100,7,7,7.4
"1241","Montague","Franklin County","MA","Montague","2009-2013",6734,654,9.7,1.9
"1242","New Salem","Franklin County","MA","New Salem","2009-2013",853,87,10.2,3.2
"1243","Northfield","Franklin County","MA","Northfield","2009-2013",2417,241,10,2.4
"1244","Orange","Franklin County","MA","Orange","2009-2013",5918,865,14.6,3.1
"1245","Rowe","Franklin County","MA","Rowe","2009-2013",359,65,18.1,5.2
"1246","Shelburne","Franklin County","MA","Shelburne","2009-2013",1581,159,10.1,2.8
"1247","Shutesbury","Franklin County","MA","Shutesbury","2009-2013",1414,85,6,1.7
"1248","Sunderland","Franklin County","MA","Sunderland","2009-2013",3224,156,4.8,1.9
"1249","Warwick","Franklin County","MA","Warwick","2009-2013",576,77,13.4,3.8
"1250","Wendell","Franklin County","MA","Wendell","2009-2013",850,97,11.4,3.7
"1251","Whately","Franklin County","MA","Whately","2009-2013",1149,97,8.4,3
"1252","Agawam","Hampden County","MA","Agawam","2009-2013",22609,2194,9.7,1.3
"1253","Blandford","Hampden County","MA","Blandford","2009-2013",900,124,13.8,3.6
"1254","Brimfield","Hampden County","MA","Brimfield","2009-2013",2864,386,13.5,3.8
"1255","Chester","Hampden County","MA","Chester","2009-2013",1098,141,12.8,2.8
"1256","Chicopee","Hampden County","MA","Chicopee","2009-2013",44005,5065,11.5,0.9
"1257","East Longmeadow","Hampden County","MA","East Longmeadow","2009-2013",12217,1253,10.3,1.3
"1258","Granville","Hampden County","MA","Granville","2009-2013",1292,157,12.2,3.1
"1259","Hampden","Hampden County","MA","Hampden","2009-2013",4189,535,12.8,2.7
"1260","Holland","Hampden County","MA","Holland","2009-2013",2018,276,13.7,3.1
"1261","Holyoke","Hampden County","MA","Holyoke","2009-2013",29795,2372,8,1.2
"1262","Longmeadow","Hampden County","MA","Longmeadow","2009-2013",11893,998,8.4,1.4
"1263","Ludlow","Hampden County","MA","Ludlow","2009-2013",17270,1502,8.7,1.3
"1264","Monson","Hampden County","MA","Monson","2009-2013",6863,720,10.5,2.8
"1265","Montgomery","Hampden County","MA","Montgomery","2009-2013",753,111,14.7,3.6
"1266","Palmer","Hampden County","MA","Palmer","2009-2013",9605,1227,12.8,2.4
"1267","Russell","Hampden County","MA","Russell","2009-2013",1216,141,11.6,3.1
"1268","Southwick","Hampden County","MA","Southwick","2009-2013",7619,876,11.5,2.3
"1269","Springfield","Hampden County","MA","Springfield","2009-2013",112226,7604,6.8,0.5
"1270","Tolland","Hampden County","MA","Tolland","2009-2013",444,63,14.2,4.7
"1271","Wales","Hampden County","MA","Wales","2009-2013",1475,203,13.8,2.5
"1272","Westfield","Hampden County","MA","Westfield","2009-2013",32620,2998,9.2,1
"1273","West Springfield","Hampden County","MA","West Springfield","2009-2013",22205,2371,10.7,1.4
"1274","Wilbraham","Hampden County","MA","Wilbraham","2009-2013",11196,1286,11.5,1.8
"1275","Amherst","Hampshire County","MA","Amherst","2009-2013",34965,839,2.4,0.4
"1276","Belchertown","Hampshire County","MA","Belchertown","2009-2013",11139,1363,12.2,2
"1277","Chesterfield","Hampshire County","MA","Chesterfield","2009-2013",950,115,12.1,3.5
"1278","Cummington","Hampshire County","MA","Cummington","2009-2013",750,67,8.9,3.3
"1279","Easthampton","Hampshire County","MA","Easthampton","2009-2013",13516,1467,10.9,1.6
"1280","Goshen","Hampshire County","MA","Goshen","2009-2013",864,67,7.8,3.3
"1281","Granby","Hampshire County","MA","Granby","2009-2013",4919,479,9.7,2.6
"1282","Hadley","Hampshire County","MA","Hadley","2009-2013",4397,301,6.8,2.4
"1283","Hatfield","Hampshire County","MA","Hatfield","2009-2013",2688,235,8.7,2.4
"1284","Huntington","Hampshire County","MA","Huntington","2009-2013",1519,161,10.6,3.4
"1285","Middlefield","Hampshire County","MA","Middlefield","2009-2013",400,64,16,6
"1286","Northampton","Hampshire County","MA","Northampton","2009-2013",23678,1730,7.3,1
"1287","Pelham","Hampshire County","MA","Pelham","2009-2013",1081,97,9,3.1
"1288","Plainfield","Hampshire County","MA","Plainfield","2009-2013",508,53,10.4,3
"1289","Southampton","Hampshire County","MA","Southampton","2009-2013",4566,472,10.3,2.7
"1290","South Hadley","Hampshire County","MA","South Hadley","2009-2013",14855,1461,9.8,1.6
"1291","Ware","Hampshire County","MA","Ware","2009-2013",7766,653,8.4,1.8
"1292","Westhampton","Hampshire County","MA","Westhampton","2009-2013",1274,97,7.6,2.1
"1293","Williamsburg","Hampshire County","MA","Williamsburg","2009-2013",2254,227,10.1,2.4
"1294","Worthington","Hampshire County","MA","Worthington","2009-2013",982,90,9.2,2.8
"1295","Acton","Middlesex County","MA","Acton","2009-2013",16194,874,5.4,1.3
"1296","Arlington","Middlesex County","MA","Arlington","2009-2013",34114,1897,5.6,0.8
"1297","Ashby","Middlesex County","MA","Ashby","2009-2013",2412,239,9.9,2.6
"1298","Ashland","Middlesex County","MA","Ashland","2009-2013",13213,832,6.3,1.4
"1299","Ayer","Middlesex County","MA","Ayer","2009-2013",6126,799,13,3.8
"1300","Bedford","Middlesex County","MA","Bedford","2009-2013",10243,1092,10.7,2.3
"1301","Belmont","Middlesex County","MA","Belmont","2009-2013",18659,890,4.8,0.7
"1302","Billerica","Middlesex County","MA","Billerica","2009-2013",31572,2969,9.4,1
"1303","Boxborough","Middlesex County","MA","Boxborough","2009-2013",3797,218,5.7,2.2
"1304","Burlington","Middlesex County","MA","Burlington","2009-2013",19695,1569,8,1.3
"1305","Cambridge","Middlesex County","MA","Cambridge","2009-2013",92587,2602,2.8,0.4
"1306","Carlisle","Middlesex County","MA","Carlisle","2009-2013",3574,240,6.7,2.5
"1307","Chelmsford","Middlesex County","MA","Chelmsford","2009-2013",26301,2236,8.5,1
"1308","Concord","Middlesex County","MA","Concord","2009-2013",14172,1099,7.8,1.4
"1309","Dracut","Middlesex County","MA","Dracut","2009-2013",22911,1776,7.8,1.1
"1310","Dunstable","Middlesex County","MA","Dunstable","2009-2013",2419,118,4.9,1.4
"1311","Everett","Middlesex County","MA","Everett","2009-2013",32965,1871,5.7,0.8
"1312","Framingham","Middlesex County","MA","Framingham","2009-2013",54600,2809,5.1,0.5
"1313","Groton","Middlesex County","MA","Groton","2009-2013",7909,556,7,1.9
"1314","Holliston","Middlesex County","MA","Holliston","2009-2013",10007,811,8.1,1.5
"1315","Hopkinton","Middlesex County","MA","Hopkinton","2009-2013",10269,817,8,1.7
"1316","Hudson","Middlesex County","MA","Hudson","2009-2013",15084,1169,7.7,1.1
"1317","Lexington","Middlesex County","MA","Lexington","2009-2013",23617,1357,5.7,0.9
"1318","Lincoln","Middlesex County","MA","Lincoln","2009-2013",4081,559,13.7,2.7
"1319","Littleton","Middlesex County","MA","Littleton","2009-2013",6864,368,5.4,1.5
"1320","Lowell","Middlesex County","MA","Lowell","2009-2013",82823,4874,5.9,0.6
"1321","Malden","Middlesex County","MA","Malden","2009-2013",48513,2169,4.5,0.8
"1322","Marlborough","Middlesex County","MA","Marlborough","2009-2013",30453,2334,7.7,1.2
"1323","Maynard","Middlesex County","MA","Maynard","2009-2013",7952,721,9.1,2
"1324","Medford","Middlesex County","MA","Medford","2009-2013",47907,2798,5.8,0.6
"1325","Melrose","Middlesex County","MA","Melrose","2009-2013",21578,1515,7,1.2
"1326","Natick","Middlesex County","MA","Natick","2009-2013",25503,1831,7.2,0.9
"1327","Newton","Middlesex County","MA","Newton","2009-2013",67355,3222,4.8,0.4
"1328","North Reading","Middlesex County","MA","North Reading","2009-2013",11415,757,6.6,1.5
"1329","Pepperell","Middlesex County","MA","Pepperell","2009-2013",8851,807,9.1,1.9
"1330","Reading","Middlesex County","MA","Reading","2009-2013",18666,1347,7.2,1.1
"1331","Sherborn","Middlesex County","MA","Sherborn","2009-2013",2985,164,5.5,1.8
"1332","Shirley","Middlesex County","MA","Shirley","2009-2013",5938,556,9.4,3.1
"1333","Somerville","Middlesex County","MA","Somerville","2009-2013",66458,2452,3.7,0.6
"1334","Stoneham","Middlesex County","MA","Stoneham","2009-2013",17560,1673,9.5,1.2
"1335","Stow","Middlesex County","MA","Stow","2009-2013",4827,464,9.6,2.7
"1336","Sudbury","Middlesex County","MA","Sudbury","2009-2013",12430,779,6.3,1.2
"1337","Tewksbury","Middlesex County","MA","Tewksbury","2009-2013",23129,1872,8.1,0.9
"1338","Townsend","Middlesex County","MA","Townsend","2009-2013",6837,541,7.9,1.4
"1339","Tyngsborough","Middlesex County","MA","Tyngsborough","2009-2013",9005,692,7.7,1.8
"1340","Wakefield","Middlesex County","MA","Wakefield","2009-2013",20065,1668,8.3,1.1
"1341","Waltham","Middlesex County","MA","Waltham","2009-2013",52478,2633,5,0.7
"1342","Watertown","Middlesex County","MA","Watertown","2009-2013",27481,1356,4.9,0.9
"1343","Wayland","Middlesex County","MA","Wayland","2009-2013",9764,824,8.4,1.6
"1344","Westford","Middlesex County","MA","Westford","2009-2013",15784,1032,6.5,0.9
"1345","Weston","Middlesex County","MA","Weston","2009-2013",8236,640,7.8,1.5
"1346","Wilmington","Middlesex County","MA","Wilmington","2009-2013",16708,1475,8.8,1.2
"1347","Winchester","Middlesex County","MA","Winchester","2009-2013",15453,1116,7.2,1.2
"1348","Woburn","Middlesex County","MA","Woburn","2009-2013",30830,2196,7.1,1
"1349","Nantucket","Nantucket County","MA","Nantucket","2009-2013",8079,510,6.3,1.5
"1350","Avon","Norfolk County","MA","Avon","2009-2013",3581,409,11.4,3.3
"1351","Bellingham","Norfolk County","MA","Bellingham","2009-2013",12817,1200,9.4,1.6
"1352","Braintree","Norfolk County","MA","Braintree","2009-2013",28186,2197,7.8,0.9
"1353","Brookline","Norfolk County","MA","Brookline","2009-2013",47615,1556,3.3,0.5
"1354","Canton","Norfolk County","MA","Canton","2009-2013",16595,1490,9,1.4
"1355","Cohasset","Norfolk County","MA","Cohasset","2009-2013",5655,499,8.8,2.3
"1356","Dedham","Norfolk County","MA","Dedham","2009-2013",19878,1570,7.9,1.1
"1357","Dover","Norfolk County","MA","Dover","2009-2013",3935,226,5.7,1.7
"1358","Foxborough","Norfolk County","MA","Foxborough","2009-2013",13029,896,6.9,1.1
"1359","Franklin","Norfolk County","MA","Franklin","2009-2013",23253,1390,6,0.9
"1360","Holbrook","Norfolk County","MA","Holbrook","2009-2013",8886,850,9.6,2.4
"1361","Medfield","Norfolk County","MA","Medfield","2009-2013",8667,581,6.7,1.7
"1362","Medway","Norfolk County","MA","Medway","2009-2013",9418,761,8.1,2
"1363","Millis","Norfolk County","MA","Millis","2009-2013",6022,463,7.7,2.2
"1364","Milton","Norfolk County","MA","Milton","2009-2013",20214,1390,6.9,1
"1365","Needham","Norfolk County","MA","Needham","2009-2013",21255,1496,7,0.9
"1366","Norfolk","Norfolk County","MA","Norfolk","2009-2013",8895,689,7.7,1.5
"1367","Norwood","Norfolk County","MA","Norwood","2009-2013",22592,1772,7.8,1
"1368","Plainville","Norfolk County","MA","Plainville","2009-2013",6538,420,6.4,2.1
"1369","Quincy","Norfolk County","MA","Quincy","2009-2013",77442,5794,7.5,0.6
"1370","Randolph","Norfolk County","MA","Randolph","2009-2013",25442,1472,5.8,0.9
"1371","Sharon","Norfolk County","MA","Sharon","2009-2013",12715,868,6.8,1.2
"1372","Stoughton","Norfolk County","MA","Stoughton","2009-2013",21892,1686,7.7,1
"1373","Walpole","Norfolk County","MA","Walpole","2009-2013",18506,1681,9.1,1.2
"1374","Wellesley","Norfolk County","MA","Wellesley","2009-2013",20949,1241,5.9,0.7
"1375","Westwood","Norfolk County","MA","Westwood","2009-2013",10584,817,7.7,1.2
"1376","Weymouth","Norfolk County","MA","Weymouth","2009-2013",42895,4195,9.8,0.9
"1377","Wrentham","Norfolk County","MA","Wrentham","2009-2013",8306,499,6,1.6
"1378","Abington","Plymouth County","MA","Abington","2009-2013",12109,1194,9.9,1.7
"1379","Bridgewater","Plymouth County","MA","Bridgewater","2009-2013",21405,1823,8.5,1.2
"1380","Brockton","Plymouth County","MA","Brockton","2009-2013",69257,4817,7,0.6
"1381","Carver","Plymouth County","MA","Carver","2009-2013",8901,908,10.2,2
"1382","Duxbury","Plymouth County","MA","Duxbury","2009-2013",10944,975,8.9,1.4
"1383","East Bridgewater","Plymouth County","MA","East Bridgewater","2009-2013",10784,987,9.2,1.7
"1384","Halifax","Plymouth County","MA","Halifax","2009-2013",5883,513,8.7,2.3
"1385","Hanover","Plymouth County","MA","Hanover","2009-2013",10305,744,7.2,1.7
"1386","Hanson","Plymouth County","MA","Hanson","2009-2013",7652,652,8.5,1.4
"1387","Hingham","Plymouth County","MA","Hingham","2009-2013",16527,1637,9.9,1.4
"1388","Hull","Plymouth County","MA","Hull","2009-2013",8568,871,10.2,1.8
"1389","Kingston","Plymouth County","MA","Kingston","2009-2013",9759,1052,10.8,2.2
"1390","Lakeville","Plymouth County","MA","Lakeville","2009-2013",8109,883,10.9,2
"1391","Marion","Plymouth County","MA","Marion","2009-2013",3933,407,10.3,2.9
"1392","Marshfield","Plymouth County","MA","Marshfield","2009-2013",19323,1851,9.6,1.3
"1393","Mattapoisett","Plymouth County","MA","Mattapoisett","2009-2013",4463,538,12.1,2.7
"1394","Middleborough","Plymouth County","MA","Middleborough","2009-2013",17788,1885,10.6,1.6
"1395","Norwell","Plymouth County","MA","Norwell","2009-2013",7650,676,8.8,1.6
"1396","Pembroke","Plymouth County","MA","Pembroke","2009-2013",13189,1069,8.1,1.5
"1397","Plymouth","Plymouth County","MA","Plymouth","2009-2013",44714,4640,10.4,1
"1398","Plympton","Plymouth County","MA","Plympton","2009-2013",2240,240,10.7,2.1
"1399","Rochester","Plymouth County","MA","Rochester","2009-2013",4058,507,12.5,2.6
"1400","Rockland","Plymouth County","MA","Rockland","2009-2013",13744,1193,8.7,1.4
"1401","Scituate","Plymouth County","MA","Scituate","2009-2013",13492,1325,9.8,1.7
"1402","Wareham","Plymouth County","MA","Wareham","2009-2013",18043,1955,10.8,1.5
"1403","West Bridgewater","Plymouth County","MA","West Bridgewater","2009-2013",5325,647,12.2,2.5
"1404","Whitman","Plymouth County","MA","Whitman","2009-2013",11220,1035,9.2,1.3
"1405","Boston","Suffolk County","MA","Boston","2009-2013",524026,19258,3.7,0.2
"1406","Chelsea","Suffolk County","MA","Chelsea","2009-2013",26407,1015,3.8,1.5
"1407","Revere","Suffolk County","MA","Revere","2009-2013",41932,2234,5.3,0.9
"1408","Winthrop","Suffolk County","MA","Winthrop","2009-2013",14630,1301,8.9,1.2
"1409","Ashburnham","Worcester County","MA","Ashburnham","2009-2013",4719,469,9.9,2.5
"1410","Athol","Worcester County","MA","Athol","2009-2013",8907,1045,11.7,1.6
"1411","Auburn","Worcester County","MA","Auburn","2009-2013",12871,1320,10.3,1.6
"1412","Barre","Worcester County","MA","Barre","2009-2013",4031,362,9,3
"1413","Berlin","Worcester County","MA","Berlin","2009-2013",2321,276,11.9,2.9
"1414","Blackstone","Worcester County","MA","Blackstone","2009-2013",6935,630,9.1,1.9
"1415","Bolton","Worcester County","MA","Bolton","2009-2013",3531,238,6.7,1.9
"1416","Boylston","Worcester County","MA","Boylston","2009-2013",3359,293,8.7,2.2
"1417","Brookfield","Worcester County","MA","Brookfield","2009-2013",2694,347,12.9,2.8
"1418","Charlton","Worcester County","MA","Charlton","2009-2013",9966,935,9.4,1.9
"1419","Clinton","Worcester County","MA","Clinton","2009-2013",10976,967,8.8,2.1
"1420","Douglas","Worcester County","MA","Douglas","2009-2013",6218,534,8.6,2.6
"1421","Dudley","Worcester County","MA","Dudley","2009-2013",8559,896,10.5,2.2
"1422","East Brookfield","Worcester County","MA","East Brookfield","2009-2013",1805,178,9.9,2.9
"1423","Fitchburg","Worcester County","MA","Fitchburg","2009-2013",31507,2660,8.4,1.1
"1424","Gardner","Worcester County","MA","Gardner","2009-2013",16029,1935,12.1,1.6
"1425","Grafton","Worcester County","MA","Grafton","2009-2013",13336,901,6.8,1.5
"1426","Hardwick","Worcester County","MA","Hardwick","2009-2013",2445,379,15.5,4.5
"1427","Harvard","Worcester County","MA","Harvard","2009-2013",5071,463,9.1,2.2
"1428","Holden","Worcester County","MA","Holden","2009-2013",13296,1162,8.7,1.1
"1429","Hopedale","Worcester County","MA","Hopedale","2009-2013",4329,294,6.8,2.7
