"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1319","Wellfleet","Barnstable County","MA","Wellfleet","2005-2009",2009,63042,15070
"1320","Wellfleet","Barnstable County","MA","Wellfleet","2006-2010",2010,66109,11570
"1321","Wellfleet","Barnstable County","MA","Wellfleet","2007-2011",2011,59234,11997
"1322","Wellfleet","Barnstable County","MA","Wellfleet","2008-2012",2012,54959,12883
"1323","Wendell","Franklin County","MA","Wendell","2005-2009",2009,65104,8837
"1324","Wendell","Franklin County","MA","Wendell","2006-2010",2010,59500,10245
"1325","Wendell","Franklin County","MA","Wendell","2007-2011",2011,56750,12414
"1326","Wendell","Franklin County","MA","Wendell","2008-2012",2012,53594,14726
"1327","Wenham","Essex County","MA","Wenham","2005-2009",2009,130350,24830
"1328","Wenham","Essex County","MA","Wenham","2006-2010",2010,132697,16179
"1329","Wenham","Essex County","MA","Wenham","2007-2011",2011,139856,10955
"1330","Wenham","Essex County","MA","Wenham","2008-2012",2012,143182,12243
"1331","West Boylston","Worcester County","MA","West Boylston","2005-2009",2009,82688,8852
"1332","West Boylston","Worcester County","MA","West Boylston","2006-2010",2010,79906,7183
"1333","West Boylston","Worcester County","MA","West Boylston","2007-2011",2011,73600,11357
"1334","West Boylston","Worcester County","MA","West Boylston","2008-2012",2012,75250,9641
"1335","West Bridgewater","Plymouth County","MA","West Bridgewater","2005-2009",2009,73271,7249
"1336","West Bridgewater","Plymouth County","MA","West Bridgewater","2006-2010",2010,76277,9663
"1337","West Bridgewater","Plymouth County","MA","West Bridgewater","2007-2011",2011,80729,7435
"1338","West Bridgewater","Plymouth County","MA","West Bridgewater","2008-2012",2012,78207,9038
"1339","West Brookfield","Worcester County","MA","West Brookfield","2005-2009",2009,61610,2257
"1340","West Brookfield","Worcester County","MA","West Brookfield","2006-2010",2010,61319,7062
"1341","West Brookfield","Worcester County","MA","West Brookfield","2007-2011",2011,62685,9238
"1342","West Brookfield","Worcester County","MA","West Brookfield","2008-2012",2012,66414,12648
"1343","West Newbury","Essex County","MA","West Newbury","2005-2009",2009,116375,15843
"1344","West Newbury","Essex County","MA","West Newbury","2006-2010",2010,111739,19491
"1345","West Newbury","Essex County","MA","West Newbury","2007-2011",2011,104931,24024
"1346","West Newbury","Essex County","MA","West Newbury","2008-2012",2012,112569,34429
"1347","West Springfield","Hampden County","MA","West Springfield","2006-2010",2010,51358,3442
"1348","West Springfield","Hampden County","MA","West Springfield","2007-2011",2011,54251,4293
"1349","West Springfield","Hampden County","MA","West Springfield","2008-2012",2012,54434,4353
"1350","West Springfield","Hampden County","MA","West Springfield","2005-2009",2009,51099,2892
"1351","West Stockbridge","Berkshire County","MA","West Stockbridge","2005-2009",2009,71200,4530
"1352","West Stockbridge","Berkshire County","MA","West Stockbridge","2006-2010",2010,68750,10555
"1353","West Stockbridge","Berkshire County","MA","West Stockbridge","2007-2011",2011,75543,17875
"1354","West Stockbridge","Berkshire County","MA","West Stockbridge","2008-2012",2012,72500,22544
"1355","West Tisbury","Dukes County","MA","West Tisbury","2005-2009",2009,73791,10911
"1356","West Tisbury","Dukes County","MA","West Tisbury","2006-2010",2010,71667,10561
"1357","West Tisbury","Dukes County","MA","West Tisbury","2007-2011",2011,75759,10410
"1358","West Tisbury","Dukes County","MA","West Tisbury","2008-2012",2012,70646,5218
"1359","Westborough","Worcester County","MA","Westborough","2005-2009",2009,96623,7175
"1360","Westborough","Worcester County","MA","Westborough","2006-2010",2010,96069,7306
"1361","Westborough","Worcester County","MA","Westborough","2007-2011",2011,99394,10804
"1362","Westborough","Worcester County","MA","Westborough","2008-2012",2012,97535,9968
"1363","Westfield","Hampden County","MA","Westfield","2005-2009",2009,52425,2464
"1364","Westfield","Hampden County","MA","Westfield","2006-2010",2010,51620,2377
"1365","Westfield","Hampden County","MA","Westfield","2007-2011",2011,53772,2632
"1366","Westfield","Hampden County","MA","Westfield","2008-2012",2012,57018,3230
"1367","Westford","Middlesex County","MA","Westford","2005-2009",2009,119051,5043
"1368","Westford","Middlesex County","MA","Westford","2006-2010",2010,121168,4916
"1369","Westford","Middlesex County","MA","Westford","2007-2011",2011,119511,9286
"1370","Westford","Middlesex County","MA","Westford","2008-2012",2012,121136,8355
"1371","Westhampton","Hampshire County","MA","Westhampton","2005-2009",2009,76739,3659
"1372","Westhampton","Hampshire County","MA","Westhampton","2006-2010",2010,81419,4419
"1373","Westhampton","Hampshire County","MA","Westhampton","2007-2011",2011,82759,5988
"1374","Westhampton","Hampshire County","MA","Westhampton","2008-2012",2012,81094,6689
"1375","Westminster","Worcester County","MA","Westminster","2005-2009",2009,74931,11486
"1376","Westminster","Worcester County","MA","Westminster","2006-2010",2010,79073,12143
"1377","Westminster","Worcester County","MA","Westminster","2007-2011",2011,78632,7581
"1378","Westminster","Worcester County","MA","Westminster","2008-2012",2012,80294,8107
"1379","Weston","Middlesex County","MA","Weston","2005-2009",2009,148299,16948
"1380","Weston","Middlesex County","MA","Weston","2006-2010",2010,148512,23364
"1381","Weston","Middlesex County","MA","Weston","2007-2011",2011,180815,23660
"1382","Weston","Middlesex County","MA","Weston","2008-2012",2012,176875,30366
"1383","Westport","Bristol County","MA","Westport","2005-2009",2009,62761,4619
"1384","Westport","Bristol County","MA","Westport","2006-2010",2010,68713,9172
"1385","Westport","Bristol County","MA","Westport","2007-2011",2011,73736,6066
"1386","Westport","Bristol County","MA","Westport","2008-2012",2012,76614,6507
"1387","Westwood","Norfolk County","MA","Westwood","2005-2009",2009,114356,8929
"1388","Westwood","Norfolk County","MA","Westwood","2006-2010",2010,114250,10773
"1389","Westwood","Norfolk County","MA","Westwood","2007-2011",2011,120078,11809
"1390","Westwood","Norfolk County","MA","Westwood","2008-2012",2012,130824,12451
"1391","Weymouth","Norfolk County","MA","Weymouth","2006-2010",2010,65849,1734
"1392","Weymouth","Norfolk County","MA","Weymouth","2007-2011",2011,68594,3004
"1393","Weymouth","Norfolk County","MA","Weymouth","2008-2012",2012,67503,2506
"1394","Weymouth","Norfolk County","MA","Weymouth","2005-2009",2009,66280,2662
"1395","Whately","Franklin County","MA","Whately","2005-2009",2009,72868,5588
"1396","Whately","Franklin County","MA","Whately","2006-2010",2010,74018,8171
"1397","Whately","Franklin County","MA","Whately","2007-2011",2011,78750,5905
"1398","Whately","Franklin County","MA","Whately","2008-2012",2012,77292,7766
"1399","Whitman","Plymouth County","MA","Whitman","2005-2009",2009,72381,7582
"1400","Whitman","Plymouth County","MA","Whitman","2006-2010",2010,76277,7784
"1401","Whitman","Plymouth County","MA","Whitman","2007-2011",2011,74610,5973
"1402","Whitman","Plymouth County","MA","Whitman","2008-2012",2012,74371,4999
"1403","Wilbraham","Hampden County","MA","Wilbraham","2005-2009",2009,90670,9834
"1404","Wilbraham","Hampden County","MA","Wilbraham","2006-2010",2010,89336,6293
"1405","Wilbraham","Hampden County","MA","Wilbraham","2007-2011",2011,88839,6824
"1406","Wilbraham","Hampden County","MA","Wilbraham","2008-2012",2012,90750,7778
"1407","Williamsburg","Hampshire County","MA","Williamsburg","2005-2009",2009,63636,8991
"1408","Williamsburg","Hampshire County","MA","Williamsburg","2006-2010",2010,64545,11946
"1409","Williamsburg","Hampshire County","MA","Williamsburg","2007-2011",2011,62851,3491
"1410","Williamsburg","Hampshire County","MA","Williamsburg","2008-2012",2012,58636,7079
"1411","Williamstown","Berkshire County","MA","Williamstown","2005-2009",2009,61406,6938
"1412","Williamstown","Berkshire County","MA","Williamstown","2006-2010",2010,63045,6807
"1413","Williamstown","Berkshire County","MA","Williamstown","2007-2011",2011,72743,9739
"1414","Williamstown","Berkshire County","MA","Williamstown","2008-2012",2012,72125,7090
"1415","Wilmington","Middlesex County","MA","Wilmington","2005-2009",2009,92398,6781
"1416","Wilmington","Middlesex County","MA","Wilmington","2006-2010",2010,94900,4859
"1417","Wilmington","Middlesex County","MA","Wilmington","2007-2011",2011,100861,6519
"1418","Wilmington","Middlesex County","MA","Wilmington","2008-2012",2012,99028,5398
"1419","Winchendon","Worcester County","MA","Winchendon","2005-2009",2009,56141,5260
"1420","Winchendon","Worcester County","MA","Winchendon","2006-2010",2010,58582,8577
"1421","Winchendon","Worcester County","MA","Winchendon","2007-2011",2011,58137,5192
"1422","Winchendon","Worcester County","MA","Winchendon","2008-2012",2012,61937,10399
"1423","Winchester","Middlesex County","MA","Winchester","2005-2009",2009,118000,7836
"1424","Winchester","Middlesex County","MA","Winchester","2006-2010",2010,121572,8513
"1425","Winchester","Middlesex County","MA","Winchester","2007-2011",2011,127665,12331
"1426","Winchester","Middlesex County","MA","Winchester","2008-2012",2012,128199,9870
"1427","Windsor","Berkshire County","MA","Windsor","2005-2009",2009,84205,11776
"1428","Windsor","Berkshire County","MA","Windsor","2006-2010",2010,74750,10081
"1429","Windsor","Berkshire County","MA","Windsor","2007-2011",2011,74866,14455
"1430","Windsor","Berkshire County","MA","Windsor","2008-2012",2012,76125,8101
"1431","Winthrop","Suffolk County","MA","Winthrop","2006-2010",2010,67535,6129
"1432","Winthrop","Suffolk County","MA","Winthrop","2007-2011",2011,61744,4324
"1433","Winthrop","Suffolk County","MA","Winthrop","2008-2012",2012,62000,4527
"1434","Winthrop","Suffolk County","MA","Winthrop","2005-2009",2009,64559,4673
"1435","Woburn","Middlesex County","MA","Woburn","2005-2009",2009,69196,3407
"1436","Woburn","Middlesex County","MA","Woburn","2006-2010",2010,71060,3095
"1437","Woburn","Middlesex County","MA","Woburn","2007-2011",2011,72540,3987
"1438","Woburn","Middlesex County","MA","Woburn","2008-2012",2012,72434,4282
"1439","Worcester","Worcester County","MA","Worcester","2005-2009",2009,45944,1506
"1440","Worcester","Worcester County","MA","Worcester","2006-2010",2010,45036,1473
"1441","Worcester","Worcester County","MA","Worcester","2007-2011",2011,45846,1264
"1442","Worcester","Worcester County","MA","Worcester","2008-2012",2012,45679,1305
"1443",NA,"Worcester County","MA","Worcester County","2005-2009",2009,63720,768
"1444",NA,"Worcester County","MA","Worcester County","2006-2010",2010,64152,768
"1445",NA,"Worcester County","MA","Worcester County","2007-2011",2011,65772,757
"1446",NA,"Worcester County","MA","Worcester County","2008-2012",2012,65968,893
"1447","Worthington","Hampshire County","MA","Worthington","2005-2009",2009,60463,9363
"1448","Worthington","Hampshire County","MA","Worthington","2006-2010",2010,61100,6945
"1449","Worthington","Hampshire County","MA","Worthington","2007-2011",2011,64063,4913
"1450","Worthington","Hampshire County","MA","Worthington","2008-2012",2012,66343,5074
"1451","Wrentham","Norfolk County","MA","Wrentham","2005-2009",2009,93429,17880
"1452","Wrentham","Norfolk County","MA","Wrentham","2006-2010",2010,94406,11169
"1453","Wrentham","Norfolk County","MA","Wrentham","2007-2011",2011,100938,10107
"1454","Wrentham","Norfolk County","MA","Wrentham","2008-2012",2012,101330,6155
"1455","Yarmouth","Barnstable County","MA","Yarmouth","2005-2009",2009,50927,2767
"1456","Yarmouth","Barnstable County","MA","Yarmouth","2006-2010",2010,48653,4191
"1457","Yarmouth","Barnstable County","MA","Yarmouth","2007-2011",2011,50228,3781
"1458","Yarmouth","Barnstable County","MA","Yarmouth","2008-2012",2012,51680,4603
"1459","Lynnfield","Essex County","MA","Lynnfield","2005-2009",2009,87903,12707
"1460","Lynnfield","Essex County","MA","Lynnfield","2006-2010",2010,87590,5523
"1461","Lynnfield","Essex County","MA","Lynnfield","2007-2011",2011,101921,16631
"1462","Lynnfield","Essex County","MA","Lynnfield","2008-2012",2012,106860,11666
"1463","Truro","Barnstable County","MA","Truro","2006-2010",2010,80425,34351
"1464","Truro","Barnstable County","MA","Truro","2007-2011",2011,71964,38247
"1465","Truro","Barnstable County","MA","Truro","2008-2012",2012,81964,35577
"1466","Tyngsborough","Middlesex County","MA","Tyngsborough","2005-2009",2009,98413,7210
"1467","Tyngsborough","Middlesex County","MA","Tyngsborough","2006-2010",2010,95568,9797
"1468","Tyngsborough","Middlesex County","MA","Tyngsborough","2007-2011",2011,101103,11117
"1469","Abington","Plymouth County","MA","Abington","2009-2013",2011,78395,9303
"1470","Abington","Plymouth County","MA","Abington","2010-2014",2012,81500,7077
"1471","Abington","Plymouth County","MA","Abington","2011-2015",2013,80148,5782
"1472","Acton","Middlesex County","MA","Acton","2009-2013",2011,110592,7595
"1473","Acton","Middlesex County","MA","Acton","2010-2014",2012,120865,10967
"1474","Acton","Middlesex County","MA","Acton","2011-2015",2013,125635,6776
"1475","Acushnet","Bristol County","MA","Acushnet","2009-2013",2011,66367,4351
"1476","Acushnet","Bristol County","MA","Acushnet","2010-2014",2012,69570,7396
"1477","Acushnet","Bristol County","MA","Acushnet","2011-2015",2013,67421,10113
"1478","Adams","Berkshire County","MA","Adams","2009-2013",2011,40318,2373
"1479","Adams","Berkshire County","MA","Adams","2010-2014",2012,41807,2354
"1480","Adams","Berkshire County","MA","Adams","2011-2015",2013,45893,3840
"1481","Agawam","Hampden County","MA","Agawam","2009-2013",2011,63609,5763
"1482","Agawam","Hampden County","MA","Agawam","2010-2014",2012,63561,5061
"1483","Agawam","Hampden County","MA","Agawam","2011-2015",2013,61494,4027
"1484","Alford","Berkshire County","MA","Alford","2009-2013",2011,76750,31708
"1485","Alford","Berkshire County","MA","Alford","2010-2014",2012,91250,35780
"1486","Alford","Berkshire County","MA","Alford","2011-2015",2013,95313,19630
"1487","Amesbury","Essex County","MA","Amesbury","2009-2013",2011,78486,4254
"1488","Amesbury","Essex County","MA","Amesbury","2010-2014",2012,76463,4969
"1489","Amesbury","Essex County","MA","Amesbury","2011-2015",2013,76558,4694
"1490","Amherst","Hampshire County","MA","Amherst","2009-2013",2011,53191,3896
"1491","Amherst","Hampshire County","MA","Amherst","2010-2014",2012,52537,5086
"1492","Amherst","Hampshire County","MA","Amherst","2011-2015",2013,48059,4643
"1493","Andover","Essex County","MA","Andover","2009-2013",2011,112681,8782
"1494","Andover","Essex County","MA","Andover","2010-2014",2012,125321,6628
"1495","Andover","Essex County","MA","Andover","2011-2015",2013,129082,5270
"1496","Aquinnah","Dukes County","MA","Aquinnah","2009-2013",2011,76667,53732
"1497","Aquinnah","Dukes County","MA","Aquinnah","2010-2014",2012,65833,14607
"1498","Aquinnah","Dukes County","MA","Aquinnah","2011-2015",2013,64688,15383
"1499","Arlington","Middlesex County","MA","Arlington","2009-2013",2011,89841,4593
"1500","Arlington","Middlesex County","MA","Arlington","2010-2014",2012,92338,5017
"1501","Arlington","Middlesex County","MA","Arlington","2011-2015",2013,93787,5808
"1502","Ashburnham","Worcester County","MA","Ashburnham","2009-2013",2011,83532,8395
"1503","Ashburnham","Worcester County","MA","Ashburnham","2010-2014",2012,85662,8976
"1504","Ashburnham","Worcester County","MA","Ashburnham","2011-2015",2013,87615,10170
"1505","Ashby","Middlesex County","MA","Ashby","2009-2013",2011,82778,6629
"1506","Ashby","Middlesex County","MA","Ashby","2010-2014",2012,83917,7096
"1507","Ashby","Middlesex County","MA","Ashby","2011-2015",2013,82019,8969
"1508","Ashfield","Franklin County","MA","Ashfield","2009-2013",2011,69583,12851
"1509","Ashfield","Franklin County","MA","Ashfield","2010-2014",2012,71364,15419
"1510","Ashfield","Franklin County","MA","Ashfield","2011-2015",2013,71364,11430
"1511","Ashland","Middlesex County","MA","Ashland","2009-2013",2011,93233,9472
"1512","Ashland","Middlesex County","MA","Ashland","2010-2014",2012,102721,9949
"1513","Ashland","Middlesex County","MA","Ashland","2011-2015",2013,102911,9203
"1514","Athol","Worcester County","MA","Athol","2009-2013",2011,46964,5547
"1515","Athol","Worcester County","MA","Athol","2010-2014",2012,47122,5475
"1516","Athol","Worcester County","MA","Athol","2011-2015",2013,47598,5464
"1517","Attleboro","Bristol County","MA","Attleboro","2009-2013",2011,67039,4540
"1518","Attleboro","Bristol County","MA","Attleboro","2010-2014",2012,65141,4767
"1519","Attleboro","Bristol County","MA","Attleboro","2011-2015",2013,67736,4097
"1520","Auburn","Worcester County","MA","Auburn","2009-2013",2011,73263,5384
"1521","Auburn","Worcester County","MA","Auburn","2010-2014",2012,72695,5679
"1522","Auburn","Worcester County","MA","Auburn","2011-2015",2013,72432,4969
"1523","Avon","Norfolk County","MA","Avon","2009-2013",2011,73194,8960
"1524","Avon","Norfolk County","MA","Avon","2010-2014",2012,78750,10496
"1525","Avon","Norfolk County","MA","Avon","2011-2015",2013,76065,11154
"1526","Ayer","Middlesex County","MA","Ayer","2009-2013",2011,60345,9420
"1527","Ayer","Middlesex County","MA","Ayer","2010-2014",2012,67110,9404
"1528","Ayer","Middlesex County","MA","Ayer","2011-2015",2013,74659,8398
"1529","Barnstable","Barnstable County","MA","Barnstable","2009-2013",2011,60135,3363
"1530","Barnstable","Barnstable County","MA","Barnstable","2010-2014",2012,58933,3015
"1531","Barnstable","Barnstable County","MA","Barnstable","2011-2015",2013,59711,3672
"1532","Barre","Worcester County","MA","Barre","2009-2013",2011,69016,8604
"1533","Barre","Worcester County","MA","Barre","2010-2014",2012,66250,9326
"1534","Barre","Worcester County","MA","Barre","2011-2015",2013,67536,7920
"1535","Becket","Berkshire County","MA","Becket","2009-2013",2011,50438,11585
"1536","Becket","Berkshire County","MA","Becket","2010-2014",2012,64152,7510
"1537","Becket","Berkshire County","MA","Becket","2011-2015",2013,64886,3493
"1538","Bedford","Middlesex County","MA","Bedford","2009-2013",2011,107705,11134
"1539","Bedford","Middlesex County","MA","Bedford","2010-2014",2012,114676,18191
"1540","Bedford","Middlesex County","MA","Bedford","2011-2015",2013,113729,13082
"1541","Belchertown","Hampshire County","MA","Belchertown","2009-2013",2011,71875,5671
"1542","Belchertown","Hampshire County","MA","Belchertown","2010-2014",2012,74221,7748
"1543","Belchertown","Hampshire County","MA","Belchertown","2011-2015",2013,76881,6970
"1544","Bellingham","Norfolk County","MA","Bellingham","2009-2013",2011,80179,8961
"1545","Bellingham","Norfolk County","MA","Bellingham","2010-2014",2012,87417,6664
"1546","Bellingham","Norfolk County","MA","Bellingham","2011-2015",2013,88460,4396
"1547","Belmont","Middlesex County","MA","Belmont","2009-2013",2011,110584,7050
"1548","Belmont","Middlesex County","MA","Belmont","2010-2014",2012,105859,6318
"1549","Belmont","Middlesex County","MA","Belmont","2011-2015",2013,110685,7163
"1550","Berkley","Bristol County","MA","Berkley","2009-2013",2011,90741,11339
"1551","Berkley","Bristol County","MA","Berkley","2010-2014",2012,84423,10015
"1552","Berkley","Bristol County","MA","Berkley","2011-2015",2013,86288,11734
"1553","Berlin","Worcester County","MA","Berlin","2009-2013",2011,95962,10728
"1554","Berlin","Worcester County","MA","Berlin","2010-2014",2012,88681,8355
"1555","Berlin","Worcester County","MA","Berlin","2011-2015",2013,88816,10422
"1556","Bernardston","Franklin County","MA","Bernardston","2009-2013",2011,53750,12744
"1557","Bernardston","Franklin County","MA","Bernardston","2010-2014",2012,59167,10351
"1558","Bernardston","Franklin County","MA","Bernardston","2011-2015",2013,61103,4814
"1559","Beverly","Essex County","MA","Beverly","2009-2013",2011,70563,5419
"1560","Beverly","Essex County","MA","Beverly","2010-2014",2012,73980,2875
"1561","Beverly","Essex County","MA","Beverly","2011-2015",2013,72837,3580
"1562","Billerica","Middlesex County","MA","Billerica","2009-2013",2011,88296,4332
"1563","Billerica","Middlesex County","MA","Billerica","2010-2014",2012,93761,4922
"1564","Billerica","Middlesex County","MA","Billerica","2011-2015",2013,96316,5533
"1565","Blackstone","Worcester County","MA","Blackstone","2009-2013",2011,74294,4992
"1566","Blackstone","Worcester County","MA","Blackstone","2010-2014",2012,72699,4987
"1567","Blackstone","Worcester County","MA","Blackstone","2011-2015",2013,73679,3706
"1568","Blandford","Hampden County","MA","Blandford","2009-2013",2011,72273,10422
"1569","Blandford","Hampden County","MA","Blandford","2010-2014",2012,72361,8108
"1570","Blandford","Hampden County","MA","Blandford","2011-2015",2013,71458,8603
"1571","Bolton","Worcester County","MA","Bolton","2009-2013",2011,146029,9344
"1572","Bolton","Worcester County","MA","Bolton","2010-2014",2012,144461,9318
"1573","Bolton","Worcester County","MA","Bolton","2011-2015",2013,147446,9826
"1574","Boston","Suffolk County","MA","Boston","2009-2013",2011,53601,991
"1575","Boston","Suffolk County","MA","Boston","2010-2014",2012,54485,930
"1576","Boston","Suffolk County","MA","Boston","2011-2015",2013,55777,1049
"1577","Bourne","Barnstable County","MA","Bourne","2009-2013",2011,62216,6479
"1578","Bourne","Barnstable County","MA","Bourne","2010-2014",2012,63664,7217
"1579","Bourne","Barnstable County","MA","Bourne","2011-2015",2013,69157,4622
"1580","Boxborough","Middlesex County","MA","Boxborough","2009-2013",2011,101502,5922
"1581","Boxborough","Middlesex County","MA","Boxborough","2010-2014",2012,103996,8044
"1582","Boxborough","Middlesex County","MA","Boxborough","2011-2015",2013,102699,8227
"1583","Boxford","Essex County","MA","Boxford","2009-2013",2011,125833,16803
"1584","Boxford","Essex County","MA","Boxford","2010-2014",2012,127813,20737
"1585","Boxford","Essex County","MA","Boxford","2011-2015",2013,140268,28246
"1586","Boylston","Worcester County","MA","Boylston","2009-2013",2011,97938,12820
"1587","Boylston","Worcester County","MA","Boylston","2010-2014",2012,102422,11981
"1588","Boylston","Worcester County","MA","Boylston","2011-2015",2013,102905,11717
"1589","Braintree","Norfolk County","MA","Braintree","2009-2013",2011,81844,4512
"1590","Braintree","Norfolk County","MA","Braintree","2010-2014",2012,87500,5531
"1591","Braintree","Norfolk County","MA","Braintree","2011-2015",2013,84776,4318
"1592","Brewster","Barnstable County","MA","Brewster","2009-2013",2011,60515,7489
"1593","Brewster","Barnstable County","MA","Brewster","2010-2014",2012,66306,8544
"1594","Brewster","Barnstable County","MA","Brewster","2011-2015",2013,66220,4104
"1595","Bridgewater","Plymouth County","MA","Bridgewater","2009-2013",2011,87015,6851
"1596","Bridgewater","Plymouth County","MA","Bridgewater","2010-2014",2012,88481,6713
"1597","Bridgewater","Plymouth County","MA","Bridgewater","2011-2015",2013,84697,5850
"1598","Brimfield","Hampden County","MA","Brimfield","2009-2013",2011,81196,22576
"1599","Brimfield","Hampden County","MA","Brimfield","2010-2014",2012,82365,18054
"1600","Brimfield","Hampden County","MA","Brimfield","2011-2015",2013,87961,9189
"1601","Brockton","Plymouth County","MA","Brockton","2009-2013",2011,49025,1842
"1602","Brockton","Plymouth County","MA","Brockton","2010-2014",2012,48569,1801
"1603","Brockton","Plymouth County","MA","Brockton","2011-2015",2013,47557,2213
"1604","Brookfield","Worcester County","MA","Brookfield","2009-2013",2011,61800,4965
"1605","Brookfield","Worcester County","MA","Brookfield","2010-2014",2012,63889,6712
"1606","Brookfield","Worcester County","MA","Brookfield","2011-2015",2013,63920,7357
"1607","Brookline","Norfolk County","MA","Brookline","2009-2013",2011,96488,5842
"1608","Brookline","Norfolk County","MA","Brookline","2010-2014",2012,93640,3802
"1609","Brookline","Norfolk County","MA","Brookline","2011-2015",2013,95518,6066
"1610","Buckland","Franklin County","MA","Buckland","2009-2013",2011,49760,7141
"1611","Buckland","Franklin County","MA","Buckland","2010-2014",2012,52356,23106
"1612","Buckland","Franklin County","MA","Buckland","2011-2015",2013,56875,26198
"1613","Burlington","Middlesex County","MA","Burlington","2009-2013",2011,94804,6545
"1614","Burlington","Middlesex County","MA","Burlington","2010-2014",2012,95465,6949
"1615","Burlington","Middlesex County","MA","Burlington","2011-2015",2013,94518,4916
"1616","Cambridge","Middlesex County","MA","Cambridge","2009-2013",2011,72529,2774
"1617","Cambridge","Middlesex County","MA","Cambridge","2010-2014",2012,75909,2598
"1618","Cambridge","Middlesex County","MA","Cambridge","2011-2015",2013,79416,3065
"1619","Canton","Norfolk County","MA","Canton","2009-2013",2011,89900,5786
"1620","Canton","Norfolk County","MA","Canton","2010-2014",2012,90878,6603
"1621","Canton","Norfolk County","MA","Canton","2011-2015",2013,95045,8689
"1622","Carlisle","Middlesex County","MA","Carlisle","2009-2013",2011,160034,20771
"1623","Carlisle","Middlesex County","MA","Carlisle","2010-2014",2012,157500,17658
"1624","Carlisle","Middlesex County","MA","Carlisle","2011-2015",2013,166111,25536
"1625","Carver","Plymouth County","MA","Carver","2009-2013",2011,72161,10430
"1626","Carver","Plymouth County","MA","Carver","2010-2014",2012,72804,8026
"1627","Carver","Plymouth County","MA","Carver","2011-2015",2013,74375,6610
"1628","Charlemont","Franklin County","MA","Charlemont","2009-2013",2011,50329,5290
"1629","Charlemont","Franklin County","MA","Charlemont","2010-2014",2012,49000,9749
"1630","Charlemont","Franklin County","MA","Charlemont","2011-2015",2013,53750,4962
"1631","Charlton","Worcester County","MA","Charlton","2009-2013",2011,93963,5073
"1632","Charlton","Worcester County","MA","Charlton","2010-2014",2012,91287,6997
"1633","Charlton","Worcester County","MA","Charlton","2011-2015",2013,87294,6044
"1634","Chatham","Barnstable County","MA","Chatham","2009-2013",2011,64936,5436
"1635","Chatham","Barnstable County","MA","Chatham","2010-2014",2012,63299,13190
"1636","Chatham","Barnstable County","MA","Chatham","2011-2015",2013,67587,10623
"1637","Chelmsford","Middlesex County","MA","Chelmsford","2009-2013",2011,96336,4971
"1638","Chelmsford","Middlesex County","MA","Chelmsford","2010-2014",2012,93643,4864
"1639","Chelmsford","Middlesex County","MA","Chelmsford","2011-2015",2013,95290,5192
"1640","Chelsea","Suffolk County","MA","Chelsea","2009-2013",2011,47291,3288
"1641","Chelsea","Suffolk County","MA","Chelsea","2010-2014",2012,48725,3857
"1642","Chelsea","Suffolk County","MA","Chelsea","2011-2015",2013,47733,3581
"1643","Cheshire","Berkshire County","MA","Cheshire","2009-2013",2011,49619,8945
"1644","Cheshire","Berkshire County","MA","Cheshire","2010-2014",2012,54741,9228
"1645","Cheshire","Berkshire County","MA","Cheshire","2011-2015",2013,55063,7509
"1646","Chester","Hampden County","MA","Chester","2009-2013",2011,65563,4236
"1647","Chester","Hampden County","MA","Chester","2010-2014",2012,65648,5173
"1648","Chester","Hampden County","MA","Chester","2011-2015",2013,67738,5073
"1649","Chesterfield","Hampshire County","MA","Chesterfield","2009-2013",2011,61250,8885
"1650","Chesterfield","Hampshire County","MA","Chesterfield","2010-2014",2012,63594,9207
"1651","Chesterfield","Hampshire County","MA","Chesterfield","2011-2015",2013,64167,8915
"1652","Chicopee","Hampden County","MA","Chicopee","2009-2013",2011,46708,1486
"1653","Chicopee","Hampden County","MA","Chicopee","2010-2014",2012,47276,1772
"1654","Chicopee","Hampden County","MA","Chicopee","2011-2015",2013,47684,2396
"1655","Chilmark","Dukes County","MA","Chilmark","2009-2013",2011,64457,9456
"1656","Chilmark","Dukes County","MA","Chilmark","2010-2014",2012,67813,19740
"1657","Chilmark","Dukes County","MA","Chilmark","2011-2015",2013,78333,12172
"1658","Clarksburg","Berkshire County","MA","Clarksburg","2009-2013",2011,57600,3272
"1659","Clarksburg","Berkshire County","MA","Clarksburg","2010-2014",2012,57375,6380
"1660","Clarksburg","Berkshire County","MA","Clarksburg","2011-2015",2013,56625,2994
"1661","Clinton","Worcester County","MA","Clinton","2009-2013",2011,64723,5890
"1662","Clinton","Worcester County","MA","Clinton","2010-2014",2012,64867,8269
"1663","Clinton","Worcester County","MA","Clinton","2011-2015",2013,62805,6653
"1664","Cohasset","Norfolk County","MA","Cohasset","2009-2013",2011,117829,14492
"1665","Cohasset","Norfolk County","MA","Cohasset","2010-2014",2012,117679,17236
"1666","Cohasset","Norfolk County","MA","Cohasset","2011-2015",2013,113843,19826
"1667","Colrain","Franklin County","MA","Colrain","2009-2013",2011,50833,7471
"1668","Colrain","Franklin County","MA","Colrain","2010-2014",2012,46452,4734
"1669","Colrain","Franklin County","MA","Colrain","2011-2015",2013,50458,4664
"1670","Concord","Middlesex County","MA","Concord","2009-2013",2011,134705,11250
"1671","Concord","Middlesex County","MA","Concord","2010-2014",2012,132385,13315
