,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
1252,Topsfield,Essex County,MA,Topsfield,2008-2012,6014,413,6.9,5.6
1253,Townsend,Middlesex County,MA,Townsend,2005-2009,9410,482,5.1,2.4
1254,Townsend,Middlesex County,MA,Townsend,2006-2010,8764,459,5.2,2.2
1255,Townsend,Middlesex County,MA,Townsend,2007-2011,8787,394,4.5,2
1256,Townsend,Middlesex County,MA,Townsend,2008-2012,8955,407,4.5,1.7
1257,Truro,Barnstable County,MA,Truro,2005-2009,1938,175,9,7.2
1258,Truro,Barnstable County,MA,Truro,2006-2010,1831,154,8.4,7.9
1259,Truro,Barnstable County,MA,Truro,2007-2011,1892,178,9.4,7.9
1260,Truro,Barnstable County,MA,Truro,2008-2012,1653,82,5,3.8
1261,Tyngsborough,Middlesex County,MA,Tyngsborough,2005-2009,11594,234,2,1.2
1262,Tyngsborough,Middlesex County,MA,Tyngsborough,2006-2010,11124,456,4.1,2.2
1263,Tyngsborough,Middlesex County,MA,Tyngsborough,2007-2011,11164,441,4,1.7
1264,Tyngsborough,Middlesex County,MA,Tyngsborough,2008-2012,11457,572,5,1.7
1265,Tyringham,Berkshire County,MA,Tyringham,2005-2009,412,21,5.1,5.8
1266,Tyringham,Berkshire County,MA,Tyringham,2006-2010,408,14,3.4,4.7
1267,Tyringham,Berkshire County,MA,Tyringham,2007-2011,358,14,3.9,5.2
1268,Tyringham,Berkshire County,MA,Tyringham,2008-2012,365,15,4.1,5
1269,Upton,Worcester County,MA,Upton,2005-2009,6521,235,3.6,2.4
1270,Upton,Worcester County,MA,Upton,2006-2010,7143,368,5.2,2.8
1271,Upton,Worcester County,MA,Upton,2007-2011,7316,334,4.6,2
1272,Upton,Worcester County,MA,Upton,2008-2012,7461,365,4.9,2
1273,Uxbridge,Worcester County,MA,Uxbridge,2005-2009,12690,841,6.6,2.6
1274,Uxbridge,Worcester County,MA,Uxbridge,2006-2010,13056,852,6.5,2.5
1275,Uxbridge,Worcester County,MA,Uxbridge,2007-2011,13202,828,6.3,2.5
1276,Uxbridge,Worcester County,MA,Uxbridge,2008-2012,13335,799,6,2.4
1277,Wakefield,Middlesex County,MA,Wakefield,2005-2009,24434,732,3,1.1
1278,Wakefield,Middlesex County,MA,Wakefield,2006-2010,24437,591,2.4,0.9
1279,Wakefield,Middlesex County,MA,Wakefield,2007-2011,24554,915,3.7,1.1
1280,Wakefield,Middlesex County,MA,Wakefield,2008-2012,24806,968,3.9,1.4
1281,Wales,Hampden County,MA,Wales,2005-2009,2140,96,4.5,2
1282,Wales,Hampden County,MA,Wales,2006-2010,1901,85,4.5,2
1283,Wales,Hampden County,MA,Wales,2007-2011,1903,128,6.7,2.9
1284,Wales,Hampden County,MA,Wales,2008-2012,1981,150,7.6,3.1
1285,Walpole,Norfolk County,MA,Walpole,2005-2009,22658,897,4,1
1286,Walpole,Norfolk County,MA,Walpole,2006-2010,22994,1064,4.6,1.8
1287,Walpole,Norfolk County,MA,Walpole,2007-2011,22929,1098,4.8,1.8
1288,Walpole,Norfolk County,MA,Walpole,2008-2012,23196,970,4.2,1.6
1289,Waltham,Middlesex County,MA,Waltham,2005-2009,52937,6298,11.9,1.6
1290,Waltham,Middlesex County,MA,Waltham,2006-2010,51324,5901,11.5,1.7
1291,Waltham,Middlesex County,MA,Waltham,2007-2011,53420,5446,10.2,1.7
1292,Waltham,Middlesex County,MA,Waltham,2008-2012,53925,5871,10.9,1.6
1293,Ware,Hampshire County,MA,Ware,2005-2009,9805,1400,14.3,4.5
1294,Ware,Hampshire County,MA,Ware,2006-2010,9826,1349,13.7,3.9
1295,Ware,Hampshire County,MA,Ware,2007-2011,9793,1518,15.5,3.8
1296,Ware,Hampshire County,MA,Ware,2008-2012,9806,1496,15.3,4.1
1297,Wareham,Plymouth County,MA,Wareham,2005-2009,21016,1797,8.6,2.4
1298,Wareham,Plymouth County,MA,Wareham,2006-2010,21349,1928,9,2.5
1299,Wareham,Plymouth County,MA,Wareham,2007-2011,21412,2494,11.6,3.6
1300,Wareham,Plymouth County,MA,Wareham,2008-2012,21669,2468,11.4,2.2
1301,Warren,Worcester County,MA,Warren,2005-2009,5213,298,5.7,2.6
1302,Warren,Worcester County,MA,Warren,2006-2010,5055,404,8,3.6
1303,Warren,Worcester County,MA,Warren,2007-2011,5074,499,9.8,4.1
1304,Warren,Worcester County,MA,Warren,2008-2012,5096,442,8.7,4.6
1305,Warwick,Franklin County,MA,Warwick,2005-2009,644,33,5.1,3.5
1306,Warwick,Franklin County,MA,Warwick,2006-2010,539,29,5.4,3.5
1307,Warwick,Franklin County,MA,Warwick,2007-2011,596,45,7.6,4.5
1308,Warwick,Franklin County,MA,Warwick,2008-2012,633,63,10,4.9
1309,Washington,Berkshire County,MA,Washington,2005-2009,612,14,2.3,2.4
1310,Washington,Berkshire County,MA,Washington,2006-2010,593,19,3.2,2.7
1311,Washington,Berkshire County,MA,Washington,2007-2011,583,34,5.8,4.4
1312,Washington,Berkshire County,MA,Washington,2008-2012,517,27,5.2,3.3
1313,Watertown,Middlesex County,MA,Watertown,2005-2009,31256,1956,6.3,1.5
1314,Watertown,Middlesex County,MA,Watertown,2006-2010,31200,1998,6.4,1.9
1315,Watertown,Middlesex County,MA,Watertown,2007-2011,30678,1945,6.3,1.5
1316,Watertown,Middlesex County,MA,Watertown,2008-2012,31216,2001,6.4,1.4
1317,Wayland,Middlesex County,MA,Wayland,2005-2009,13219,239,1.8,0.8
1318,Wayland,Middlesex County,MA,Wayland,2006-2010,12864,241,1.9,0.8
1319,Wayland,Middlesex County,MA,Wayland,2007-2011,12868,303,2.4,0.9
1320,Wayland,Middlesex County,MA,Wayland,2008-2012,12977,348,2.7,1.2
1321,Webster,Worcester County,MA,Webster,2005-2009,16446,2358,14.3,3.7
1322,Webster,Worcester County,MA,Webster,2006-2010,16321,1986,12.2,2.4
1323,Webster,Worcester County,MA,Webster,2007-2011,16339,1971,12.1,2.1
1324,Webster,Worcester County,MA,Webster,2008-2012,16354,2297,14,2.9
1325,Wellesley,Norfolk County,MA,Wellesley,2005-2009,22112,1165,5.3,1.5
1326,Wellesley,Norfolk County,MA,Wellesley,2006-2010,23045,968,4.2,1.3
1327,Wellesley,Norfolk County,MA,Wellesley,2007-2011,23118,890,3.8,1.3
1328,Wellesley,Norfolk County,MA,Wellesley,2008-2012,23445,803,3.4,1.3
1329,Wellfleet,Barnstable County,MA,Wellfleet,2005-2009,3041,123,4,2.9
1330,Wellfleet,Barnstable County,MA,Wellfleet,2006-2010,2946,125,4.2,3.7
1331,Wellfleet,Barnstable County,MA,Wellfleet,2007-2011,2851,295,10.3,7.6
1332,Wellfleet,Barnstable County,MA,Wellfleet,2008-2012,3090,344,11.1,5.7
1333,Wendell,Franklin County,MA,Wendell,2005-2009,951,72,7.6,5
1334,Wendell,Franklin County,MA,Wendell,2006-2010,939,59,6.3,4.4
1335,Wendell,Franklin County,MA,Wendell,2007-2011,1039,102,9.8,5.2
1336,Wendell,Franklin County,MA,Wendell,2008-2012,1012,107,10.6,5.1
1337,Wenham,Essex County,MA,Wenham,2005-2009,3567,104,2.9,1.9
1338,Wenham,Essex County,MA,Wenham,2006-2010,3721,126,3.4,1.9
1339,Wenham,Essex County,MA,Wenham,2007-2011,3588,147,4.1,2
1340,Wenham,Essex County,MA,Wenham,2008-2012,3571,163,4.6,2
1341,West Boylston,Worcester County,MA,West Boylston,2005-2009,6092,126,2.1,1.7
1342,West Boylston,Worcester County,MA,West Boylston,2006-2010,5615,88,1.6,1.4
1343,West Boylston,Worcester County,MA,West Boylston,2007-2011,5753,208,3.6,1.8
1344,West Boylston,Worcester County,MA,West Boylston,2008-2012,5766,234,4.1,1.9
1345,West Bridgewater,Plymouth County,MA,West Bridgewater,2005-2009,6538,297,4.5,2.7
1346,West Bridgewater,Plymouth County,MA,West Bridgewater,2006-2010,6642,384,5.8,3.2
1347,West Bridgewater,Plymouth County,MA,West Bridgewater,2007-2011,6705,263,3.9,2
1348,West Bridgewater,Plymouth County,MA,West Bridgewater,2008-2012,6700,354,5.3,2.3
1349,West Brookfield,Worcester County,MA,West Brookfield,2005-2009,3689,271,7.3,3.7
1350,West Brookfield,Worcester County,MA,West Brookfield,2006-2010,3594,305,8.5,4.7
1351,West Brookfield,Worcester County,MA,West Brookfield,2007-2011,3547,296,8.3,4.2
1352,West Brookfield,Worcester County,MA,West Brookfield,2008-2012,3544,185,5.2,3
1353,West Newbury,Essex County,MA,West Newbury,2005-2009,4295,89,2.1,1.6
1354,West Newbury,Essex County,MA,West Newbury,2006-2010,4189,138,3.3,3.1
1355,West Newbury,Essex County,MA,West Newbury,2007-2011,4222,338,8,6.8
1356,West Newbury,Essex County,MA,West Newbury,2008-2012,4263,311,7.3,7.4
1357,West Springfield,Hampden County,MA,West Springfield,2005-2009,27934,3209,11.5,2.3
1358,West Springfield,Hampden County,MA,West Springfield,2006-2010,27929,3414,12.2,2.6
1359,West Springfield,Hampden County,MA,West Springfield,2007-2011,27898,3157,11.3,2.5
1360,West Springfield,Hampden County,MA,West Springfield,2008-2012,28033,3506,12.5,3.1
1361,West Stockbridge,Berkshire County,MA,West Stockbridge,2005-2009,1466,76,5.2,2.3
1362,West Stockbridge,Berkshire County,MA,West Stockbridge,2006-2010,1511,69,4.6,2.1
1363,West Stockbridge,Berkshire County,MA,West Stockbridge,2007-2011,1558,90,5.8,3.1
1364,West Stockbridge,Berkshire County,MA,West Stockbridge,2008-2012,1539,82,5.3,2.6
1365,West Tisbury,Dukes County,MA,West Tisbury,2005-2009,2313,105,4.5,3.5
1366,West Tisbury,Dukes County,MA,West Tisbury,2006-2010,2305,226,9.8,5.6
1367,West Tisbury,Dukes County,MA,West Tisbury,2007-2011,2498,330,13.2,7
1368,West Tisbury,Dukes County,MA,West Tisbury,2008-2012,2591,299,11.5,7.4
1369,Westborough,Worcester County,MA,Westborough,2005-2009,18037,782,4.3,2
1370,Westborough,Worcester County,MA,Westborough,2006-2010,17937,655,3.7,1.7
1371,Westborough,Worcester County,MA,Westborough,2007-2011,17842,338,1.9,0.9
1372,Westborough,Worcester County,MA,Westborough,2008-2012,17938,562,3.1,1.8
1373,Westfield,Hampden County,MA,Westfield,2005-2009,38538,4611,12,2.2
1374,Westfield,Hampden County,MA,Westfield,2006-2010,38369,4543,11.8,2.1
1375,Westfield,Hampden County,MA,Westfield,2007-2011,38015,3411,9,1.5
1376,Westfield,Hampden County,MA,Westfield,2008-2012,38205,3343,8.8,1.8
1377,Westford,Middlesex County,MA,Westford,2005-2009,21717,248,1.1,0.6
1378,Westford,Middlesex County,MA,Westford,2006-2010,21300,242,1.1,0.6
1379,Westford,Middlesex County,MA,Westford,2007-2011,21619,291,1.3,0.6
1380,Westford,Middlesex County,MA,Westford,2008-2012,22017,358,1.6,0.8
1381,Westhampton,Hampshire County,MA,Westhampton,2005-2009,1815,66,3.6,2
1382,Westhampton,Hampshire County,MA,Westhampton,2006-2010,1577,82,5.2,2.3
1383,Westhampton,Hampshire County,MA,Westhampton,2007-2011,1582,69,4.4,1.9
1384,Westhampton,Hampshire County,MA,Westhampton,2008-2012,1583,77,4.9,2.1
1385,Westminster,Worcester County,MA,Westminster,2005-2009,7363,313,4.3,2.4
1386,Westminster,Worcester County,MA,Westminster,2006-2010,7079,317,4.5,2.5
1387,Westminster,Worcester County,MA,Westminster,2007-2011,7123,269,3.8,2.8
1388,Westminster,Worcester County,MA,Westminster,2008-2012,7225,368,5.1,3
1389,Weston,Middlesex County,MA,Weston,2005-2009,11262,533,4.7,1.8
1390,Weston,Middlesex County,MA,Weston,2006-2010,10562,433,4.1,2
1391,Weston,Middlesex County,MA,Weston,2007-2011,10531,277,2.6,1.3
1392,Weston,Middlesex County,MA,Weston,2008-2012,10731,297,2.8,1.1
1393,Westport,Bristol County,MA,Westport,2005-2009,15239,716,4.7,1.4
1394,Westport,Bristol County,MA,Westport,2006-2010,15248,710,4.7,1.4
1395,Westport,Bristol County,MA,Westport,2007-2011,15312,642,4.2,1.2
1396,Westport,Bristol County,MA,Westport,2008-2012,15430,612,4,1.3
1397,Westwood,Norfolk County,MA,Westwood,2005-2009,13973,385,2.8,1.2
1398,Westwood,Norfolk County,MA,Westwood,2006-2010,14359,562,3.9,1.5
1399,Westwood,Norfolk County,MA,Westwood,2007-2011,14458,483,3.3,1.3
1400,Westwood,Norfolk County,MA,Westwood,2008-2012,14584,476,3.3,1.3
1401,Weymouth,Norfolk County,MA,Weymouth,2005-2009,53007,3550,6.7,1.2
1402,Weymouth,Norfolk County,MA,Weymouth,2006-2010,52882,3688,7,1.1
1403,Weymouth,Norfolk County,MA,Weymouth,2007-2011,53067,3945,7.4,1.2
1404,Weymouth,Norfolk County,MA,Weymouth,2008-2012,53439,3918,7.3,1.5
1405,Whately,Franklin County,MA,Whately,2005-2009,1588,56,3.5,2.8
1406,Whately,Franklin County,MA,Whately,2006-2010,1566,66,4.2,3.3
1407,Whately,Franklin County,MA,Whately,2007-2011,1529,54,3.5,2.9
1408,Whately,Franklin County,MA,Whately,2008-2012,1562,47,3,2.8
1409,Whitman,Plymouth County,MA,Whitman,2005-2009,14042,773,5.5,1.8
1410,Whitman,Plymouth County,MA,Whitman,2006-2010,14316,921,6.4,2.2
1411,Whitman,Plymouth County,MA,Whitman,2007-2011,14363,930,6.5,2.5
1412,Whitman,Plymouth County,MA,Whitman,2008-2012,14463,999,6.9,2.3
1413,Wilbraham,Hampden County,MA,Wilbraham,2005-2009,13984,548,3.9,1.8
1414,Wilbraham,Hampden County,MA,Wilbraham,2006-2010,13868,431,3.1,1.2
1415,Wilbraham,Hampden County,MA,Wilbraham,2007-2011,13929,571,4.1,1.6
1416,Wilbraham,Hampden County,MA,Wilbraham,2008-2012,13991,427,3.1,1.1
1417,Williamsburg,Hampshire County,MA,Williamsburg,2005-2009,2477,112,4.5,2.3
1418,Williamsburg,Hampshire County,MA,Williamsburg,2006-2010,2633,177,6.7,2.9
1419,Williamsburg,Hampshire County,MA,Williamsburg,2007-2011,2543,198,7.8,2.9
1420,Williamsburg,Hampshire County,MA,Williamsburg,2008-2012,2631,192,7.3,2.8
1421,Williamstown,Berkshire County,MA,Williamstown,2005-2009,6481,729,11.2,5.9
1422,Williamstown,Berkshire County,MA,Williamstown,2006-2010,6356,747,11.8,5.8
1423,Williamstown,Berkshire County,MA,Williamstown,2007-2011,6406,453,7.1,2.5
1424,Williamstown,Berkshire County,MA,Williamstown,2008-2012,5995,435,7.3,2.6
1425,Wilmington,Middlesex County,MA,Wilmington,2005-2009,21718,568,2.6,1.2
1426,Wilmington,Middlesex County,MA,Wilmington,2006-2010,21717,467,2.2,1.2
1427,Wilmington,Middlesex County,MA,Wilmington,2007-2011,21830,385,1.8,1
1428,Wilmington,Middlesex County,MA,Wilmington,2008-2012,22100,606,2.7,1.6
1429,Winchendon,Worcester County,MA,Winchendon,2005-2009,10163,741,7.3,2.6
1430,Winchendon,Worcester County,MA,Winchendon,2006-2010,10074,984,9.8,3.7
1431,Winchendon,Worcester County,MA,Winchendon,2007-2011,10056,933,9.3,3.6
1432,Winchendon,Worcester County,MA,Winchendon,2008-2012,10249,806,7.9,3.2
1433,Winchester,Middlesex County,MA,Winchester,2005-2009,20734,567,2.7,0.9
1434,Winchester,Middlesex County,MA,Winchester,2006-2010,20681,524,2.5,1
1435,Winchester,Middlesex County,MA,Winchester,2007-2011,20983,728,3.5,1.6
1436,Winchester,Middlesex County,MA,Winchester,2008-2012,21231,829,3.9,1.9
1437,Windsor,Berkshire County,MA,Windsor,2005-2009,1086,16,1.5,1.3
1438,Windsor,Berkshire County,MA,Windsor,2006-2010,970,23,2.4,2.2
1439,Windsor,Berkshire County,MA,Windsor,2007-2011,902,12,1.3,1.9
1440,Windsor,Berkshire County,MA,Windsor,2008-2012,882,22,2.5,2
1441,Winthrop,Suffolk County,MA,Winthrop,2005-2009,18578,1768,9.5,2.6
1442,Winthrop,Suffolk County,MA,Winthrop,2006-2010,17290,1770,10.2,2.7
1443,Winthrop,Suffolk County,MA,Winthrop,2007-2011,17310,1489,8.6,2
1444,Winthrop,Suffolk County,MA,Winthrop,2008-2012,17497,1579,9,2
1445,Woburn,Middlesex County,MA,Woburn,2005-2009,38158,2245,5.9,1.6
1446,Woburn,Middlesex County,MA,Woburn,2006-2010,37279,2182,5.9,1.5
1447,Woburn,Middlesex County,MA,Woburn,2007-2011,37615,2158,5.7,1.2
1448,Woburn,Middlesex County,MA,Woburn,2008-2012,38046,2562,6.7,1.5
1449,Worcester,Worcester County,MA,Worcester,2005-2009,166213,29783,17.9,1.2
1450,Worcester,Worcester County,MA,Worcester,2006-2010,168096,30789,18.3,1.1
1451,Worcester,Worcester County,MA,Worcester,2007-2011,169329,32237,19,1.2
1452,Worcester,Worcester County,MA,Worcester,2008-2012,170467,34302,20.1,1.2
1453,NA,Worcester County,MA,Worcester County,2005-2009,767769,71249,9.3,0.4
1454,NA,Worcester County,MA,Worcester County,2006-2010,764818,73040,9.5,0.4
1455,NA,Worcester County,MA,Worcester County,2007-2011,768901,75852,9.9,0.4
1456,NA,Worcester County,MA,Worcester County,2008-2012,773429,79883,10.3,0.4
1457,Worthington,Hampshire County,MA,Worthington,2005-2009,1193,96,8,4.6
1458,Worthington,Hampshire County,MA,Worthington,2006-2010,1164,88,7.6,5.1
1459,Worthington,Hampshire County,MA,Worthington,2007-2011,1169,68,5.8,2.3
1460,Worthington,Hampshire County,MA,Worthington,2008-2012,1186,54,4.6,2.1
1461,Wrentham,Norfolk County,MA,Wrentham,2005-2009,10984,354,3.2,2.4
1462,Wrentham,Norfolk County,MA,Wrentham,2006-2010,10723,320,3,1.8
1463,Wrentham,Norfolk County,MA,Wrentham,2007-2011,10636,323,3,1.9
1464,Wrentham,Norfolk County,MA,Wrentham,2008-2012,10773,384,3.6,1.7
1465,Yarmouth,Barnstable County,MA,Yarmouth,2005-2009,23864,1398,5.9,1.4
1466,Yarmouth,Barnstable County,MA,Yarmouth,2006-2010,23816,1893,7.9,2
1467,Yarmouth,Barnstable County,MA,Yarmouth,2007-2011,23766,2016,8.5,1.8
1468,Yarmouth,Barnstable County,MA,Yarmouth,2008-2012,23691,1930,8.1,1.7
1469,NA,NA County,NA,United States,2009-2013,303692076,46663433,15.4,0.1
1470,NA,NA County,MA,MA,2009-2013,6375042,725351,11.4,0.2
1471,NA,Barnstable County,MA,Barnstable County,2009-2013,212189,19743,9.3,0.7
1472,NA,Berkshire County,MA,Berkshire County,2009-2013,124709,16004,12.8,1
1473,NA,Bristol County,MA,Bristol County,2009-2013,534527,66529,12.4,0.5
1474,NA,Dukes County,MA,Dukes County,2009-2013,16598,1673,10.1,2.6
1475,NA,Essex County,MA,Essex County,2009-2013,734837,82656,11.2,0.4
1476,NA,Franklin County,MA,Franklin County,2009-2013,70266,8528,12.1,1.3
1477,NA,Hampden County,MA,Hampden County,2009-2013,450622,79855,17.7,0.6
1478,NA,Hampshire County,MA,Hampshire County,2009-2013,136134,17701,13,0.8
1479,NA,Middlesex County,MA,Middlesex County,2009-2013,1468535,119658,8.1,0.3
1480,NA,Nantucket County,MA,Nantucket County,2009-2013,10078,1048,10.4,3.8
1481,NA,Norfolk County,MA,Norfolk County,2009-2013,659238,43436,6.6,0.3
1482,NA,Plymouth County,MA,Plymouth County,2009-2013,485830,37069,7.6,0.5
1483,NA,Suffolk County,MA,Suffolk County,2009-2013,694265,144381,20.8,0.5
1484,NA,Worcester County,MA,Worcester County,2009-2013,777214,87070,11.2,0.4
1485,Barnstable,Barnstable County,MA,Barnstable,2009-2013,44556,5191,11.7,1.9
1486,Bourne,Barnstable County,MA,Bourne,2009-2013,18900,2331,12.3,2.7
1487,Brewster,Barnstable County,MA,Brewster,2009-2013,9419,685,7.3,3.4
1488,Chatham,Barnstable County,MA,Chatham,2009-2013,6000,464,7.7,3.1
1489,Dennis,Barnstable County,MA,Dennis,2009-2013,14085,2379,16.9,4.2
1490,Eastham,Barnstable County,MA,Eastham,2009-2013,4938,333,6.7,3.7
1491,Falmouth,Barnstable County,MA,Falmouth,2009-2013,31100,2334,7.5,1.8
1492,Harwich,Barnstable County,MA,Harwich,2009-2013,12043,973,8.1,2.2
1493,Mashpee,Barnstable County,MA,Mashpee,2009-2013,13893,998,7.2,1.9
1494,Orleans,Barnstable County,MA,Orleans,2009-2013,5831,199,3.4,1.3
1495,Provincetown,Barnstable County,MA,Provincetown,2009-2013,2905,363,12.5,3.6
1496,Sandwich,Barnstable County,MA,Sandwich,2009-2013,20196,998,4.9,2.1
1497,Truro,Barnstable County,MA,Truro,2009-2013,1731,189,10.9,6.4
1498,Wellfleet,Barnstable County,MA,Wellfleet,2009-2013,3001,381,12.7,5.8
1499,Yarmouth,Barnstable County,MA,Yarmouth,2009-2013,23591,1925,8.2,1.9
1500,Adams,Berkshire County,MA,Adams,2009-2013,8404,952,11.3,3
1501,Alford,Berkshire County,MA,Alford,2009-2013,474,25,5.3,2.9
1502,Becket,Berkshire County,MA,Becket,2009-2013,1851,184,9.9,4.1
1503,Cheshire,Berkshire County,MA,Cheshire,2009-2013,3208,377,11.8,7.2
1504,Clarksburg,Berkshire County,MA,Clarksburg,2009-2013,1667,103,6.2,3.9
1505,Dalton,Berkshire County,MA,Dalton,2009-2013,6641,756,11.4,4.4
1506,Egremont,Berkshire County,MA,Egremont,2009-2013,1097,52,4.7,2.7
1507,Florida,Berkshire County,MA,Florida,2009-2013,774,38,4.9,3.5
1508,Great Barrington,Berkshire County,MA,Great Barrington,2009-2013,6134,553,9,3.1
1509,Hancock,Berkshire County,MA,Hancock,2009-2013,707,15,2.1,2.5
1510,Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,2317,102,4.4,2.7
1511,Lanesborough,Berkshire County,MA,Lanesborough,2009-2013,3053,69,2.3,2
1512,Lee,Berkshire County,MA,Lee,2009-2013,5825,553,9.5,4
1513,Lenox,Berkshire County,MA,Lenox,2009-2013,4728,699,14.8,7.3
1514,Monterey,Berkshire County,MA,Monterey,2009-2013,689,93,13.5,12.1
1515,Mount Washington,Berkshire County,MA,Mount Washington,2009-2013,129,14,10.9,8.2
1516,New Ashford,Berkshire County,MA,New Ashford,2009-2013,220,9,4.1,3.2
1517,New Marlborough,Berkshire County,MA,New Marlborough,2009-2013,1506,134,8.9,3.2
1518,North Adams,Berkshire County,MA,North Adams,2009-2013,12519,2424,19.4,4
1519,Otis,Berkshire County,MA,Otis,2009-2013,1421,115,8.1,3.9
1520,Peru,Berkshire County,MA,Peru,2009-2013,872,66,7.6,3
1521,Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,43448,7446,17.1,1.9
1522,Richmond,Berkshire County,MA,Richmond,2009-2013,1488,44,3,1.6
1523,Sandisfield,Berkshire County,MA,Sandisfield,2009-2013,881,39,4.4,2.9
1524,Savoy,Berkshire County,MA,Savoy,2009-2013,672,49,7.3,3
1525,Sheffield,Berkshire County,MA,Sheffield,2009-2013,3244,345,10.6,5
1526,Stockbridge,Berkshire County,MA,Stockbridge,2009-2013,1934,174,9,4.3
1527,Tyringham,Berkshire County,MA,Tyringham,2009-2013,410,52,12.7,20.3
1528,Washington,Berkshire County,MA,Washington,2009-2013,476,30,6.3,4
1529,West Stockbridge,Berkshire County,MA,West Stockbridge,2009-2013,1372,61,4.4,2.4
1530,Williamstown,Berkshire County,MA,Williamstown,2009-2013,5628,369,6.6,2.1
1531,Windsor,Berkshire County,MA,Windsor,2009-2013,920,62,6.7,3.8
1532,Acushnet,Bristol County,MA,Acushnet,2009-2013,10195,383,3.8,1.3
1533,Attleboro,Bristol County,MA,Attleboro,2009-2013,43150,3871,9,2
1534,Berkley,Bristol County,MA,Berkley,2009-2013,6445,383,5.9,2.9
1535,Dartmouth,Bristol County,MA,Dartmouth,2009-2013,29459,1776,6,1.3
1536,Dighton,Bristol County,MA,Dighton,2009-2013,7051,297,4.2,2.6
1537,Easton,Bristol County,MA,Easton,2009-2013,21102,670,3.2,1
1538,Fairhaven,Bristol County,MA,Fairhaven,2009-2013,15609,1620,10.4,2.9
1539,Fall River,Bristol County,MA,Fall River,2009-2013,87403,20397,23.3,1.7
1540,Freetown,Bristol County,MA,Freetown,2009-2013,8817,475,5.4,1.8
1541,Mansfield,Bristol County,MA,Mansfield,2009-2013,23235,936,4,1.5
1542,New Bedford,Bristol County,MA,New Bedford,2009-2013,93032,21828,23.5,1.3
1543,North Attleborough,Bristol County,MA,North Attleborough,2009-2013,28588,1220,4.3,1.2
1544,Norton,Bristol County,MA,Norton,2009-2013,17252,877,5.1,1.3
1545,Raynham,Bristol County,MA,Raynham,2009-2013,13274,890,6.7,3.2
1546,Rehoboth,Bristol County,MA,Rehoboth,2009-2013,11573,391,3.4,1.8
1547,Seekonk,Bristol County,MA,Seekonk,2009-2013,13861,615,4.4,1.8
1548,Somerset,Bristol County,MA,Somerset,2009-2013,17930,1194,6.7,2.3
1549,Swansea,Bristol County,MA,Swansea,2009-2013,15736,1092,6.9,3
1550,Taunton,Bristol County,MA,Taunton,2009-2013,55285,7091,12.8,1.8
1551,Westport,Bristol County,MA,Westport,2009-2013,15530,523,3.4,1.1
1552,Aquinnah,Dukes County,MA,Aquinnah,2009-2013,397,25,6.3,5.2
1553,Chilmark,Dukes County,MA,Chilmark,2009-2013,879,94,10.7,5.7
1554,Edgartown,Dukes County,MA,Edgartown,2009-2013,4094,302,7.4,4.3
1555,Gosnold,Dukes County,MA,Gosnold,2009-2013,135,6,4.4,5.2
1556,Oak Bluffs,Dukes County,MA,Oak Bluffs,2009-2013,4507,350,7.8,4.3
1557,Tisbury,Dukes County,MA,Tisbury,2009-2013,3980,642,16.1,7.6
1558,West Tisbury,Dukes County,MA,West Tisbury,2009-2013,2606,254,9.7,6.5
1559,Amesbury,Essex County,MA,Amesbury,2009-2013,16177,892,5.5,1.7
1560,Andover,Essex County,MA,Andover,2009-2013,32862,1404,4.3,1.2
1561,Beverly,Essex County,MA,Beverly,2009-2013,37084,3185,8.6,1.9
1562,Boxford,Essex County,MA,Boxford,2009-2013,8040,70,0.9,0.7
1563,Danvers,Essex County,MA,Danvers,2009-2013,26333,1421,5.4,1.6
1564,Essex,Essex County,MA,Essex,2009-2013,3546,124,3.5,2.9
1565,Georgetown,Essex County,MA,Georgetown,2009-2013,8253,191,2.3,1.2
1566,Gloucester,Essex County,MA,Gloucester,2009-2013,28805,2931,10.2,2
1567,Groveland,Essex County,MA,Groveland,2009-2013,6675,146,2.2,1.9
1568,Hamilton,Essex County,MA,Hamilton,2009-2013,7665,188,2.5,1.6
1569,Haverhill,Essex County,MA,Haverhill,2009-2013,60168,7174,11.9,1.5
1570,Ipswich,Essex County,MA,Ipswich,2009-2013,13261,674,5.1,1.4
1571,Lawrence,Essex County,MA,Lawrence,2009-2013,75952,22150,29.2,1.9
1572,Lynn,Essex County,MA,Lynn,2009-2013,90202,18914,21,1.3
1573,Lynnfield,Essex County,MA,Lynnfield,2009-2013,11812,193,1.6,0.9
1574,Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2009-2013,5159,301,5.8,3.3
1575,Marblehead,Essex County,MA,Marblehead,2009-2013,19823,1074,5.4,1.8
1576,Merrimac,Essex County,MA,Merrimac,2009-2013,6417,184,2.9,2
1577,Methuen,Essex County,MA,Methuen,2009-2013,47320,4022,8.5,1.3
1578,Middleton,Essex County,MA,Middleton,2009-2013,7431,283,3.8,1.6
1579,Nahant,Essex County,MA,Nahant,2009-2013,3381,99,2.9,2.6
1580,Newbury,Essex County,MA,Newbury,2009-2013,6708,332,4.9,4.1
1581,Newburyport,Essex County,MA,Newburyport,2009-2013,17301,1446,8.4,3
