,Municipal,County,State,Region,Five_Year_Range,Civilian_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
567,Mendon,Worcester County,MA,Mendon,2008-2012,4280,317,7.4,2.2
1435,Mendon,Worcester County,MA,Mendon,2009-2013,4349,273,6.3,2
1802,Mendon,Worcester County,MA,Mendon,2010-2014,4329,287,6.6,2.1
2169,Mendon,Worcester County,MA,Mendon,2011-2015,4349,309,7.1,2.4
2536,Mendon,Worcester County,MA,Mendon,2012-2016,4387,305,7,2.3
2903,Mendon,Worcester County,MA,Mendon,2013-2017,4537,261,5.8,2.3
568,Merrimac,Essex County,MA,Merrimac,2006-2010,4749,518,10.9,2.9
569,Merrimac,Essex County,MA,Merrimac,2007-2011,4782,409,8.6,2.7
570,Merrimac,Essex County,MA,Merrimac,2008-2012,4763,415,8.7,2.8
1209,Merrimac,Essex County,MA,Merrimac,2009-2013,4967,386,7.8,2.5
1576,Merrimac,Essex County,MA,Merrimac,2010-2014,5014,407,8.1,2.9
1943,Merrimac,Essex County,MA,Merrimac,2011-2015,5161,450,8.7,2.4
2310,Merrimac,Essex County,MA,Merrimac,2012-2016,5316,521,9.8,2.8
2677,Merrimac,Essex County,MA,Merrimac,2013-2017,5420,472,8.7,2.4
571,Methuen,Essex County,MA,Methuen,2006-2010,34776,3038,8.7,1
572,Methuen,Essex County,MA,Methuen,2007-2011,35634,3025,8.5,0.9
573,Methuen,Essex County,MA,Methuen,2008-2012,36074,3043,8.4,0.8
1210,Methuen,Essex County,MA,Methuen,2009-2013,36279,2688,7.4,0.9
1577,Methuen,Essex County,MA,Methuen,2010-2014,36859,2595,7,0.8
1944,Methuen,Essex County,MA,Methuen,2011-2015,37371,2440,6.5,0.7
2311,Methuen,Essex County,MA,Methuen,2012-2016,37642,2194,5.8,0.7
2678,Methuen,Essex County,MA,Methuen,2013-2017,38539,1978,5.1,0.6
574,Middleborough,Plymouth County,MA,Middleborough,2006-2010,16331,1894,11.6,1.8
575,Middleborough,Plymouth County,MA,Middleborough,2007-2011,17192,1961,11.4,1.4
576,Middleborough,Plymouth County,MA,Middleborough,2008-2012,17542,2047,11.7,1.5
1394,Middleborough,Plymouth County,MA,Middleborough,2009-2013,17788,1885,10.6,1.6
1761,Middleborough,Plymouth County,MA,Middleborough,2010-2014,18316,2138,11.7,1.4
2128,Middleborough,Plymouth County,MA,Middleborough,2011-2015,18538,1994,10.8,1.5
2495,Middleborough,Plymouth County,MA,Middleborough,2012-2016,19070,1998,10.5,1.4
2862,Middleborough,Plymouth County,MA,Middleborough,2013-2017,19338,1906,9.9,1.6
577,Middlefield,Hampshire County,MA,Middlefield,2006-2010,334,67,20.1,7.2
578,Middlefield,Hampshire County,MA,Middlefield,2007-2011,353,62,17.6,6.4
579,Middlefield,Hampshire County,MA,Middlefield,2008-2012,323,49,15.2,7.2
1285,Middlefield,Hampshire County,MA,Middlefield,2009-2013,400,64,16,6
1652,Middlefield,Hampshire County,MA,Middlefield,2010-2014,444,77,17.3,6.8
2019,Middlefield,Hampshire County,MA,Middlefield,2011-2015,452,70,15.5,5.7
2386,Middlefield,Hampshire County,MA,Middlefield,2012-2016,441,51,11.6,5.3
2753,Middlefield,Hampshire County,MA,Middlefield,2013-2017,421,64,15.2,8.1
583,Middleton,Essex County,MA,Middleton,2006-2010,6792,443,6.5,1.9
584,Middleton,Essex County,MA,Middleton,2007-2011,6865,343,5,1.9
585,Middleton,Essex County,MA,Middleton,2008-2012,7103,469,6.6,1.8
1211,Middleton,Essex County,MA,Middleton,2009-2013,7314,593,8.1,2.2
1578,Middleton,Essex County,MA,Middleton,2010-2014,7422,655,8.8,2.2
1945,Middleton,Essex County,MA,Middleton,2011-2015,7531,633,8.4,2.7
2312,Middleton,Essex County,MA,Middleton,2012-2016,7665,690,9,2.3
2679,Middleton,Essex County,MA,Middleton,2013-2017,7796,583,7.5,2.2
586,Milford,Worcester County,MA,Milford,2006-2010,21139,1764,8.3,1.3
587,Milford,Worcester County,MA,Milford,2007-2011,21394,1683,7.9,1.3
588,Milford,Worcester County,MA,Milford,2008-2012,21256,1645,7.7,1
1436,Milford,Worcester County,MA,Milford,2009-2013,21207,1566,7.4,1.1
1803,Milford,Worcester County,MA,Milford,2010-2014,21581,1567,7.3,1.2
2170,Milford,Worcester County,MA,Milford,2011-2015,21607,1378,6.4,1.2
2537,Milford,Worcester County,MA,Milford,2012-2016,21766,1265,5.8,1.1
2904,Milford,Worcester County,MA,Milford,2013-2017,21911,1270,5.8,1
589,Millbury,Worcester County,MA,Millbury,2006-2010,10561,1071,10.1,2
590,Millbury,Worcester County,MA,Millbury,2007-2011,10522,1014,9.6,1.7
591,Millbury,Worcester County,MA,Millbury,2008-2012,10392,942,9.1,1.6
1437,Millbury,Worcester County,MA,Millbury,2009-2013,10604,944,8.9,1.8
1804,Millbury,Worcester County,MA,Millbury,2010-2014,10622,1001,9.4,1.7
2171,Millbury,Worcester County,MA,Millbury,2011-2015,10462,1001,9.6,1.9
2538,Millbury,Worcester County,MA,Millbury,2012-2016,10480,956,9.1,1.9
2905,Millbury,Worcester County,MA,Millbury,2013-2017,10825,981,9.1,1.8
592,Millis,Norfolk County,MA,Millis,2006-2010,5885,527,9,2.7
593,Millis,Norfolk County,MA,Millis,2007-2011,5988,560,9.4,2.8
594,Millis,Norfolk County,MA,Millis,2008-2012,5985,574,9.6,3
1363,Millis,Norfolk County,MA,Millis,2009-2013,6022,463,7.7,2.2
1730,Millis,Norfolk County,MA,Millis,2010-2014,6112,446,7.3,2.4
2097,Millis,Norfolk County,MA,Millis,2011-2015,6117,386,6.3,1.9
2464,Millis,Norfolk County,MA,Millis,2012-2016,6310,438,6.9,2.2
2831,Millis,Norfolk County,MA,Millis,2013-2017,6424,410,6.4,2.1
595,Millville,Worcester County,MA,Millville,2006-2010,2233,207,9.3,2.6
596,Millville,Worcester County,MA,Millville,2007-2011,2273,182,8,2.5
597,Millville,Worcester County,MA,Millville,2008-2012,2255,180,8,3
1438,Millville,Worcester County,MA,Millville,2009-2013,2283,185,8.1,3
1805,Millville,Worcester County,MA,Millville,2010-2014,2365,219,9.3,3.2
2172,Millville,Worcester County,MA,Millville,2011-2015,2379,224,9.4,2.8
2539,Millville,Worcester County,MA,Millville,2012-2016,2389,205,8.6,2
2906,Millville,Worcester County,MA,Millville,2013-2017,2446,198,8.1,2.2
598,Milton,Norfolk County,MA,Milton,2006-2010,19919,1591,8,1.1
599,Milton,Norfolk County,MA,Milton,2007-2011,20197,1541,7.6,1.2
600,Milton,Norfolk County,MA,Milton,2008-2012,20247,1454,7.2,1.3
1364,Milton,Norfolk County,MA,Milton,2009-2013,20214,1390,6.9,1
1731,Milton,Norfolk County,MA,Milton,2010-2014,20350,1348,6.6,1.1
2098,Milton,Norfolk County,MA,Milton,2011-2015,20586,1267,6.2,1.1
2465,Milton,Norfolk County,MA,Milton,2012-2016,20611,1160,5.6,0.8
2832,Milton,Norfolk County,MA,Milton,2013-2017,20506,1065,5.2,1.1
601,Monroe,Franklin County,MA,Monroe,2006-2010,100,2,2,3.2
602,Monroe,Franklin County,MA,Monroe,2007-2011,111,6,5.4,7
603,Monroe,Franklin County,MA,Monroe,2008-2012,90,8,8.9,9.2
1240,Monroe,Franklin County,MA,Monroe,2009-2013,100,7,7,7.4
1607,Monroe,Franklin County,MA,Monroe,2010-2014,102,9,8.8,7.8
1974,Monroe,Franklin County,MA,Monroe,2011-2015,86,8,9.3,8.8
2341,Monroe,Franklin County,MA,Monroe,2012-2016,77,7,9.1,8.6
2708,Monroe,Franklin County,MA,Monroe,2013-2017,71,7,9.9,9.8
604,Monson,Hampden County,MA,Monson,2006-2010,6640,799,12,3.1
605,Monson,Hampden County,MA,Monson,2007-2011,6586,787,11.9,2.8
606,Monson,Hampden County,MA,Monson,2008-2012,6713,715,10.7,2.8
1264,Monson,Hampden County,MA,Monson,2009-2013,6863,720,10.5,2.8
1631,Monson,Hampden County,MA,Monson,2010-2014,6857,689,10,2.3
1998,Monson,Hampden County,MA,Monson,2011-2015,6958,625,9,2.1
2365,Monson,Hampden County,MA,Monson,2012-2016,6987,621,8.9,1.9
2732,Monson,Hampden County,MA,Monson,2013-2017,7086,617,8.7,1.8
607,Montague,Franklin County,MA,Montague,2006-2010,6729,895,13.3,2.3
608,Montague,Franklin County,MA,Montague,2007-2011,6734,754,11.2,1.8
609,Montague,Franklin County,MA,Montague,2008-2012,6762,684,10.1,1.8
1241,Montague,Franklin County,MA,Montague,2009-2013,6734,654,9.7,1.9
1608,Montague,Franklin County,MA,Montague,2010-2014,6678,698,10.5,2.1
1975,Montague,Franklin County,MA,Montague,2011-2015,6800,726,10.7,2.2
2342,Montague,Franklin County,MA,Montague,2012-2016,6819,754,11.1,2.4
2709,Montague,Franklin County,MA,Montague,2013-2017,6900,721,10.4,2.1
610,Monterey,Berkshire County,MA,Monterey,2006-2010,655,100,15.3,7.4
611,Monterey,Berkshire County,MA,Monterey,2007-2011,653,150,23,17.3
612,Monterey,Berkshire County,MA,Monterey,2008-2012,641,177,27.6,24.4
1147,Monterey,Berkshire County,MA,Monterey,2009-2013,565,110,19.5,12
1514,Monterey,Berkshire County,MA,Monterey,2010-2014,656,122,18.6,11.4
1881,Monterey,Berkshire County,MA,Monterey,2011-2015,731,113,15.5,8.8
2248,Monterey,Berkshire County,MA,Monterey,2012-2016,708,92,13,9.7
2615,Monterey,Berkshire County,MA,Monterey,2013-2017,637,50,7.8,3.3
613,Montgomery,Hampden County,MA,Montgomery,2006-2010,612,96,15.7,4.5
614,Montgomery,Hampden County,MA,Montgomery,2007-2011,627,106,16.9,4.5
615,Montgomery,Hampden County,MA,Montgomery,2008-2012,723,121,16.7,4
1265,Montgomery,Hampden County,MA,Montgomery,2009-2013,753,111,14.7,3.6
1632,Montgomery,Hampden County,MA,Montgomery,2010-2014,790,114,14.4,3.3
1999,Montgomery,Hampden County,MA,Montgomery,2011-2015,708,94,13.3,2.9
2366,Montgomery,Hampden County,MA,Montgomery,2012-2016,700,98,14,3.2
2733,Montgomery,Hampden County,MA,Montgomery,2013-2017,680,79,11.6,2.9
616,Mount Washington,Berkshire County,MA,Mount Washington,2006-2010,112,4,3.6,4.7
617,Mount Washington,Berkshire County,MA,Mount Washington,2007-2011,127,9,7.1,4.8
618,Mount Washington,Berkshire County,MA,Mount Washington,2008-2012,135,8,5.9,4
1148,Mount Washington,Berkshire County,MA,Mount Washington,2009-2013,116,7,6,4.2
1515,Mount Washington,Berkshire County,MA,Mount Washington,2010-2014,144,13,9,5.8
1882,Mount Washington,Berkshire County,MA,Mount Washington,2011-2015,146,15,10.3,5.9
2249,Mount Washington,Berkshire County,MA,Mount Washington,2012-2016,154,19,12.3,8.7
2616,Mount Washington,Berkshire County,MA,Mount Washington,2013-2017,140,16,11.4,7.2
1,NA,NA County,NA,United States,2006-2010,228808831,22652496,9.9,0.1
2,NA,NA County,NA,United States,2007-2011,231421987,22215303,9.6,0.1
3,NA,NA County,NA,United States,2008-2012,234029580,21853912,9.3,0.1
4,NA,NA County,MA,MA,2006-2010,5039038,425979,8.5,0.1
5,NA,NA County,MA,MA,2007-2011,5083130,412617,8.1,0.1
6,NA,NA County,MA,MA,2008-2012,5138208,400874,7.8,0.1
70,NA,Barnstable County,MA,Barnstable County,2006-2010,177640,25566,14.4,0.4
71,NA,Barnstable County,MA,Barnstable County,2007-2011,177715,24097,13.6,0.4
72,NA,Barnstable County,MA,Barnstable County,2008-2012,177957,22648,12.7,0.4
94,NA,Berkshire County,MA,Berkshire County,2006-2010,105100,11713,11.1,0.5
95,NA,Berkshire County,MA,Berkshire County,2007-2011,105292,11153,10.6,0.5
96,NA,Berkshire County,MA,Berkshire County,2008-2012,105429,10880,10.3,0.5
145,NA,Bristol County,MA,Bristol County,2006-2010,421000,37276,8.9,0.3
146,NA,Bristol County,MA,Bristol County,2007-2011,423505,36141,8.5,0.3
147,NA,Bristol County,MA,Bristol County,2008-2012,426363,35363,8.3,0.3
259,NA,Dukes County,MA,Dukes County,2006-2010,13005,1343,10.3,1.6
260,NA,Dukes County,MA,Dukes County,2007-2011,12843,1204,9.4,1.4
261,NA,Dukes County,MA,Dukes County,2008-2012,13414,1212,9,1.7
298,NA,Essex County,MA,Essex County,2006-2010,561417,47802,8.5,0.2
299,NA,Essex County,MA,Essex County,2007-2011,566602,46486,8.2,0.2
300,NA,Essex County,MA,Essex County,2008-2012,572677,44748,7.8,0.2
328,NA,Franklin County,MA,Franklin County,2006-2010,56982,6672,11.7,0.7
329,NA,Franklin County,MA,Franklin County,2007-2011,57202,6292,11,0.6
330,NA,Franklin County,MA,Franklin County,2008-2012,57444,6134,10.7,0.5
385,NA,Hampden County,MA,Hampden County,2006-2010,350495,35687,10.2,0.3
386,NA,Hampden County,MA,Hampden County,2007-2011,351911,34380,9.8,0.3
387,NA,Hampden County,MA,Hampden County,2008-2012,354185,34026,9.6,0.3
388,NA,Hampshire County,MA,Hampshire County,2006-2010,129806,10935,8.4,0.4
389,NA,Hampshire County,MA,Hampshire County,2007-2011,130645,10582,8.1,0.4
390,NA,Hampshire County,MA,Hampshire County,2008-2012,132281,10339,7.8,0.5
580,NA,Middlesex County,MA,Middlesex County,2006-2010,1158304,83499,7.2,0.1
581,NA,Middlesex County,MA,Middlesex County,2007-2011,1170644,81460,7,0.1
582,NA,Middlesex County,MA,Middlesex County,2008-2012,1185792,78649,6.6,0.1
625,NA,Nantucket County,MA,Nantucket County,2006-2010,7951,599,7.5,1.7
626,NA,Nantucket County,MA,Nantucket County,2007-2011,7991,619,7.7,1.8
627,NA,Nantucket County,MA,Nantucket County,2008-2012,7966,565,7.1,2
661,NA,Norfolk County,MA,Norfolk County,2006-2010,509712,41798,8.2,0.2
662,NA,Norfolk County,MA,Norfolk County,2007-2011,514491,40877,7.9,0.2
663,NA,Norfolk County,MA,Norfolk County,2008-2012,520538,39656,7.6,0.2
757,NA,Plymouth County,MA,Plymouth County,2006-2010,368950,38895,10.5,0.3
758,NA,Plymouth County,MA,Plymouth County,2007-2011,372491,38083,10.2,0.3
759,NA,Plymouth County,MA,Plymouth County,2008-2012,376259,36845,9.8,0.2
907,NA,Suffolk County,MA,Suffolk County,2006-2010,577307,25698,4.5,0.2
908,NA,Suffolk County,MA,Suffolk County,2007-2011,585724,24628,4.2,0.2
909,NA,Suffolk County,MA,Suffolk County,2008-2012,595949,24215,4.1,0.1
1090,NA,Worcester County,MA,Worcester County,2006-2010,601369,58496,9.7,0.2
1091,NA,Worcester County,MA,Worcester County,2007-2011,606074,56615,9.3,0.2
1092,NA,Worcester County,MA,Worcester County,2008-2012,611954,55594,9.1,0.2
1102,NA,NA County,NA,United States,2009-2013,236576902,21263779,9,0.1
1103,NA,NA County,MA,MA,2009-2013,5191938,383087,7.4,0.1
1104,NA,Barnstable County,MA,Barnstable County,2009-2013,178410,21360,12,0.4
1105,NA,Berkshire County,MA,Berkshire County,2009-2013,105709,10389,9.8,0.4
1106,NA,Bristol County,MA,Bristol County,2009-2013,429110,33409,7.8,0.2
1107,NA,Dukes County,MA,Dukes County,2009-2013,13556,966,7.1,1.4
1108,NA,Essex County,MA,Essex County,2009-2013,579535,43065,7.4,0.2
1109,NA,Franklin County,MA,Franklin County,2009-2013,57613,5542,9.6,0.5
1110,NA,Hampden County,MA,Hampden County,2009-2013,356372,32603,9.1,0.3
1111,NA,Hampshire County,MA,Hampshire County,2009-2013,133071,10038,7.5,0.4
1112,NA,Middlesex County,MA,Middlesex County,2009-2013,1200369,74275,6.2,0.1
1113,NA,Nantucket County,MA,Nantucket County,2009-2013,8079,510,6.3,1.5
1114,NA,Norfolk County,MA,Norfolk County,2009-2013,525762,38108,7.2,0.2
1115,NA,Plymouth County,MA,Plymouth County,2009-2013,379385,35024,9.2,0.3
1116,NA,Suffolk County,MA,Suffolk County,2009-2013,606995,23808,3.9,0.2
1117,NA,Worcester County,MA,Worcester County,2009-2013,617972,53990,8.7,0.2
1469,NA,NA County,NA,United States,2010-2014,239305217,20700711,8.7,0.1
1470,NA,NA County,MA,MA,2010-2014,5250153,368593,7,0.1
1471,NA,Barnstable County,MA,Barnstable County,2010-2014,178969,20754,11.6,0.3
1472,NA,Berkshire County,MA,Berkshire County,2010-2014,105709,10419,9.9,0.5
1473,NA,Bristol County,MA,Bristol County,2010-2014,431651,32674,7.6,0.2
1474,NA,Dukes County,MA,Dukes County,2010-2014,13720,806,5.9,1.4
1475,NA,Essex County,MA,Essex County,2010-2014,586853,41374,7.1,0.2
1476,NA,Franklin County,MA,Franklin County,2010-2014,57777,5577,9.7,0.5
1477,NA,Hampden County,MA,Hampden County,2010-2014,358596,32189,9,0.3
1478,NA,Hampshire County,MA,Hampshire County,2010-2014,134417,9644,7.2,0.4
1479,NA,Middlesex County,MA,Middlesex County,2010-2014,1216763,70723,5.8,0.1
1480,NA,Nantucket County,MA,Nantucket County,2010-2014,8236,495,6,1.4
1481,NA,Norfolk County,MA,Norfolk County,2010-2014,531752,36323,6.8,0.2
1482,NA,Plymouth County,MA,Plymouth County,2010-2014,383989,34058,8.9,0.3
1483,NA,Suffolk County,MA,Suffolk County,2010-2014,617707,22327,3.6,0.2
1484,NA,Worcester County,MA,Worcester County,2010-2014,624014,51230,8.2,0.2
1836,NA,NA County,NA,United States,2011-2015,241816698,20108332,8.3,0.1
1837,NA,NA County,MA,MA,2011-2015,5303395,355083,6.7,0.1
1838,NA,Barnstable County,MA,Barnstable County,2011-2015,179448,20052,11.2,0.4
1839,NA,Berkshire County,MA,Berkshire County,2011-2015,105622,10062,9.5,0.5
1840,NA,Bristol County,MA,Bristol County,2011-2015,434348,31725,7.3,0.2
1841,NA,Dukes County,MA,Dukes County,2011-2015,13869,733,5.3,1.1
1842,NA,Essex County,MA,Essex County,2011-2015,593636,39966,6.7,0.1
1843,NA,Franklin County,MA,Franklin County,2011-2015,57900,5599,9.7,0.5
1844,NA,Hampden County,MA,Hampden County,2011-2015,361046,30575,8.5,0.3
1845,NA,Hampshire County,MA,Hampshire County,2011-2015,135365,9639,7.1,0.4
1846,NA,Middlesex County,MA,Middlesex County,2011-2015,1232059,67017,5.4,0.1
1847,NA,Nantucket County,MA,Nantucket County,2011-2015,8311,498,6,1.2
1848,NA,Norfolk County,MA,Norfolk County,2011-2015,536974,35124,6.5,0.2
1849,NA,Plymouth County,MA,Plymouth County,2011-2015,388134,32475,8.4,0.3
1850,NA,Suffolk County,MA,Suffolk County,2011-2015,627159,22034,3.5,0.2
1851,NA,Worcester County,MA,Worcester County,2011-2015,629524,49584,7.9,0.2
2203,NA,NA County,United States,United States,2012-2016,243935157,19535341,8,0.1
2204,NA,NA County,MA,MA,2012-2016,5346964,340288,6.4,0.1
2205,NA,Barnstable County,MA,Barnstable County,2012-2016,180011,19803,11,0.4
2206,NA,Berkshire County,MA,Berkshire County,2012-2016,105460,9718,9.2,0.5
2207,NA,Bristol County,MA,Bristol County,2012-2016,437197,30961,7.1,0.2
2208,NA,Dukes County,MA,Dukes County,2012-2016,14016,673,4.8,1
2209,NA,Essex County,MA,Essex County,2012-2016,599554,37573,6.3,0.2
2210,NA,Franklin County,MA,Franklin County,2012-2016,57918,5352,9.2,0.6
2211,NA,Hampden County,MA,Hampden County,2012-2016,362527,28938,8,0.2
2212,NA,Hampshire County,MA,Hampshire County,2012-2016,135902,9491,7,0.4
2213,NA,Middlesex County,MA,Middlesex County,2012-2016,1243726,64180,5.2,0.1
2214,NA,Nantucket County,MA,Nantucket County,2012-2016,8545,558,6.5,1.3
2215,NA,Norfolk County,MA,Norfolk County,2012-2016,541160,33027,6.1,0.2
2216,NA,Plymouth County,MA,Plymouth County,2012-2016,392370,31824,8.1,0.3
2217,NA,Suffolk County,MA,Suffolk County,2012-2016,634747,20658,3.3,0.2
2218,NA,Worcester County,MA,Worcester County,2012-2016,633831,47532,7.5,0.2
2570,NA,NA County,NA,United States,2013-2017,246379319,18939219,7.7,0.1
2571,NA,NA County,MA,MA,2013-2017,5400834,325299,6,0.1
2572,NA,Barnstable County,MA,Barnstable County,2013-2017,179883,18519,10.3,0.4
2573,NA,Berkshire County,MA,Berkshire County,2013-2017,105184,9294,8.8,0.5
2574,NA,Bristol County,MA,Bristol County,2013-2017,439894,30277,6.9,0.3
2575,NA,Dukes County,MA,Dukes County,2013-2017,14009,622,4.4,1.3
2576,NA,Essex County,MA,Essex County,2013-2017,606457,35277,5.8,0.2
2577,NA,Franklin County,MA,Franklin County,2013-2017,58130,5165,8.9,0.5
2578,NA,Hampden County,MA,Hampden County,2013-2017,364822,27547,7.6,0.3
2579,NA,Hampshire County,MA,Hampshire County,2013-2017,136450,8933,6.5,0.4
2580,NA,Middlesex County,MA,Middlesex County,2013-2017,1259923,61777,4.9,0.1
2581,NA,Nantucket County,MA,Nantucket County,2013-2017,8672,590,6.8,1.3
2582,NA,Norfolk County,MA,Norfolk County,2013-2017,544875,31923,5.9,0.2
2583,NA,Plymouth County,MA,Plymouth County,2013-2017,395725,30402,7.7,0.3
2584,NA,Suffolk County,MA,Suffolk County,2013-2017,646813,19646,3,0.1
2585,NA,Worcester County,MA,Worcester County,2013-2017,639997,45327,7.1,0.2
619,Nahant,Essex County,MA,Nahant,2006-2010,2806,297,10.6,2.8
620,Nahant,Essex County,MA,Nahant,2007-2011,2830,285,10.1,2.7
621,Nahant,Essex County,MA,Nahant,2008-2012,2868,239,8.3,2.3
1212,Nahant,Essex County,MA,Nahant,2009-2013,2916,216,7.4,2.2
1579,Nahant,Essex County,MA,Nahant,2010-2014,2913,158,5.4,1.9
1946,Nahant,Essex County,MA,Nahant,2011-2015,2890,131,4.5,2
2313,Nahant,Essex County,MA,Nahant,2012-2016,2954,121,4.1,1.7
2680,Nahant,Essex County,MA,Nahant,2013-2017,3032,122,4,2
622,Nantucket,Nantucket County,MA,Nantucket,2006-2010,7951,599,7.5,1.7
623,Nantucket,Nantucket County,MA,Nantucket,2007-2011,7991,619,7.7,1.8
624,Nantucket,Nantucket County,MA,Nantucket,2008-2012,7966,565,7.1,2
1349,Nantucket,Nantucket County,MA,Nantucket,2009-2013,8079,510,6.3,1.5
1716,Nantucket,Nantucket County,MA,Nantucket,2010-2014,8236,495,6,1.4
2083,Nantucket,Nantucket County,MA,Nantucket,2011-2015,8311,498,6,1.2
2450,Nantucket,Nantucket County,MA,Nantucket,2012-2016,8545,558,6.5,1.3
2817,Nantucket,Nantucket County,MA,Nantucket,2013-2017,8672,590,6.8,1.3
628,Natick,Middlesex County,MA,Natick,2006-2010,24822,2058,8.3,1
629,Natick,Middlesex County,MA,Natick,2007-2011,24669,1852,7.5,1
630,Natick,Middlesex County,MA,Natick,2008-2012,24913,1749,7,1.1
1326,Natick,Middlesex County,MA,Natick,2009-2013,25503,1831,7.2,0.9
1693,Natick,Middlesex County,MA,Natick,2010-2014,26041,1750,6.7,0.8
2060,Natick,Middlesex County,MA,Natick,2011-2015,26214,1576,6,0.9
2427,Natick,Middlesex County,MA,Natick,2012-2016,26730,1472,5.5,0.8
2794,Natick,Middlesex County,MA,Natick,2013-2017,27154,1344,4.9,0.7
631,Needham,Norfolk County,MA,Needham,2006-2010,20820,1665,8,1.1
632,Needham,Norfolk County,MA,Needham,2007-2011,20755,1542,7.4,1.2
633,Needham,Norfolk County,MA,Needham,2008-2012,21107,1553,7.4,1
1365,Needham,Norfolk County,MA,Needham,2009-2013,21255,1496,7,0.9
1732,Needham,Norfolk County,MA,Needham,2010-2014,21517,1407,6.5,1
2099,Needham,Norfolk County,MA,Needham,2011-2015,21832,1231,5.6,0.9
2466,Needham,Norfolk County,MA,Needham,2012-2016,21966,1262,5.7,1
2833,Needham,Norfolk County,MA,Needham,2013-2017,22215,1253,5.6,1
634,New Ashford,Berkshire County,MA,New Ashford,2006-2010,202,24,11.9,6.4
635,New Ashford,Berkshire County,MA,New Ashford,2007-2011,193,26,13.5,5.9
636,New Ashford,Berkshire County,MA,New Ashford,2008-2012,190,18,9.5,4.8
1149,New Ashford,Berkshire County,MA,New Ashford,2009-2013,190,14,7.4,3.9
1516,New Ashford,Berkshire County,MA,New Ashford,2010-2014,193,11,5.7,4.3
1883,New Ashford,Berkshire County,MA,New Ashford,2011-2015,237,15,6.3,3.3
2250,New Ashford,Berkshire County,MA,New Ashford,2012-2016,262,17,6.5,3.7
2617,New Ashford,Berkshire County,MA,New Ashford,2013-2017,282,25,8.9,4.6
637,New Bedford,Bristol County,MA,New Bedford,2006-2010,70744,5331,7.5,0.6
638,New Bedford,Bristol County,MA,New Bedford,2007-2011,72141,4990,6.9,0.6
639,New Bedford,Bristol County,MA,New Bedford,2008-2012,72822,4966,6.8,0.5
1175,New Bedford,Bristol County,MA,New Bedford,2009-2013,72916,4757,6.5,0.5
1542,New Bedford,Bristol County,MA,New Bedford,2010-2014,73386,4769,6.5,0.5
1909,New Bedford,Bristol County,MA,New Bedford,2011-2015,74006,4737,6.4,0.5
2276,New Bedford,Bristol County,MA,New Bedford,2012-2016,73572,4295,5.8,0.5
2643,New Bedford,Bristol County,MA,New Bedford,2013-2017,74009,3844,5.2,0.4
640,New Braintree,Worcester County,MA,New Braintree,2006-2010,761,72,9.5,3.3
641,New Braintree,Worcester County,MA,New Braintree,2007-2011,825,79,9.6,3.8
642,New Braintree,Worcester County,MA,New Braintree,2008-2012,808,78,9.7,3
1439,New Braintree,Worcester County,MA,New Braintree,2009-2013,767,89,11.6,3.2
1806,New Braintree,Worcester County,MA,New Braintree,2010-2014,836,91,10.9,2.6
2173,New Braintree,Worcester County,MA,New Braintree,2011-2015,867,87,10,2.5
2540,New Braintree,Worcester County,MA,New Braintree,2012-2016,854,81,9.5,2.7
2907,New Braintree,Worcester County,MA,New Braintree,2013-2017,960,77,8,2.4
643,New Marlborough,Berkshire County,MA,New Marlborough,2006-2010,1269,121,9.5,2.9
644,New Marlborough,Berkshire County,MA,New Marlborough,2007-2011,1215,118,9.7,3.6
645,New Marlborough,Berkshire County,MA,New Marlborough,2008-2012,1227,125,10.2,3.8
1150,New Marlborough,Berkshire County,MA,New Marlborough,2009-2013,1258,147,11.7,3.7
1517,New Marlborough,Berkshire County,MA,New Marlborough,2010-2014,1243,140,11.3,3.5
1884,New Marlborough,Berkshire County,MA,New Marlborough,2011-2015,1236,130,10.5,2.9
2251,New Marlborough,Berkshire County,MA,New Marlborough,2012-2016,1206,130,10.8,3
2618,New Marlborough,Berkshire County,MA,New Marlborough,2013-2017,1181,116,9.8,2.9
646,New Salem,Franklin County,MA,New Salem,2006-2010,753,95,12.6,3.3
647,New Salem,Franklin County,MA,New Salem,2007-2011,766,83,10.8,3.3
648,New Salem,Franklin County,MA,New Salem,2008-2012,776,89,11.5,3.6
1242,New Salem,Franklin County,MA,New Salem,2009-2013,853,87,10.2,3.2
1609,New Salem,Franklin County,MA,New Salem,2010-2014,877,100,11.4,3.2
1976,New Salem,Franklin County,MA,New Salem,2011-2015,835,103,12.3,3.4
2343,New Salem,Franklin County,MA,New Salem,2012-2016,818,114,13.9,3.1
2710,New Salem,Franklin County,MA,New Salem,2013-2017,820,107,13,4
649,Newbury,Essex County,MA,Newbury,2006-2010,5104,477,9.3,2.6
650,Newbury,Essex County,MA,Newbury,2007-2011,5062,426,8.4,2.3
651,Newbury,Essex County,MA,Newbury,2008-2012,5151,455,8.8,2.2
1213,Newbury,Essex County,MA,Newbury,2009-2013,5211,403,7.7,2.1
1580,Newbury,Essex County,MA,Newbury,2010-2014,5431,440,8.1,2.2
1947,Newbury,Essex County,MA,Newbury,2011-2015,5504,391,7.1,2.2
2314,Newbury,Essex County,MA,Newbury,2012-2016,5592,361,6.5,1.9
2681,Newbury,Essex County,MA,Newbury,2013-2017,5597,363,6.5,2.2
