"","Municipal","State","Year","Average_Monthly_Employment","Average_Weekly_Wage","Number_of_Employer_Establishments","Total_Wages_Paid_to_All_Workers","Inflation_Adjusted_Average_Weekly_Wage","Change","Employment_Change_Pct","Establishment_Change","Establishment_Change_Pct","Average_Weekly_Wage_Change","Average_Weekly_Wage_Change_Pct","Employment_difference","Establishment_difference","Average_Weekly_Wage_difference"
"37","Acushnet","MA",2009,1102,664,193,38025581,758.655523289689,0.520793950850662,52.0793950850662,1.02659574468085,102.659574468085,0.813552640603452,81.3552640603452,-47.9,2.7,-18.6
"38","Acushnet","MA",2010,1130,704,203,41376889,791.376894008878,0.534026465028355,53.4026465028355,1.07978723404255,107.978723404255,0.848641764369834,84.8641764369834,-46.6,8,-15.1
"39","Acushnet","MA",2011,1130,727,198,42729419,792.224736484113,0.534026465028355,53.4026465028355,1.0531914893617,105.31914893617,0.849550957624702,84.9550957624702,-46.6,5.3,-15
"40","Acushnet","MA",2012,1177,707,190,43249021,754.809968901626,0.556238185255199,55.6238185255199,1.01063829787234,101.063829787234,0.80942881782625,80.942881782625,-44.4,1.1,-19.1
"41","Acushnet","MA",2013,1236,768,203,49340813,808.098318573814,0.584120982986768,58.4120982986768,1.07978723404255,107.978723404255,0.866573168929398,86.6573168929398,-41.6,8,-13.3
"42","Acushnet","MA",2014,1322,824,209,56623762,853.181941065153,0.62476370510397,62.476370510397,1.11170212765957,111.170212765957,0.914919090101572,91.4919090101572,-37.5,11.2,-8.5
"43","Acushnet","MA",2015,1343,882,215,61581889,912.153305459102,0.63468809073724,63.468809073724,1.1436170212766,114.36170212766,0.978157684891801,97.8157684891801,-36.5,14.4,-2.2
"44","Acushnet","MA",2016,1485,900,222,69459966,919.173190781936,0.70179584120983,70.179584120983,1.18085106382979,118.085106382979,0.985685536552803,98.5685536552803,-29.8,18.1,-1.4
"45","Acushnet","MA",2017,1543,968,234,77655011,968,0.729206049149338,72.9206049149338,1.24468085106383,124.468085106383,1.03804550540843,103.804550540843,-27.1,24.5,3.8
"46","Adams","MA",2003,2061,596,200,63830678,793.975652173913,1,100,1,100,1,100,0,0,0
"47","Adams","MA",2004,1912,613,205,60922310,795.43970354685,0.927704997573993,92.7704997573993,1.025,102.5,1.0018439499611,100.18439499611,-7.2,2.5,0.2
"48","Adams","MA",2005,1894,612,196,60296646,768.11797235023,0.918971373119845,91.8971373119845,0.98,98,0.967432653944886,96.7432653944886,-8.1,-2,-3.3
"49","Adams","MA",2006,1920,662,207,66105937,804.907936507937,0.931586608442504,93.1586608442504,1.035,103.5,1.01376904229253,101.376904229253,-6.8,3.5,1.4
"50","Adams","MA",2007,1833,666,206,63502061,787.346123795468,0.889374090247453,88.9374090247453,1.03,103,0.991650211992908,99.1650211992908,-11.1,3,-0.8
"51","Adams","MA",2008,1824,688,207,65232780,783.280121503184,0.885007278020378,88.5007278020378,1.035,103.5,0.986529145268568,98.6529145268568,-11.5,3.5,-1.3
"52","Adams","MA",2009,1719,696,211,62184244,795.217235255457,0.834061135371179,83.4061135371179,1.055,105.5,1.00156375460399,100.156375460399,-16.6,5.5,0.2
"53","Adams","MA",2010,1756,701,223,64007346,788.004549290091,0.85201358563804,85.201358563804,1.115,111.5,0.992479488675158,99.2479488675158,-14.8,11.5,-0.8
"54","Adams","MA",2011,1759,703,227,64288690,766.071512721227,0.853469189713731,85.3469189713731,1.135,113.5,0.964855169832621,96.4855169832621,-14.7,13.5,-3.5
"55","Adams","MA",2012,1813,731,227,68917185,780.432938142983,0.879670063076177,87.9670063076177,1.135,113.5,0.9829431620556,98.29431620556,-12,13.5,-1.7
"56","Adams","MA",2013,1792,725,225,67561185,762.853230424499,0.869480834546337,86.9480834546337,1.125,112.5,0.960801793273886,96.0801793273886,-13.1,12.5,-3.9
"57","Adams","MA",2014,1835,755,239,72056319,781.738307650716,0.89034449296458,89.034449296458,1.195,119.5,0.984587254672495,98.4587254672495,-11,19.5,-1.5
"58","Adams","MA",2015,1838,796,241,76098412,823.213187239734,0.891800097040272,89.1800097040272,1.205,120.5,1.03682422122866,103.682422122866,-10.8,20.5,3.7
"59","Adams","MA",2016,1827,821,250,78023598,838.490210702188,0.88646288209607,88.646288209607,1.25,125,1.05606539496066,105.606539496066,-11.4,25,5.6
"60","Adams","MA",2017,1814,825,245,77837679,825,0.88015526443474,88.015526443474,1.225,122.5,1.0390746841432,103.90746841432,-12,22.5,3.9
"61","Agawam","MA",2003,11301,599,733,352278838,797.972173913043,1,100,1,100,1,100,0,0,0
"62","Agawam","MA",2004,11823,622,753,382434722,807.118263631551,1.04619060260154,104.619060260154,1.02728512960437,102.728512960437,1.01146166497719,101.146166497719,4.6,2.7,1.1
"63","Agawam","MA",2005,12125,640,755,403762427,803.260624679979,1.07291390142465,107.291390142465,1.0300136425648,103.00136425648,1.00662736238158,100.662736238158,7.3,3,0.7
"64","Agawam","MA",2006,12130,671,768,423115065,815.850793650794,1.07335634014689,107.335634014689,1.04774897680764,104.774897680764,1.02240506664547,102.240506664547,7.3,4.8,2.2
"65","Agawam","MA",2007,12020,713,772,445779786,842.909588988242,1.06362268825768,106.362268825768,1.05320600272851,105.320600272851,1.05631451389443,105.631451389443,6.4,5.3,5.6
"66","Agawam","MA",2008,12091,729,760,458526302,829.95815199974,1.06990531811344,106.990531811344,1.03683492496589,103.683492496589,1.04008407702971,104.008407702971,7,3.7,4
"67","Agawam","MA",2009,11562,727,754,436884798,830.636393722295,1.02309530130077,102.309530130077,1.02864938608458,102.864938608458,1.04093403363813,104.093403363813,2.3,2.9,4.1
"68","Agawam","MA",2010,11637,744,769,450296454,836.341490259383,1.02973188213432,102.973188213432,1.04911323328786,104.911323328786,1.04808352672022,104.808352672022,3,4.9,4.8
"69","Agawam","MA",2011,11823,755,775,463958090,822.736830874148,1.04619060260154,104.619060260154,1.05729877216917,105.729877216917,1.03103448687899,103.103448687899,4.6,5.7,3.1
"70","Agawam","MA",2012,11953,806,772,500699686,860.504717022222,1.0576940093797,105.76940093797,1.05320600272851,105.320600272851,1.07836431539027,107.836431539027,5.8,5.3,7.8
"71","Agawam","MA",2013,11850,809,787,498336060,851.23898401851,1.04857977170162,104.857977170162,1.07366984993179,107.366984993179,1.06675271625608,106.675271625608,4.9,7.4,6.7
"72","Agawam","MA",2014,11941,839,827,520926713,868.713165720465,1.05663215644633,105.663215644633,1.12824010914052,112.824010914052,1.08865095064722,108.865095064722,5.7,12.8,8.9
"73","Agawam","MA",2015,12040,858,855,537453383,887.332807351371,1.06539244314662,106.539244314662,1.16643929058663,116.643929058663,1.11198464853746,111.198464853746,6.5,16.6,11.2
"74","Agawam","MA",2016,12147,880,900,555904598,898.74711987567,1.0748606318025,107.48606318025,1.22783083219645,122.783083219645,1.12628879709985,112.628879709985,7.5,22.8,12.6
"75","Agawam","MA",2017,12166,899,897,568743486,899,1.076541898947,107.6541898947,1.2237380627558,122.37380627558,1.12660570053658,112.660570053658,7.7,22.4,12.7
"76","Alford","MA",2003,41,542,11,1164553,722.038260869565,1,100,1,100,1,100,0,0,0
"77","Alford","MA",2004,38,635,10,1246274,823.987294865008,0.926829268292683,92.6829268292683,0.909090909090909,90.9090909090909,1.14119616579967,114.119616579967,-7.3,-9.1,14.1
"78","Alford","MA",2005,35,563,8,1023873,706.618330773169,0.853658536585366,85.3658536585366,0.727272727272727,72.7272727272727,0.978643887821367,97.8643887821367,-14.6,-27.3,-2.1
"79","Alford","MA",2006,37,559,10,1074792,679.673015873016,0.902439024390244,90.2439024390244,0.909090909090909,90.9090909090909,0.941325484683418,94.1325484683419,-9.8,-9.1,-5.9
"80","Alford","MA",2007,38,747,11,1476379,883.104436148971,0.926829268292683,92.6829268292683,1,100,1.22307152405668,122.307152405668,-7.3,0,22.3
"81","Alford","MA",2008,28,1007,12,1466091,1146.45796853736,0.682926829268293,68.2926829268293,1.09090909090909,109.090909090909,1.58780778065232,158.780778065232,-31.7,9.1,58.8
"82","Alford","MA",2009,34,681,11,1203910,778.078932771503,0.829268292682927,82.9268292682927,1,100,1.07761454612453,107.761454612453,-17.1,0,7.8
"83","Alford","MA",2010,24,424,10,529429,476.624720255347,0.585365853658537,58.5365853658537,0.909090909090909,90.9090909090909,0.660110060762346,66.0110060762346,-41.5,-9.1,-34
"84","Alford","MA",2014,26,889,7,1201935,920.483914571506,0.634146341463415,63.4146341463415,0.636363636363636,63.6363636363636,1.27484091142615,127.484091142615,-36.6,-36.4,27.5
"85","Alford","MA",2016,25,640,9,832565,653.634269000488,0.609756097560976,60.9756097560976,0.818181818181818,81.8181818181818,0.905262649396588,90.5262649396588,-39,-18.2,-9.5
"86","Alford","MA",2017,25,498,8,647719,498,0.609756097560976,60.9756097560976,0.727272727272727,72.7272727272727,0.689714142572235,68.9714142572235,-39,-27.3,-31
"87","Amesbury","MA",2003,4551,690,409,163366551,919.2,1,100,1,100,1,100,0,0,0
"88","Amesbury","MA",2004,4700,713,426,174236890,925.201482265749,1.0327400571303,103.27400571303,1.04156479217604,104.156479217604,1.00652902770425,100.652902770425,3.3,4.2,0.7
"89","Amesbury","MA",2005,4727,724,421,177897929,908.688581669227,1.03867281916062,103.867281916062,1.02933985330073,102.933985330073,0.988564601467827,98.8564601467827,3.9,2.9,-1.1
"90","Amesbury","MA",2006,4715,738,428,181006411,897.314285714286,1.03603603603604,103.603603603604,1.04645476772616,104.645476772616,0.976190476190476,97.6190476190476,3.6,4.6,-2.4
"91","Amesbury","MA",2007,4709,751,437,183819088,887.833241697292,1.03471764447374,103.471764447374,1.06845965770171,106.845965770171,0.965876024474861,96.5876024474861,3.5,6.8,-3.4
"92","Amesbury","MA",2008,4657,766,453,185474432,872.08222830151,1.02329158426719,102.329158426719,1.10757946210269,110.757946210269,0.948740457247074,94.8740457247074,2.3,10.8,-5.1
"93","Amesbury","MA",2009,4587,767,468,182983772,876.338533679505,1.00791034937376,100.791034937376,1.14425427872861,114.425427872861,0.953370902610428,95.3370902610428,0.8,14.4,-4.7
"94","Amesbury","MA",2010,4707,785,474,192048675,882.43020141615,1.03427818061964,103.427818061964,1.15892420537897,115.892420537897,0.95999804331609,95.999804331609,3.4,15.9,-4
"95","Amesbury","MA",2011,4730,789,466,194073069,859.787231204904,1.03933201494177,103.933201494177,1.13936430317848,113.936430317848,0.935364698873917,93.5364698873917,3.9,13.9,-6.5
"96","Amesbury","MA",2012,4778,822,462,204237627,877.586696516459,1.04987914744012,104.987914744012,1.12958435207824,112.958435207824,0.954728782111031,95.4728782111031,5,13,-4.5
"97","Amesbury","MA",2013,4802,827,462,206477173,870.178788360084,1.0551527136893,105.51527136893,1.12958435207824,112.958435207824,0.946669700130639,94.6669700130639,5.5,13,-5.3
"98","Amesbury","MA",2014,4816,863,479,216155731,893.563125168965,1.05822896066799,105.822896066799,1.17114914425428,117.114914425428,0.97210957916554,97.210957916554,5.8,17.1,-2.8
"99","Amesbury","MA",2015,4935,918,487,235603576,949.384052620698,1.08437705998682,108.437705998682,1.19070904645477,119.070904645477,1.03283730702861,103.283730702861,8.4,19.1,3.3
"100","Amesbury","MA",2016,4930,976,515,250215729,996.792260225743,1.08327840035157,108.327840035157,1.25916870415648,125.916870415648,1.08441281573732,108.441281573732,8.3,25.9,8.4
"101","Amesbury","MA",2017,4926,963,536,246627876,963,1.08239947264337,108.239947264338,1.31051344743276,131.051344743276,1.0476501305483,104.76501305483,8.2,31.1,4.8
"102","Amherst","MA",2003,12545,804,744,524694883,1071.06782608696,1,100,1,100,1,100,0,0,0
"103","Amherst","MA",2004,14156,761,755,559955833,987.487136050821,1.12841769629334,112.841769629334,1.01478494623656,101.478494623656,0.921965081948647,92.1965081948647,12.8,1.5,-7.8
"104","Amherst","MA",2005,13986,800,750,581877901,1004.07578084997,1.11486648066959,111.486648066959,1.00806451612903,100.806451612903,0.937453031819907,93.7453031819907,11.5,0.8,-6.3
"105","Amherst","MA",2006,14266,773,742,573067397,939.869841269841,1.13718612993224,113.718612993224,0.997311827956989,99.7311827956989,0.877507304746111,87.7507304746111,13.7,-0.3,-12.2
"106","Amherst","MA",2007,14617,827,777,628568962,977.680547115394,1.16516540454364,116.516540454364,1.04435483870968,104.435483870968,0.9128091828575,91.28091828575,16.5,4.4,-8.7
"107","Amherst","MA",2008,14651,858,1010,653396530,976.823174781587,1.16787564766839,116.787564766839,1.35752688172043,135.752688172043,0.9120086991599,91.20086991599,16.8,35.8,-8.8
"108","Amherst","MA",2009,14606,877,1057,665959589,1002.01941856183,1.16428856117975,116.428856117975,1.42069892473118,142.069892473118,0.935533113922967,93.5533113922967,16.4,42.1,-6.4
"109","Amherst","MA",2010,14820,843,1042,649951571,947.628865979381,1.18134715025907,118.134715025907,1.4005376344086,140.05376344086,0.884751500230805,88.4751500230805,18.1,40.1,-11.5
"110","Amherst","MA",2011,15207,848,1009,670959296,924.080572955335,1.21219609406138,121.219609406138,1.35618279569892,135.618279569892,0.862765690881944,86.2765690881944,21.2,35.6,-13.7
"111","Amherst","MA",2012,15595,868,952,703879125,926.697387562393,1.24312475089677,124.312475089677,1.27956989247312,127.956989247312,0.865208873790927,86.5208873790927,24.3,28,-13.5
"112","Amherst","MA",2013,15679,906,950,738477672,953.303485192546,1.24982064567557,124.982064567557,1.27688172043011,127.688172043011,0.890049595342014,89.0049595342014,25,27.7,-11
"113","Amherst","MA",2014,16386,913,941,778024031,945.333874020006,1.30617776006377,130.617776006377,1.26478494623656,126.478494623656,0.88260878629292,88.2608786292921,30.6,26.5,-11.7
"114","Amherst","MA",2015,16725,971,932,844769023,1004.19598594194,1.3332004782782,133.32004782782,1.25268817204301,125.268817204301,0.937565261026158,93.7565261026158,33.3,25.3,-6.2
"115","Amherst","MA",2016,17123,958,934,853338179,978.408796410105,1.3649262654444,136.49262654444,1.25537634408602,125.537634408602,0.913489111128123,91.3489111128123,36.5,25.5,-8.7
"116","Amherst","MA",2017,17508,995,924,906056086,995,1.39561578318055,139.561578318055,1.24193548387097,124.193548387097,0.928979450008443,92.8979450008443,39.6,24.2,-7.1
"117","Andover","MA",2003,31769,1110,1108,1833764007,1478.71304347826,1,100,1,100,1,100,0,0,0
"118","Andover","MA",2004,31600,1154,1148,1895886217,1497.45092641609,0.994680348767667,99.4680348767667,1.03610108303249,103.610108303249,1.01267175062834,101.267175062834,-0.5,3.6,1.3
"119","Andover","MA",2005,31907,1199,1104,1989296815,1504.8585765489,1.0043438572193,100.43438572193,0.996389891696751,99.6389891696751,1.01768127574579,101.768127574579,0.4,-0.4,1.8
"120","Andover","MA",2006,31843,1287,1119,2131460627,1564.82857142857,1.00232931474079,100.232931474078,1.00992779783393,100.992779783393,1.05823680823681,105.823680823681,0.2,1,5.8
"121","Andover","MA",2007,32440,1350,1135,2277119921,1595.97187255838,1.0211212187982,102.11212187982,1.02436823104693,102.436823104693,1.07929789325744,107.929789325744,2.1,2.4,7.9
"122","Andover","MA",2008,32769,1369,1123,2332833133,1558.59082316549,1.03147722622682,103.147722622682,1.01353790613718,101.353790613718,1.05401844532279,105.401844532279,3.1,1.4,5.4
"123","Andover","MA",2009,31840,1440,1122,2383395873,1645.27703845957,1.0022348830621,100.22348830621,1.01263537906137,101.263537906137,1.11264118871198,111.264118871198,0.2,1.3,11.3
"124","Andover","MA",2010,31613,1498,1167,2463133945,1683.92412958139,0.995089552708615,99.5089552708615,1.05324909747292,105.324909747292,1.13877681474996,113.877681474996,-0.5,5.3,13.9
"125","Andover","MA",2011,32326,1562,1195,2625047003,1702.13897990122,1.01753281500834,101.753281500834,1.07851985559567,107.851985559567,1.15109485738856,115.109485738856,1.8,7.9,15.1
"126","Andover","MA",2012,33916,1612,1195,2842281090,1721.00943404444,1.06758160470899,106.758160470899,1.07851985559567,107.851985559567,1.1638562611149,116.38562611149,6.8,7.9,16.4
"127","Andover","MA",2013,34047,1638,1179,2900352750,1723.52219508321,1.07170512134471,107.170512134471,1.06407942238267,106.407942238267,1.16555555027033,116.555555027033,7.2,6.4,16.6
"128","Andover","MA",2014,34050,1729,1231,3060833856,1790.23249526899,1.07179955302339,107.179955302339,1.11101083032491,111.101083032491,1.21066930677636,121.066930677636,7.2,11.1,21.1
"129","Andover","MA",2015,34182,1762,1216,3131688936,1822.23823607589,1.07595454688533,107.595454688533,1.09747292418773,109.747292418773,1.23231362847087,123.231362847087,7.6,9.7,23.2
"130","Andover","MA",2016,34294,1879,1236,3350348275,1919.02936164362,1.07947999622273,107.947999622273,1.11552346570397,111.552346570397,1.29776995618409,129.776995618409,7.9,11.6,29.8
"131","Andover","MA",2017,35108,2003,1245,3656272275,2003,1.10510245837137,110.510245837137,1.12364620938628,112.364620938628,1.35455625338132,135.455625338132,10.5,12.4,35.5
"132","Aquinnah","MA",2003,71,580,11,2135288,772.660869565217,1,100,1,100,1,100,0,0,0
"133","Aquinnah","MA",2004,87,492,10,2214689,638.427951296983,1.22535211267606,122.535211267606,0.909090909090909,90.9090909090909,0.826271882587028,82.6271882587028,22.5,-9.1,-17.4
"134","Aquinnah","MA",2005,89,503,6,2327616,631.312647209421,1.25352112676056,125.352112676056,0.545454545454545,54.5454545454545,0.817063050655932,81.7063050655932,25.4,-45.5,-18.3
"135","Aquinnah","MA",2006,78,577,8,2341494,701.55873015873,1.09859154929577,109.859154929577,0.727272727272727,72.7272727272727,0.907977558839628,90.7977558839628,9.9,-27.3,-9.2
"136","Aquinnah","MA",2007,73,660,7,2504698,780.252915472987,1.02816901408451,102.816901408451,0.636363636363636,63.6363636363636,1.00982584495581,100.982584495581,2.8,-36.4,1
"137","Aquinnah","MA",2008,73,653,6,2479730,743.433022298807,1.02816901408451,102.816901408451,0.545454545454545,54.5454545454545,0.962172476415355,96.2172476415355,2.8,-45.5,-3.8
"138","Aquinnah","MA",2009,82,613,6,2615005,700.385294844246,1.15492957746479,115.492957746479,0.545454545454545,54.5454545454545,0.906458864984788,90.6458864984788,15.5,-45.5,-9.4
"139","Aquinnah","MA",2010,88,701,10,3208035,788.004549290091,1.23943661971831,123.943661971831,0.909090909090909,90.9090909090909,1.01985823319034,101.985823319034,23.9,-9.1,2
"140","Aquinnah","MA",2011,92,706,11,3376992,769.340665691587,1.29577464788732,129.577464788732,1,100,0.995702896310126,99.5702896310126,29.6,0,-0.4
"141","Aquinnah","MA",2012,81,820,8,3452921,875.45144907968,1.14084507042254,114.084507042254,0.727272727272727,72.7272727272727,1.13303453502479,113.303453502479,14.1,-27.3,13.3
"142","Aquinnah","MA",2013,84,841,9,3672495,884.909747292419,1.1830985915493,118.30985915493,0.818181818181818,81.8181818181818,1.14527573758247,114.527573758247,18.3,-18.2,14.5
"143","Aquinnah","MA",2014,83,869,7,3748539,899.77561503109,1.16901408450704,116.901408450704,0.636363636363636,63.6363636363636,1.16451557270837,116.451557270837,16.9,-36.4,16.5
"144","Aquinnah","MA",2015,76,925,7,3655778,956.623364568786,1.07042253521127,107.042253521127,0.636363636363636,63.6363636363636,1.23808957105216,123.808957105216,7,-36.4,23.8
"145","Aquinnah","MA",2016,82,886,11,3776348,904.87494114755,1.15492957746479,115.492957746479,1,100,1.17111526775871,117.111526775871,15.5,0,17.1
"146","Aquinnah","MA",2017,88,872,13,3988653,872,1.23943661971831,123.943661971831,1.18181818181818,118.181818181818,1.1285675700009,112.85675700009,23.9,18.2,12.9
"147","Arlington","MA",2003,7861,724,973,295975032,964.493913043478,1,100,1,100,1,100,0,0,0
"148","Arlington","MA",2004,7913,758,981,311768678,983.594282689254,1.00661493448671,100.661493448671,1.0082219938335,100.82219938335,1.01980351497036,101.980351497036,0.7,0.8,2
"149","Arlington","MA",2005,8084,764,962,321255966,958.892370711725,1.02836789212568,102.836789212568,0.988694758478931,98.8694758478931,0.994192247088344,99.4192247088344,2.8,-1.1,-0.6
"150","Arlington","MA",2006,7956,777,941,321426996,944.733333333333,1.0120849764661,101.20849764661,0.967112024665981,96.7112024665981,0.97951197053407,97.951197053407,1.2,-3.3,-2
"151","Arlington","MA",2007,7997,800,949,332509527,945.761109664226,1.01730059788831,101.730059788831,0.975334018499486,97.5334018499486,0.980577582578888,98.0577582578888,1.7,-2.5,-1.9
"152","Arlington","MA",2008,7972,814,967,337423595,926.729678638941,1.01412034092355,101.412034092355,0.993833504624872,99.3833504624872,0.960845544078789,96.0845544078789,1.4,-0.6,-3.9
"153","Arlington","MA",2009,8123,818,984,345678509,934.608762124948,1.03332909299071,103.332909299071,1.01130524152107,101.130524152107,0.969014681674634,96.9014681674634,3.3,1.1,-3.1
"154","Arlington","MA",2010,8009,807,1011,336276840,907.160729353927,1.0188271212314,101.88271212314,1.03905447070915,103.905447070915,0.940556199563111,94.0556199563111,1.9,3.9,-5.9
"155","Arlington","MA",2011,8166,834,1031,354072292,908.824525760317,1.03879913497011,103.879913497011,1.05960945529291,105.960945529291,0.942281245604241,94.2281245604241,3.9,6,-5.8
"156","Arlington","MA",2012,8432,844,1038,369901469,901.074418321036,1.07263706907518,107.263706907518,1.06680369989723,106.680369989723,0.934245832073403,93.4245832073402,7.3,6.7,-6.6
