"","Municipal","County","State","Region","Five Year Average","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Margin of Error; Median household income in the past 12 months (inflation-adjusted dollars)"
"1153","Southampton","Hampshire County","MA","Southampton","2005-2009",2009,80667,7363
"1154","Southampton","Hampshire County","MA","Southampton","2006-2010",2010,80738,13243
"1155","Southampton","Hampshire County","MA","Southampton","2007-2011",2011,76396,12049
"1156","Southampton","Hampshire County","MA","Southampton","2008-2012",2012,76264,11167
"1157","Southborough","Worcester County","MA","Southborough","2005-2009",2009,128980,15995
"1158","Southborough","Worcester County","MA","Southborough","2006-2010",2010,140184,15382
"1159","Southborough","Worcester County","MA","Southborough","2007-2011",2011,142520,17445
"1160","Southborough","Worcester County","MA","Southborough","2008-2012",2012,135603,12133
"1161","Southbridge","Worcester County","MA","Southbridge","2006-2010",2010,47234,3788
"1162","Southbridge","Worcester County","MA","Southbridge","2007-2011",2011,43965,3078
"1163","Southbridge","Worcester County","MA","Southbridge","2008-2012",2012,46955,5882
"1164","Southbridge","Worcester County","MA","Southbridge","2005-2009",2009,42550,2797
"1165","Southwick","Hampden County","MA","Southwick","2005-2009",2009,70423,4923
"1166","Southwick","Hampden County","MA","Southwick","2006-2010",2010,72331,3554
"1167","Southwick","Hampden County","MA","Southwick","2007-2011",2011,74721,4247
"1168","Southwick","Hampden County","MA","Southwick","2008-2012",2012,75743,7343
"1169","Spencer","Worcester County","MA","Spencer","2005-2009",2009,61484,9028
"1170","Spencer","Worcester County","MA","Spencer","2006-2010",2010,63761,5189
"1171","Spencer","Worcester County","MA","Spencer","2007-2011",2011,59420,8017
"1172","Spencer","Worcester County","MA","Spencer","2008-2012",2012,59359,9776
"1173","Springfield","Hampden County","MA","Springfield","2005-2009",2009,34113,1062
"1174","Springfield","Hampden County","MA","Springfield","2006-2010",2010,34628,971
"1175","Springfield","Hampden County","MA","Springfield","2007-2011",2011,35603,1067
"1176","Springfield","Hampden County","MA","Springfield","2008-2012",2012,35163,1126
"1177","Sterling","Worcester County","MA","Sterling","2005-2009",2009,100019,11045
"1178","Sterling","Worcester County","MA","Sterling","2006-2010",2010,102115,11502
"1179","Sterling","Worcester County","MA","Sterling","2007-2011",2011,102270,13859
"1180","Sterling","Worcester County","MA","Sterling","2008-2012",2012,102847,13697
"1181","Stockbridge","Berkshire County","MA","Stockbridge","2005-2009",2009,55433,9479
"1182","Stockbridge","Berkshire County","MA","Stockbridge","2006-2010",2010,55096,12403
"1183","Stockbridge","Berkshire County","MA","Stockbridge","2007-2011",2011,53698,15570
"1184","Stockbridge","Berkshire County","MA","Stockbridge","2008-2012",2012,54952,12542
"1185","Stoneham","Middlesex County","MA","Stoneham","2005-2009",2009,73818,4627
"1186","Stoneham","Middlesex County","MA","Stoneham","2006-2010",2010,76574,2802
"1187","Stoneham","Middlesex County","MA","Stoneham","2007-2011",2011,77476,3752
"1188","Stoneham","Middlesex County","MA","Stoneham","2008-2012",2012,72938,6484
"1189","Stoughton","Norfolk County","MA","Stoughton","2005-2009",2009,66018,2878
"1190","Stoughton","Norfolk County","MA","Stoughton","2006-2010",2010,67175,4384
"1191","Stoughton","Norfolk County","MA","Stoughton","2007-2011",2011,68191,4523
"1192","Stoughton","Norfolk County","MA","Stoughton","2008-2012",2012,75095,5783
"1193","Stow","Middlesex County","MA","Stow","2005-2009",2009,122500,13625
"1194","Stow","Middlesex County","MA","Stow","2006-2010",2010,117440,24538
"1195","Stow","Middlesex County","MA","Stow","2007-2011",2011,112130,24958
"1196","Stow","Middlesex County","MA","Stow","2008-2012",2012,112375,20914
"1197","Sturbridge","Worcester County","MA","Sturbridge","2005-2009",2009,72628,11503
"1198","Sturbridge","Worcester County","MA","Sturbridge","2006-2010",2010,71607,9103
"1199","Sturbridge","Worcester County","MA","Sturbridge","2007-2011",2011,79044,10437
"1200","Sturbridge","Worcester County","MA","Sturbridge","2008-2012",2012,83375,9351
"1201","Sudbury","Middlesex County","MA","Sudbury","2005-2009",2009,147383,8391
"1202","Sudbury","Middlesex County","MA","Sudbury","2006-2010",2010,153295,9303
"1203","Sudbury","Middlesex County","MA","Sudbury","2007-2011",2011,159713,11056
"1204","Sudbury","Middlesex County","MA","Sudbury","2008-2012",2012,164337,8374
"1205",NA,"Suffolk County","MA","Suffolk County","2005-2009",2009,51896,858
"1206",NA,"Suffolk County","MA","Suffolk County","2006-2010",2010,50597,809
"1207",NA,"Suffolk County","MA","Suffolk County","2007-2011",2011,51638,717
"1208",NA,"Suffolk County","MA","Suffolk County","2008-2012",2012,52700,613
"1209","Sunderland","Franklin County","MA","Sunderland","2005-2009",2009,49985,8496
"1210","Sunderland","Franklin County","MA","Sunderland","2006-2010",2010,53945,8639
"1211","Sunderland","Franklin County","MA","Sunderland","2007-2011",2011,54208,7829
"1212","Sunderland","Franklin County","MA","Sunderland","2008-2012",2012,53938,10248
"1213","Sutton","Worcester County","MA","Sutton","2005-2009",2009,107949,9169
"1214","Sutton","Worcester County","MA","Sutton","2006-2010",2010,105164,16992
"1215","Sutton","Worcester County","MA","Sutton","2007-2011",2011,107500,9685
"1216","Sutton","Worcester County","MA","Sutton","2008-2012",2012,112286,8378
"1217","Swampscott","Essex County","MA","Swampscott","2005-2009",2009,88261,6627
"1218","Swampscott","Essex County","MA","Swampscott","2006-2010",2010,90763,7323
"1219","Swampscott","Essex County","MA","Swampscott","2007-2011",2011,90148,7978
"1220","Swampscott","Essex County","MA","Swampscott","2008-2012",2012,93281,7313
"1221","Swansea","Bristol County","MA","Swansea","2005-2009",2009,67595,3557
"1222","Swansea","Bristol County","MA","Swansea","2006-2010",2010,68773,4168
"1223","Swansea","Bristol County","MA","Swansea","2007-2011",2011,71716,4045
"1224","Swansea","Bristol County","MA","Swansea","2008-2012",2012,71926,6500
"1225","Taunton","Bristol County","MA","Taunton","2005-2009",2009,55090,2897
"1226","Taunton","Bristol County","MA","Taunton","2006-2010",2010,53600,2300
"1227","Taunton","Bristol County","MA","Taunton","2007-2011",2011,53401,2751
"1228","Taunton","Bristol County","MA","Taunton","2008-2012",2012,53631,1896
"1229","Templeton","Worcester County","MA","Templeton","2005-2009",2009,66296,6620
"1230","Templeton","Worcester County","MA","Templeton","2006-2010",2010,66138,5185
"1231","Templeton","Worcester County","MA","Templeton","2007-2011",2011,70116,6045
"1232","Templeton","Worcester County","MA","Templeton","2008-2012",2012,68942,6642
"1233","Tewksbury","Middlesex County","MA","Tewksbury","2005-2009",2009,83709,4806
"1234","Tewksbury","Middlesex County","MA","Tewksbury","2006-2010",2010,84149,5367
"1235","Tewksbury","Middlesex County","MA","Tewksbury","2007-2011",2011,86378,4335
"1236","Tewksbury","Middlesex County","MA","Tewksbury","2008-2012",2012,87488,4758
"1237","Tisbury","Dukes County","MA","Tisbury","2005-2009",2009,55633,9981
"1238","Tisbury","Dukes County","MA","Tisbury","2006-2010",2010,58551,8858
"1239","Tisbury","Dukes County","MA","Tisbury","2007-2011",2011,54762,20130
"1240","Tisbury","Dukes County","MA","Tisbury","2008-2012",2012,56477,19090
"1241","Tolland","Hampden County","MA","Tolland","2005-2009",2009,62788,19284
"1242","Tolland","Hampden County","MA","Tolland","2006-2010",2010,55714,14982
"1243","Tolland","Hampden County","MA","Tolland","2007-2011",2011,67083,15162
"1244","Tolland","Hampden County","MA","Tolland","2008-2012",2012,77500,11919
"1245","Topsfield","Essex County","MA","Topsfield","2005-2009",2009,115069,11670
"1246","Topsfield","Essex County","MA","Topsfield","2006-2010",2010,115015,11159
"1247","Topsfield","Essex County","MA","Topsfield","2007-2011",2011,116122,12143
"1248","Topsfield","Essex County","MA","Topsfield","2008-2012",2012,117771,17378
"1249","Townsend","Middlesex County","MA","Townsend","2005-2009",2009,75174,5358
"1250","Townsend","Middlesex County","MA","Townsend","2006-2010",2010,76533,4767
"1251","Townsend","Middlesex County","MA","Townsend","2007-2011",2011,76250,5790
"1252","Townsend","Middlesex County","MA","Townsend","2008-2012",2012,79972,5521
"1253","Truro","Barnstable County","MA","Truro","2005-2009",2009,57057,38798
"1254","Truro","Barnstable County","MA","Truro","2006-2010",2010,80425,34351
"1255","Truro","Barnstable County","MA","Truro","2007-2011",2011,71964,38247
"1256","Truro","Barnstable County","MA","Truro","2008-2012",2012,81964,35577
"1257","Tyngsborough","Middlesex County","MA","Tyngsborough","2005-2009",2009,98413,7210
"1258","Tyngsborough","Middlesex County","MA","Tyngsborough","2006-2010",2010,95568,9797
"1259","Tyngsborough","Middlesex County","MA","Tyngsborough","2007-2011",2011,101103,11117
"1260","Tyngsborough","Middlesex County","MA","Tyngsborough","2008-2012",2012,104888,9069
"1261","Tyringham","Berkshire County","MA","Tyringham","2005-2009",2009,90625,29273
"1262","Tyringham","Berkshire County","MA","Tyringham","2006-2010",2010,93750,23866
"1263","Tyringham","Berkshire County","MA","Tyringham","2007-2011",2011,94375,29905
"1264","Tyringham","Berkshire County","MA","Tyringham","2008-2012",2012,76442,11290
"1265",NA,"NA County",NA,"United States","2005-2009",2009,51425,83
"1266",NA,"NA County",NA,"United States","2006-2010",2010,51914,89
"1267",NA,"NA County",NA,"United States","2007-2011",2011,52762,99
"1268",NA,"NA County",NA,"United States","2008-2012",2012,53046,85
"1269","Upton","Worcester County","MA","Upton","2005-2009",2009,102604,10227
"1270","Upton","Worcester County","MA","Upton","2006-2010",2010,107950,12426
"1271","Upton","Worcester County","MA","Upton","2007-2011",2011,110083,18621
"1272","Upton","Worcester County","MA","Upton","2008-2012",2012,115625,21168
"1273","Uxbridge","Worcester County","MA","Uxbridge","2005-2009",2009,80479,5900
"1274","Uxbridge","Worcester County","MA","Uxbridge","2006-2010",2010,81127,7565
"1275","Uxbridge","Worcester County","MA","Uxbridge","2007-2011",2011,86912,5764
"1276","Uxbridge","Worcester County","MA","Uxbridge","2008-2012",2012,83194,8072
"1277","Wakefield","Middlesex County","MA","Wakefield","2005-2009",2009,86347,4939
"1278","Wakefield","Middlesex County","MA","Wakefield","2006-2010",2010,89246,6815
"1279","Wakefield","Middlesex County","MA","Wakefield","2007-2011",2011,85379,7688
"1280","Wakefield","Middlesex County","MA","Wakefield","2008-2012",2012,85810,4849
"1281","Wales","Hampden County","MA","Wales","2005-2009",2009,60132,7743
"1282","Wales","Hampden County","MA","Wales","2006-2010",2010,63800,6584
"1283","Wales","Hampden County","MA","Wales","2007-2011",2011,60938,7888
"1284","Wales","Hampden County","MA","Wales","2008-2012",2012,61118,9935
"1285","Walpole","Norfolk County","MA","Walpole","2005-2009",2009,89782,8327
"1286","Walpole","Norfolk County","MA","Walpole","2006-2010",2010,89697,5136
"1287","Walpole","Norfolk County","MA","Walpole","2007-2011",2011,90763,6069
"1288","Walpole","Norfolk County","MA","Walpole","2008-2012",2012,87986,7724
"1289","Waltham","Middlesex County","MA","Waltham","2005-2009",2009,64341,2700
"1290","Waltham","Middlesex County","MA","Waltham","2006-2010",2010,66346,1820
"1291","Waltham","Middlesex County","MA","Waltham","2007-2011",2011,68326,2639
"1292","Waltham","Middlesex County","MA","Waltham","2008-2012",2012,72332,2793
"1293","Ware","Hampshire County","MA","Ware","2005-2009",2009,46992,4714
"1294","Ware","Hampshire County","MA","Ware","2006-2010",2010,51094,6300
"1295","Ware","Hampshire County","MA","Ware","2007-2011",2011,50712,6272
"1296","Ware","Hampshire County","MA","Ware","2008-2012",2012,52565,5096
"1297","Wareham","Plymouth County","MA","Wareham","2005-2009",2009,53746,2461
"1298","Wareham","Plymouth County","MA","Wareham","2006-2010",2010,54451,3309
"1299","Wareham","Plymouth County","MA","Wareham","2007-2011",2011,52556,4353
"1300","Wareham","Plymouth County","MA","Wareham","2008-2012",2012,56281,4175
"1301","Warren","Worcester County","MA","Warren","2005-2009",2009,54009,7311
"1302","Warren","Worcester County","MA","Warren","2006-2010",2010,55030,9816
"1303","Warren","Worcester County","MA","Warren","2007-2011",2011,51188,12426
"1304","Warren","Worcester County","MA","Warren","2008-2012",2012,42422,14467
"1305","Warwick","Franklin County","MA","Warwick","2005-2009",2009,66250,7987
"1306","Warwick","Franklin County","MA","Warwick","2006-2010",2010,67554,26895
"1307","Warwick","Franklin County","MA","Warwick","2007-2011",2011,59531,11631
"1308","Warwick","Franklin County","MA","Warwick","2008-2012",2012,59250,10050
"1309","Washington","Berkshire County","MA","Washington","2005-2009",2009,70104,7434
"1310","Washington","Berkshire County","MA","Washington","2006-2010",2010,68906,6399
"1311","Washington","Berkshire County","MA","Washington","2007-2011",2011,69286,6407
"1312","Washington","Berkshire County","MA","Washington","2008-2012",2012,71818,6236
"1313","Watertown","Middlesex County","MA","Watertown","2006-2010",2010,74081,3673
"1314","Watertown","Middlesex County","MA","Watertown","2007-2011",2011,76718,3372
"1315","Watertown","Middlesex County","MA","Watertown","2008-2012",2012,83053,5339
"1316","Watertown","Middlesex County","MA","Watertown","2005-2009",2009,71377,2563
"1317","Wayland","Middlesex County","MA","Wayland","2005-2009",2009,130643,7272
"1318","Wayland","Middlesex County","MA","Wayland","2006-2010",2010,129805,8275
"1319","Wayland","Middlesex County","MA","Wayland","2007-2011",2011,125076,13032
"1320","Wayland","Middlesex County","MA","Wayland","2008-2012",2012,124702,8852
"1321","Webster","Worcester County","MA","Webster","2005-2009",2009,47537,4424
"1322","Webster","Worcester County","MA","Webster","2006-2010",2010,48640,3836
"1323","Webster","Worcester County","MA","Webster","2007-2011",2011,49621,3354
"1324","Webster","Worcester County","MA","Webster","2008-2012",2012,48822,3489
"1325","Wellesley","Norfolk County","MA","Wellesley","2005-2009",2009,133790,10925
"1326","Wellesley","Norfolk County","MA","Wellesley","2006-2010",2010,139784,12389
"1327","Wellesley","Norfolk County","MA","Wellesley","2007-2011",2011,145208,10569
"1328","Wellesley","Norfolk County","MA","Wellesley","2008-2012",2012,155000,7280
"1329","Wellfleet","Barnstable County","MA","Wellfleet","2005-2009",2009,63042,15070
"1330","Wellfleet","Barnstable County","MA","Wellfleet","2006-2010",2010,66109,11570
"1331","Wellfleet","Barnstable County","MA","Wellfleet","2007-2011",2011,59234,11997
"1332","Wellfleet","Barnstable County","MA","Wellfleet","2008-2012",2012,54959,12883
"1333","Wendell","Franklin County","MA","Wendell","2005-2009",2009,65104,8837
"1334","Wendell","Franklin County","MA","Wendell","2006-2010",2010,59500,10245
"1335","Wendell","Franklin County","MA","Wendell","2007-2011",2011,56750,12414
"1336","Wendell","Franklin County","MA","Wendell","2008-2012",2012,53594,14726
"1337","Wenham","Essex County","MA","Wenham","2005-2009",2009,130350,24830
"1338","Wenham","Essex County","MA","Wenham","2006-2010",2010,132697,16179
"1339","Wenham","Essex County","MA","Wenham","2007-2011",2011,139856,10955
"1340","Wenham","Essex County","MA","Wenham","2008-2012",2012,143182,12243
"1341","West Boylston","Worcester County","MA","West Boylston","2005-2009",2009,82688,8852
"1342","West Boylston","Worcester County","MA","West Boylston","2006-2010",2010,79906,7183
"1343","West Boylston","Worcester County","MA","West Boylston","2007-2011",2011,73600,11357
"1344","West Boylston","Worcester County","MA","West Boylston","2008-2012",2012,75250,9641
"1345","West Bridgewater","Plymouth County","MA","West Bridgewater","2005-2009",2009,73271,7249
"1346","West Bridgewater","Plymouth County","MA","West Bridgewater","2006-2010",2010,76277,9663
"1347","West Bridgewater","Plymouth County","MA","West Bridgewater","2007-2011",2011,80729,7435
"1348","West Bridgewater","Plymouth County","MA","West Bridgewater","2008-2012",2012,78207,9038
"1349","West Brookfield","Worcester County","MA","West Brookfield","2005-2009",2009,61610,2257
"1350","West Brookfield","Worcester County","MA","West Brookfield","2006-2010",2010,61319,7062
"1351","West Brookfield","Worcester County","MA","West Brookfield","2007-2011",2011,62685,9238
"1352","West Brookfield","Worcester County","MA","West Brookfield","2008-2012",2012,66414,12648
"1353","West Newbury","Essex County","MA","West Newbury","2005-2009",2009,116375,15843
"1354","West Newbury","Essex County","MA","West Newbury","2006-2010",2010,111739,19491
"1355","West Newbury","Essex County","MA","West Newbury","2007-2011",2011,104931,24024
"1356","West Newbury","Essex County","MA","West Newbury","2008-2012",2012,112569,34429
"1357","West Springfield","Hampden County","MA","West Springfield","2006-2010",2010,51358,3442
"1358","West Springfield","Hampden County","MA","West Springfield","2007-2011",2011,54251,4293
"1359","West Springfield","Hampden County","MA","West Springfield","2008-2012",2012,54434,4353
"1360","West Springfield","Hampden County","MA","West Springfield","2005-2009",2009,51099,2892
"1361","West Stockbridge","Berkshire County","MA","West Stockbridge","2005-2009",2009,71200,4530
"1362","West Stockbridge","Berkshire County","MA","West Stockbridge","2006-2010",2010,68750,10555
"1363","West Stockbridge","Berkshire County","MA","West Stockbridge","2007-2011",2011,75543,17875
"1364","West Stockbridge","Berkshire County","MA","West Stockbridge","2008-2012",2012,72500,22544
"1365","West Tisbury","Dukes County","MA","West Tisbury","2005-2009",2009,73791,10911
"1366","West Tisbury","Dukes County","MA","West Tisbury","2006-2010",2010,71667,10561
"1367","West Tisbury","Dukes County","MA","West Tisbury","2007-2011",2011,75759,10410
"1368","West Tisbury","Dukes County","MA","West Tisbury","2008-2012",2012,70646,5218
"1369","Westborough","Worcester County","MA","Westborough","2005-2009",2009,96623,7175
"1370","Westborough","Worcester County","MA","Westborough","2006-2010",2010,96069,7306
"1371","Westborough","Worcester County","MA","Westborough","2007-2011",2011,99394,10804
"1372","Westborough","Worcester County","MA","Westborough","2008-2012",2012,97535,9968
"1373","Westfield","Hampden County","MA","Westfield","2005-2009",2009,52425,2464
"1374","Westfield","Hampden County","MA","Westfield","2006-2010",2010,51620,2377
"1375","Westfield","Hampden County","MA","Westfield","2007-2011",2011,53772,2632
"1376","Westfield","Hampden County","MA","Westfield","2008-2012",2012,57018,3230
"1377","Westford","Middlesex County","MA","Westford","2005-2009",2009,119051,5043
"1378","Westford","Middlesex County","MA","Westford","2006-2010",2010,121168,4916
"1379","Westford","Middlesex County","MA","Westford","2007-2011",2011,119511,9286
"1380","Westford","Middlesex County","MA","Westford","2008-2012",2012,121136,8355
"1381","Westhampton","Hampshire County","MA","Westhampton","2005-2009",2009,76739,3659
"1382","Westhampton","Hampshire County","MA","Westhampton","2006-2010",2010,81419,4419
"1383","Westhampton","Hampshire County","MA","Westhampton","2007-2011",2011,82759,5988
"1384","Westhampton","Hampshire County","MA","Westhampton","2008-2012",2012,81094,6689
"1385","Westminster","Worcester County","MA","Westminster","2005-2009",2009,74931,11486
"1386","Westminster","Worcester County","MA","Westminster","2006-2010",2010,79073,12143
"1387","Westminster","Worcester County","MA","Westminster","2007-2011",2011,78632,7581
"1388","Westminster","Worcester County","MA","Westminster","2008-2012",2012,80294,8107
"1389","Weston","Middlesex County","MA","Weston","2005-2009",2009,148299,16948
"1390","Weston","Middlesex County","MA","Weston","2006-2010",2010,148512,23364
"1391","Weston","Middlesex County","MA","Weston","2007-2011",2011,180815,23660
"1392","Weston","Middlesex County","MA","Weston","2008-2012",2012,176875,30366
"1393","Westport","Bristol County","MA","Westport","2005-2009",2009,62761,4619
"1394","Westport","Bristol County","MA","Westport","2006-2010",2010,68713,9172
"1395","Westport","Bristol County","MA","Westport","2007-2011",2011,73736,6066
"1396","Westport","Bristol County","MA","Westport","2008-2012",2012,76614,6507
"1397","Westwood","Norfolk County","MA","Westwood","2005-2009",2009,114356,8929
"1398","Westwood","Norfolk County","MA","Westwood","2006-2010",2010,114250,10773
"1399","Westwood","Norfolk County","MA","Westwood","2007-2011",2011,120078,11809
"1400","Westwood","Norfolk County","MA","Westwood","2008-2012",2012,130824,12451
"1401","Weymouth","Norfolk County","MA","Weymouth","2006-2010",2010,65849,1734
"1402","Weymouth","Norfolk County","MA","Weymouth","2007-2011",2011,68594,3004
"1403","Weymouth","Norfolk County","MA","Weymouth","2008-2012",2012,67503,2506
"1404","Weymouth","Norfolk County","MA","Weymouth","2005-2009",2009,66280,2662
"1405","Whately","Franklin County","MA","Whately","2005-2009",2009,72868,5588
"1406","Whately","Franklin County","MA","Whately","2006-2010",2010,74018,8171
"1407","Whately","Franklin County","MA","Whately","2007-2011",2011,78750,5905
"1408","Whately","Franklin County","MA","Whately","2008-2012",2012,77292,7766
"1409","Whitman","Plymouth County","MA","Whitman","2005-2009",2009,72381,7582
"1410","Whitman","Plymouth County","MA","Whitman","2006-2010",2010,76277,7784
"1411","Whitman","Plymouth County","MA","Whitman","2007-2011",2011,74610,5973
"1412","Whitman","Plymouth County","MA","Whitman","2008-2012",2012,74371,4999
"1413","Wilbraham","Hampden County","MA","Wilbraham","2005-2009",2009,90670,9834
"1414","Wilbraham","Hampden County","MA","Wilbraham","2006-2010",2010,89336,6293
"1415","Wilbraham","Hampden County","MA","Wilbraham","2007-2011",2011,88839,6824
"1416","Wilbraham","Hampden County","MA","Wilbraham","2008-2012",2012,90750,7778
"1417","Williamsburg","Hampshire County","MA","Williamsburg","2005-2009",2009,63636,8991
"1418","Williamsburg","Hampshire County","MA","Williamsburg","2006-2010",2010,64545,11946
"1419","Williamsburg","Hampshire County","MA","Williamsburg","2007-2011",2011,62851,3491
"1420","Williamsburg","Hampshire County","MA","Williamsburg","2008-2012",2012,58636,7079
"1421","Williamstown","Berkshire County","MA","Williamstown","2005-2009",2009,61406,6938
"1422","Williamstown","Berkshire County","MA","Williamstown","2006-2010",2010,63045,6807
"1423","Williamstown","Berkshire County","MA","Williamstown","2007-2011",2011,72743,9739
"1424","Williamstown","Berkshire County","MA","Williamstown","2008-2012",2012,72125,7090
"1425","Wilmington","Middlesex County","MA","Wilmington","2005-2009",2009,92398,6781
"1426","Wilmington","Middlesex County","MA","Wilmington","2006-2010",2010,94900,4859
"1427","Wilmington","Middlesex County","MA","Wilmington","2007-2011",2011,100861,6519
"1428","Wilmington","Middlesex County","MA","Wilmington","2008-2012",2012,99028,5398
"1429","Winchendon","Worcester County","MA","Winchendon","2005-2009",2009,56141,5260
"1430","Winchendon","Worcester County","MA","Winchendon","2006-2010",2010,58582,8577
"1431","Winchendon","Worcester County","MA","Winchendon","2007-2011",2011,58137,5192
"1432","Winchendon","Worcester County","MA","Winchendon","2008-2012",2012,61937,10399
"1433","Winchester","Middlesex County","MA","Winchester","2005-2009",2009,118000,7836
"1434","Winchester","Middlesex County","MA","Winchester","2006-2010",2010,121572,8513
"1435","Winchester","Middlesex County","MA","Winchester","2007-2011",2011,127665,12331
"1436","Winchester","Middlesex County","MA","Winchester","2008-2012",2012,128199,9870
"1437","Windsor","Berkshire County","MA","Windsor","2005-2009",2009,84205,11776
"1438","Windsor","Berkshire County","MA","Windsor","2006-2010",2010,74750,10081
"1439","Windsor","Berkshire County","MA","Windsor","2007-2011",2011,74866,14455
"1440","Windsor","Berkshire County","MA","Windsor","2008-2012",2012,76125,8101
"1441","Winthrop","Suffolk County","MA","Winthrop","2006-2010",2010,67535,6129
"1442","Winthrop","Suffolk County","MA","Winthrop","2007-2011",2011,61744,4324
"1443","Winthrop","Suffolk County","MA","Winthrop","2008-2012",2012,62000,4527
"1444","Winthrop","Suffolk County","MA","Winthrop","2005-2009",2009,64559,4673
"1445","Woburn","Middlesex County","MA","Woburn","2005-2009",2009,69196,3407
"1446","Woburn","Middlesex County","MA","Woburn","2006-2010",2010,71060,3095
"1447","Woburn","Middlesex County","MA","Woburn","2007-2011",2011,72540,3987
"1448","Woburn","Middlesex County","MA","Woburn","2008-2012",2012,72434,4282
"1449",NA,"Worcester County","MA","Worcester County","2005-2009",2009,63720,768
"1450",NA,"Worcester County","MA","Worcester County","2006-2010",2010,64152,768
"1451",NA,"Worcester County","MA","Worcester County","2007-2011",2011,65772,757
"1452",NA,"Worcester County","MA","Worcester County","2008-2012",2012,65968,893
"1453","Worcester","Worcester County","MA","Worcester","2005-2009",2009,45944,1506
"1454","Worcester","Worcester County","MA","Worcester","2006-2010",2010,45036,1473
"1455","Worcester","Worcester County","MA","Worcester","2007-2011",2011,45846,1264
"1456","Worcester","Worcester County","MA","Worcester","2008-2012",2012,45679,1305
"1457","Worthington","Hampshire County","MA","Worthington","2005-2009",2009,60463,9363
"1458","Worthington","Hampshire County","MA","Worthington","2006-2010",2010,61100,6945
"1459","Worthington","Hampshire County","MA","Worthington","2007-2011",2011,64063,4913
"1460","Worthington","Hampshire County","MA","Worthington","2008-2012",2012,66343,5074
"1461","Wrentham","Norfolk County","MA","Wrentham","2005-2009",2009,93429,17880
"1462","Wrentham","Norfolk County","MA","Wrentham","2006-2010",2010,94406,11169
"1463","Wrentham","Norfolk County","MA","Wrentham","2007-2011",2011,100938,10107
"1464","Wrentham","Norfolk County","MA","Wrentham","2008-2012",2012,101330,6155
"1465","Yarmouth","Barnstable County","MA","Yarmouth","2005-2009",2009,50927,2767
"1466","Yarmouth","Barnstable County","MA","Yarmouth","2006-2010",2010,48653,4191
"1467","Yarmouth","Barnstable County","MA","Yarmouth","2007-2011",2011,50228,3781
"1468","Yarmouth","Barnstable County","MA","Yarmouth","2008-2012",2012,51680,4603
